areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00068660,23.1,41.9,5.2,27.1,2.6
E00068662,29.2,37.3,8.8,19,5.8
E00068663,27.6,43.1,4.8,20,4.5
E00068665,28.9,43.9,6.4,19.3,1.4
E00068666,30.6,40.6,6,19.6,3.2
E00068667,28.2,40.4,4.9,22.4,4.1
E00068668,38.7,39.5,5.3,14,2.5
E00068672,39.4,35.1,3.2,14.3,7.9
E00068675,27.7,43.4,3.7,18.8,6.5
E00068678,38.6,36,5.3,18.2,1.9
E00068680,21.1,48,1.6,25.4,3.9
E00068682,31.5,40.3,5.1,20.6,2.5
E00068684,28.6,40.7,4.6,20.7,5.4
E00068688,23.2,36.7,3.5,29.3,7.3
E00068689,25.8,35.9,2.8,26.2,9.3
E00068691,27.6,35.5,9.7,24.9,2.3
E00068693,25.4,41.9,3.8,24.7,4.1
E00068694,31.3,33.5,4.8,25.2,5.2
E00068695,35.1,33.8,7.4,17.2,6.4
E00068696,31.5,39.7,3.9,18.3,6.6
E00068697,31.1,43.1,6.2,15.6,4
E00068699,33.8,43.5,5.9,14.3,2.5
E00068700,27.5,44.5,6.5,16.6,4.9
E00068739,25.3,37.7,4.2,29.8,3.1
E00068740,27.9,38.6,7.4,23.5,2.7
E00068741,26.6,39.6,5,24.3,4.5
E00068743,9.4,34.9,4.2,48,3.5
E00068744,17.1,46.4,4.1,29,3.5
E00068745,21.4,43.2,7.1,24.4,3.8
E00068747,20.1,36.9,5.1,35.4,2.5
E00068748,13,41.7,2.6,39.6,3.1
E00068749,18.2,44.9,3.4,32.2,1.3
E00068750,30,31.5,5.4,28.6,4.4
E00068751,24.7,36.4,7.6,27.5,3.8
E00068752,16.7,46.2,5.2,28.6,3.3
E00068753,21.4,38.3,10.7,26.7,2.9
E00068754,27.1,40,5.3,24.9,2.7
E00068755,24.3,42.6,2.4,25.1,5.6
E00068756,30.6,47.6,5.3,16,0.5
E00068757,27.2,38.5,7.5,21.1,5.6
E00068758,18.5,48.2,2.8,26.5,4
E00068759,22.4,47.4,5.6,21.4,3.1
E00068760,33.4,43.9,4.1,15.4,3.2
E00068761,23.4,34.8,9.5,30.3,2
E00068762,31.3,42.2,5.2,19,2.2
E00068763,25.1,43.5,5,22.6,3.8
E00068764,31.6,40.8,5.1,19.7,2.7
E00068765,39.4,37.9,4.5,15.2,3
E00068766,28.5,42.7,4.9,19.5,4.5
E00068767,28.1,45.7,3.5,19.5,3.1
E00068768,30.9,39.7,2.8,23,3.5
E00068769,25.3,33.2,9.8,27.5,4.2
E00068770,35.7,35.7,1.8,21.9,4.9
E00068771,25.3,50.5,4.4,16.7,3.1
E00068772,26.1,40.3,4,25.7,4
E00068773,22.2,42.9,4.7,25.7,4.7
E00068775,26.4,37.9,8.5,23.8,3.4
E00068776,30.3,41.9,5.1,22.7,0
E00068777,21.9,48.2,5.8,20.8,3.3
E00068778,26.6,44.7,3,18.6,7.2
E00068779,29.2,38.8,5,23.8,3.3
E00068780,24.5,40.1,5.3,26.6,3.5
E00068781,26.7,43.2,1.7,21.6,6.8
E00068782,27,45.5,8,15,4.5
E00069053,23.1,41.4,6.1,25.4,4.1
E00069063,21.4,35,11.5,28.2,3.8
E00069064,23.3,39.5,7.1,25,5.1
E00069065,24.6,40.4,7,24.2,3.9
E00069066,18.9,41,8.3,28.1,3.7
E00069067,16.8,43.8,8.1,23.2,8.1
E00069068,23.8,40.7,9.1,20.8,5.6
E00069069,24.2,35.6,7.1,29.6,3.4
E00069071,24.5,39.5,6.5,25.5,4
E00069072,22.3,34.7,4.7,33.4,4.9
E00069073,20.2,38.8,6.8,29.4,4.7
E00069074,26.3,36.7,7.3,25.6,4.2
E00069075,25.3,40.4,4.1,27.3,2.9
E00069076,24.6,40.4,6.3,23.3,5.4
E00069077,23.2,40.9,7.2,26.2,2.5
E00069246,28.7,34.1,4.6,26.6,6
E00069247,25.9,35.1,3.6,33.1,2.4
E00069248,30,41.3,4.6,18.8,5.4
E00069249,26.8,47.8,5.5,15.1,4.8
E00069251,34.9,36.2,2.8,25.2,0.9
E00069253,36.4,40.9,4.9,12.1,5.7
E00069277,33.2,43.3,2.5,18.4,2.5
E00069278,33.6,39.5,6.3,16.8,3.8
E00069279,32.2,43.1,4.3,16.8,3.6
E00069280,25.8,47,5.1,17.4,4.7
E00069281,31.6,44.9,3.9,16.1,3.5
E00069282,25.9,33.3,6.5,28.7,5.6
E00069283,37.1,34.7,3.9,20.8,3.5
E00069284,32,43.7,3.6,18.9,1.8
E00069285,29,43.1,5.9,17.5,4.5
E00069286,23.4,52.7,7.4,13.8,2.7
E00069287,33.1,36.9,8.4,19.2,2.4
E00069288,30.7,39.1,9.6,15.7,5
E00069289,29.5,49.1,5,12.5,3.9
E00069290,33.3,42.3,6.5,13.9,4
E00069291,39,37.5,6.6,15.4,1.5
E00069295,23.7,51.8,5.3,15.8,3.5
E00069296,30.8,42.7,4.7,19.9,1.9
E00130025,17.6,47.3,6.1,26.4,2.7
E00130026,21.5,39.1,8.6,28.5,2.3
E00130027,24.1,36.5,7.1,32.4,0
E00130029,14.7,42,5.4,35.4,2.4
E00130030,10.6,42,4.2,41.3,1.8
E00130032,11.9,44,5.4,37.2,1.4
E00130033,12.7,46.8,6.8,32.1,1.7
E00130034,19.9,29.2,5.3,42.5,3.1
E00130035,19.7,41.7,9.4,23.8,5.4
E00130036,23.5,44.1,9.8,19.6,2.9
E00130037,17,35.6,5.1,38.7,3.6
E00130038,32.2,33.9,4.8,25.2,3.9
