areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00078250,33.6,66.4
E00112681,40.4,59.6
E00112682,29.1,70.9
E00112683,31.4,68.6
E00112684,30.1,69.9
E00112685,32.9,67.1
E00112686,37.1,62.9
E00112687,34.4,65.6
E00112688,18.2,81.8
E00112695,35.5,64.5
E00112753,34.9,65.1
E00112754,35.3,64.7
E00112755,36.9,63.1
E00112760,30.5,69.5
E00112761,42.7,57.3
E00112762,29.5,70.5
E00112764,42.2,57.8
E00112765,33.9,66.1
E00112766,30.6,69.4
E00112767,28.6,71.4
E00112768,29.5,70.5
E00112769,39.1,60.9
E00112770,32.9,67.1
E00112771,33.5,66.5
E00112772,31.8,68.2
E00112773,32.4,67.6
E00112775,38.3,61.7
E00112776,28.4,71.6
E00112777,38.6,61.4
E00112778,27.9,72.1
E00112779,35.3,64.7
E00112780,31.7,68.3
E00112781,27.6,72.4
E00112783,30.5,69.5
E00112784,31.7,68.3
E00112785,29.1,70.9
E00112786,32.3,67.7
E00112787,31.9,68.1
E00112788,37.9,62.1
E00112789,33.8,66.3
E00112790,38.7,61.3
E00112791,34.4,65.6
E00112792,34.2,65.8
E00112793,24.7,75.3
E00112794,31.5,68.5
E00112795,35,65
E00112796,37.7,62.3
E00112797,23.1,76.9
E00112798,41.1,58.9
E00112799,32.6,67.4
E00112800,35.6,64.4
E00112801,30.3,69.7
E00112802,29.4,70.6
E00112803,38.6,61.4
E00112804,36.8,63.2
E00112805,34,66
E00112806,34.9,65.1
E00112807,33.7,66.3
E00112808,37.4,62.6
E00112809,30.4,69.6
E00112810,38.8,61.2
E00112811,30.2,69.8
E00112812,29.7,70.3
E00112813,39.6,60.4
E00112814,33.1,66.9
E00112815,31.8,68.2
E00112816,33.1,66.9
E00112817,25.7,74.3
E00112818,26.9,73.1
E00112819,32.9,67.1
E00112820,31.9,68.1
E00112821,24.7,75.3
E00112822,28.1,71.9
E00112823,30.1,69.9
E00112824,28.4,71.6
E00112825,32.4,67.6
E00112826,28.5,71.5
E00112827,30.5,69.5
E00112828,28.6,71.4
E00112829,21.8,78.2
E00112830,39.4,60.6
E00112831,36.9,63.1
E00112832,37.1,62.9
E00112833,27,73
E00112834,29.5,70.5
E00112835,32.4,67.6
E00112836,40.2,59.8
E00112837,33.6,66.4
E00112838,37.6,62.4
E00112840,24.1,75.9
E00112841,29.6,70.4
E00112842,30.9,69.1
E00112843,30.3,69.7
E00112844,43.8,56.3
E00112845,43,57
E00112847,31.5,68.5
E00112848,38.1,61.9
E00112849,33.1,66.9
E00112850,43.6,56.4
E00112865,27,73
E00112866,43.2,56.8
E00112867,41.6,58.4
E00112868,40,60
E00112869,37.6,62.4
E00112871,30.2,69.8
E00112874,34,66
E00112875,23.7,76.3
E00112899,27,73
E00112900,37.3,62.7
E00112901,41,59
E00112902,34.3,65.7
E00112903,32.9,67.1
E00112904,28.5,71.5
E00112914,31.4,68.6
E00112945,38.5,61.5
E00112946,30.3,69.7
E00112947,34.6,65.4
E00112948,32.5,67.5
E00112949,30.8,69.2
E00112958,29.2,70.8
E00112960,33.9,66.1
E00112961,33.5,66.5
E00112962,34,66
E00112963,35.3,64.7
E00112964,29.7,70.3
E00112965,28.9,71.1
E00112966,41.3,58.7
E00112967,39.9,60.1
E00112968,32.4,67.6
E00112969,28.3,71.7
E00112970,29.5,70.5
E00112971,28.7,71.3
E00112972,27.8,72.2
E00112973,38.2,61.8
E00112975,20.2,79.8
E00162635,30.5,69.5
E00162636,35.9,64.1
E00162637,34.2,65.8
E00162638,42.3,57.7
E00162639,34.6,65.4
E00162640,36.2,63.8
E00162641,28.2,71.8
E00162642,29.7,70.3
E00162644,38.6,61.4
E00162647,23.3,76.7
E00162648,34.1,65.9
E00162868,33.7,66.3
E00162869,34.6,65.4
E00162870,27.3,72.7
E00162871,28.5,71.5
E00162872,28.9,71.1
E00162873,27,73
E00162874,30.3,69.7
E00162875,23.4,76.6
E00162876,29,71
E00162877,32.3,67.7
E00162878,34.7,65.3
E00162879,33.8,66.2
E00162880,26.8,73.2
E00162881,31.3,68.8
E00162882,28.6,71.4
E00162883,35.8,64.2
E00168924,20,80
E00168928,34,66
E00168929,28.6,71.4
E00168930,29.7,70.3
E00168931,34.7,65.3
E00168932,25.2,74.8
E00168933,31.9,68.1
E00168934,30.2,69.8
E00186321,36.4,63.6
E00186346,34.8,65.2
E00186365,31.6,68.4
E00186367,22.9,77.1
E00186384,20.5,79.5
E00186386,30.9,69.1
E00186395,22.5,77.5
E00186410,33.6,66.4
E00186422,28.4,71.6
E00186430,24.7,75.3
E00186447,31,69
E00186464,29.9,70.1
E00186469,28,72
E00186478,31.8,68.2
E00186483,31.4,68.6
E00186488,28,72
