areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00078250,85.3,10.8,3.9
E00112681,83.8,11.9,4.3
E00112682,83.9,13.5,2.6
E00112683,86.7,11,2.4
E00112684,88.5,5.5,6
E00112685,87.6,8,4.4
E00112686,87.9,8.8,3.3
E00112687,90.8,7.1,2.2
E00112688,90.5,8.6,1
E00112695,84.1,10.9,5
E00112753,89.6,8.7,1.7
E00112754,90.5,6.5,3
E00112755,89.7,8.6,1.7
E00112760,89.8,6.5,3.7
E00112761,85.2,12.8,2.1
E00112762,85.4,11.8,2.8
E00112764,87.7,9.7,2.6
E00112765,86.2,10.3,3.4
E00112766,82.9,13.2,3.8
E00112767,88.6,8.9,2.5
E00112768,90.7,8,1.3
E00112769,86.3,10.9,2.8
E00112770,86.9,11.2,1.8
E00112771,88.6,7.7,3.7
E00112772,87.1,9.7,3.2
E00112773,85.7,10.9,3.5
E00112775,75.7,17.2,7.1
E00112776,85.4,12,2.5
E00112777,79.2,15.3,5.4
E00112778,85.5,12.1,2.4
E00112779,79.6,16,4.5
E00112780,78.5,17.7,3.8
E00112781,89.9,8.7,1.4
E00112783,90,8.3,1.7
E00112784,82.4,13.6,4
E00112785,73.7,22,4.3
E00112786,89.4,9.7,0.9
E00112787,79.1,15.5,5.5
E00112788,82.1,14.7,3.2
E00112789,80,13.5,6.5
E00112790,88.4,8.2,3.4
E00112791,79,13.3,7.7
E00112792,81.3,12,6.7
E00112793,76.7,17.4,5.9
E00112794,78,17,4.9
E00112795,84.3,11.6,4.1
E00112796,64.7,24.1,11.2
E00112797,76,15.6,8.3
E00112798,89.2,7.4,3.4
E00112799,82.4,15.3,2.4
E00112800,84.4,12.7,2.9
E00112801,83.3,11.6,5.1
E00112802,71.8,20.2,7.9
E00112803,62.4,24.7,12.9
E00112804,80.8,12.9,6.3
E00112805,87.1,9.8,3.1
E00112806,83.6,13.1,3.3
E00112807,88.5,9.9,1.5
E00112808,89.2,8.4,2.4
E00112809,85.2,10.2,4.5
E00112810,81,15.3,3.7
E00112811,86.7,10.5,2.7
E00112812,90.2,9.8,0
E00112813,89,7.9,3.1
E00112814,83.5,12.9,3.6
