areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00078250,94.2,3.1,2.7
E00112681,94.4,2.3,3.3
E00112682,93.6,1.3,5.1
E00112683,94.3,2.4,3.3
E00112684,83.8,1,15.2
E00112685,91.6,2.2,6.2
E00112686,95.8,1,3.3
E00112687,89.1,3.3,7.6
E00112688,98.1,0,1.9
E00112695,95.3,0.9,3.8
E00112753,92.6,2.2,5.2
E00112754,93.9,1.7,4.3
E00112755,91.1,3.1,5.8
E00112760,96.3,2.8,0.9
E00112761,93.8,0.4,5.8
E00112762,93,3.2,3.9
E00112764,96.8,3.2,0
E00112765,92.7,4.5,2.8
E00112766,89.9,4.2,5.9
E00112767,85.3,3.2,11.5
E00112768,97,0,3
E00112769,96.9,0.9,2.2
E00112770,96.6,0.6,2.8
E00112771,96.6,1.3,2
E00112772,95.3,2.1,2.6
E00112773,94.4,2.3,3.3
E00112775,94.2,0.8,5
E00112776,97.2,0.6,2.2
E00112777,93.2,1,5.8
E00112778,95.1,2.1,2.8
E00112779,94.1,3,3
E00112780,97.2,0,2.8
E00112781,94.4,2.5,3.1
E00112783,96.1,1.3,2.6
E00112784,91.2,2.8,6
E00112785,97.2,0.4,2.4
E00112786,97.7,0,2.3
E00112787,94.5,2.7,2.7
E00112788,95.6,0.9,3.5
E00112789,98.2,1.2,0.6
E00112790,98.6,0,1.4
E00112791,97,1,2
E00112792,96.5,1.1,2.5
E00112793,91,2.3,6.8
E00112794,87.8,3.2,9
E00112795,82.4,1.9,15.7
E00112796,93.7,0,6.3
E00112797,75.9,2.1,22
E00112798,91.9,2.8,5.3
E00112799,95.6,1,3.4
E00112800,94.8,2.3,2.9
E00112801,94.4,2.3,3.3
E00112802,93.4,1.8,4.7
E00112803,93.7,1.1,5.1
E00112804,90.4,2.5,7.1
E00112805,98.3,0.7,1
E00112806,94.7,1.1,4.2
E00112807,97.5,1.2,1.2
E00112808,96.6,1,2.4
E00112809,93.8,1.2,5
E00112810,94.6,2.5,2.8
E00112811,96.9,1,2
