areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00078250,80.7,2.7,16.6
E00112681,77.6,4.9,17.4
E00112682,89.1,3.2,7.7
E00112683,92,2.8,5.2
E00112684,75.4,17.1,7.5
E00112685,85.8,6.2,8
E00112686,78.7,4.2,17.1
E00112687,90.7,5.5,3.8
E00112688,91.3,1.9,6.7
E00112695,84.6,5,10.3
E00112753,89.5,4.8,5.7
E00112754,85.7,4.8,9.5
E00112755,93.5,2.4,4.1
E00112760,77.8,0.9,21.3
E00112761,89.7,4.5,5.8
E00112762,92,4.2,3.8
E00112764,87.7,0.6,11.7
E00112765,84.4,4.2,11.4
E00112766,83.4,5.9,10.7
E00112767,78.1,12.9,9
E00112768,88.7,1.3,10
E00112769,81.8,1.8,16.3
E00112770,81.8,3.6,14.6
E00112771,75.2,1.7,23.2
E00112772,76.2,5,18.8
E00112773,79.2,5.2,15.6
E00112775,78.7,5.4,15.9
E00112776,87.1,3.5,9.4
E00112777,72,7.1,20.9
E00112778,85.8,1.7,12.5
E00112779,64.7,3.7,31.6
E00112780,65,2.8,32.2
E00112781,86.3,3.6,10.1
E00112783,96.5,1.3,2.2
E00112784,69.5,6.4,24.1
E00112785,76.3,2.8,20.9
E00112786,88.9,1.9,9.3
E00112787,82.4,2.8,14.8
E00112788,70.1,3.5,26.4
E00112789,75.9,2.4,21.8
E00112790,94.5,0.7,4.8
E00112791,75.8,2.6,21.6
E00112792,66.9,2.1,31
E00112793,76.1,8.6,15.3
E00112794,81.2,11.2,7.6
E00112795,74.8,14.7,10.5
E00112796,64.6,7.4,28
E00112797,64.6,23.4,12
E00112798,87,5.8,7.2
E00112799,86.1,2,11.9
E00112800,88.6,2.6,8.8
E00112801,82.7,3.7,13.6
E00112802,73.4,5.8,20.9
E00112803,74.4,4.5,21
E00112804,85,5.8,9.2
E00112805,90,1.2,8.8
E00112806,87,4.4,8.6
E00112807,85.8,1.2,12.9
E00112808,91.2,3.7,5.1
E00112809,78.8,2.7,18.5
E00112810,81,3.1,15.9
E00112811,82.5,3.7,13.8
E00112812,83.5,6,10.4
E00112813,89.5,1.7,8.8
E00112814,82.5,0.3,17.2
E00112815,80.6,0.4,19
E00112816,77.3,6.1,16.6
E00112817,80.6,4.7,14.7
E00112818,61.7,8.3,30
E00112819,82.6,4.5,12.9
E00112820,83.2,3.4,13.4
E00112821,70.3,12,17.8
E00112822,56.7,4,39.3
E00112823,65.6,5.5,28.8
E00112824,86.5,4.6,8.9
E00112825,63.6,6.7,29.7
E00112826,80.4,5.5,14.1
E00112827,68.9,2.6,28.5
E00112828,83.6,5.9,10.5
E00112829,78.3,7.5,14.2
E00112830,89.9,3.9,6.2
E00112831,86.4,6.7,6.9
E00112832,92.3,5.1,2.6
E00112833,90,2.2,7.8
E00112834,86.9,7.1,6
E00112835,86.7,4.6,8.7
E00112836,83.1,2.7,14.1
E00112837,77.6,7.9,14.5
E00112838,88.7,3.8,7.5
E00112840,75.9,3.1,21.1
E00112841,83.1,2.6,14.3
E00112842,82.7,7.3,10
E00112843,69.7,2.4,27.8
E00112844,88.2,0.5,11.3
E00112845,74.7,5.7,19.6
E00112847,84.9,3.6,11.5
E00112848,88.7,4.4,6.9
E00112849,84.7,3.4,11.9
E00112850,84.8,3.7,11.5
E00112865,83.1,5.2,11.6
E00112866,93.3,1.6,5.1
E00112867,87,3.1,9.9
E00112868,76.9,4.6,18.5
E00112869,87,3.1,9.9
E00112871,88.6,1.9,9.5
E00112874,89.7,1.4,8.9
E00112875,76.3,1.9,21.9
E00112899,84.4,2.9,12.8
E00112900,84.9,3.5,11.6
E00112901,88.9,4,7.1
E00112902,73.5,1.3,25.2
E00112903,84.5,4.5,11
E00112904,64.5,1.4,34.1
E00112914,88.3,3.9,7.8
E00112945,93,1.9,5
E00112946,83,4.7,12.3
E00112947,87.3,4.1,8.6
E00112948,89.8,2.4,7.8
E00112949,75.1,6.3,18.6
E00112958,87.7,5.8,6.4
E00112960,81.5,0.5,17.9
E00112961,85.6,3.3,11.1
E00112962,84.5,1.9,13.6
E00112963,69.4,2.3,28.3
E00112964,89.6,1.7,8.8
E00112965,84,1.9,14.1
E00112966,81.9,1.7,16.4
E00112967,84.7,1.9,13.4
E00112968,69.3,5.4,25.3
E00112969,83.5,4,12.5
E00112970,92.9,1.4,5.7
E00112971,77.7,2.1,20.1
E00112972,89,2.1,8.9
E00112973,81.8,1.5,16.7
E00112975,79.1,12.5,8.4
E00162635,92.9,2.5,4.5
E00162636,89.8,0.6,9.7
E00162637,94.1,1.1,4.8
E00162638,73,4.3,22.7
E00162639,89,2.3,8.7
E00162640,88.8,2.2,8.9
E00162641,92.7,0.8,6.5
E00162642,82.2,1.4,16.4
E00162644,89.9,1,9.2
E00162647,70.2,4,25.8
E00162648,89.9,3.9,6.3
E00162868,90.7,2,7.4
E00162869,85.4,2.5,12.1
E00162870,92,2.5,5.5
E00162871,91.8,2.1,6.2
E00162872,74.2,3.4,22.5
E00162873,82.1,5.2,12.7
E00162874,91.2,0,8.8
E00162875,88.6,3.2,8.2
E00162876,80.2,6.7,13.1
E00162877,59.8,3.9,36.3
E00162878,84.2,5.9,10
E00162879,89.6,1,9.4
E00162880,81.6,4.8,13.6
E00162881,64,1.8,34.1
E00162882,89.2,3.2,7.6
E00162883,82.9,4.4,12.7
E00168924,75.9,10.3,13.8
E00168928,80.1,2.9,17
E00168929,90.6,1.5,7.9
E00168930,73,8.3,18.6
E00168931,68.5,6.3,25.2
E00168932,86.5,1.6,11.9
E00168933,89,3.4,7.6
E00168934,87.3,2.8,9.9
E00186321,86.5,4.9,8.5
E00186346,93,1.3,5.7
E00186365,81.9,7.6,10.5
E00186367,78.3,8,13.7
E00186384,68.6,5.7,25.8
E00186386,85.6,3.1,11.3
E00186395,92.4,2,5.6
E00186410,78.8,4.9,16.3
E00186422,80.8,5,14.2
E00186430,83.9,3.3,12.8
E00186447,79.3,4.3,16.5
E00186464,77.4,5.8,16.7
E00186469,84.4,8.6,7
E00186478,86.7,3.5,9.8
E00186483,91.3,3.1,5.6
E00186488,79.7,2.5,17.8
