geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00096409,29,37.4,19.1,14.5
E00096410,20.9,45,14.7,19.4
E00096411,38.3,33.6,14.8,13.3
E00096413,32.5,45.2,7.9,14.3
E00096414,40.7,31,16.6,11.7
E00096415,22.4,34.4,18.4,24.8
E00096416,25,50.8,13.3,10.8
E00096417,27.7,47.1,10.9,14.3
E00096418,36.8,46,6.1,11
E00096419,23.3,41.4,22.4,12.9
E00096420,55.2,30.8,8.4,5.6
E00096421,29.8,37.2,19.8,13.2
E00096422,41.9,30.6,14.5,12.9
E00096423,27.6,35,22.8,14.6
E00096424,36.9,37.7,14.8,10.7
E00096425,22.6,48.4,14.5,14.5
E00096426,41.3,32.2,10.7,15.7
E00096427,34,36.9,13.5,15.6
E00096428,40.4,34.2,12.3,13
E00096429,35.3,31.4,17.9,15.4
E00096430,31.1,40,11.9,17
E00096431,40.3,36.4,14,9.3
E00096432,22.6,31.4,24.1,21.9
E00096433,34.1,29.6,14.1,22.2
E00096434,32.4,40.5,11.5,15.5
E00096435,30.8,43.8,10.8,14.6
E00096436,29.8,48,8.8,13.5
E00096437,28.7,37.2,20.2,14
E00096438,20,56.3,9.6,14.1
E00096439,22,49,17,12
E00096440,34.3,36.1,14.8,14.8
E00096441,27.1,35.5,16.1,21.3
E00096442,24.4,39.7,15.4,20.5
E00096443,14.6,52,15.4,17.9
E00096444,23,38.8,21.2,17
E00096446,26.8,38,15.1,20.1
E00096447,30.4,33.8,16.9,18.9
E00096448,34.6,42.1,9.8,13.5
E00096449,29.8,44.6,12.4,13.2
E00096450,31.8,30.3,15.9,22
E00096451,40.1,28.9,14.8,16.2
E00096452,20.3,47.2,15.4,17.1
E00096453,33,38.1,13.1,15.9
E00096454,66,17.3,7.3,9.3
E00096455,51.1,33.9,8.6,6.5
E00096456,27.3,42.2,16.4,14.1
E00096457,33.5,38.8,14.1,13.5
E00096458,37.5,38.3,9.2,15
E00096459,35.4,40.1,12.9,11.6
E00096460,20.7,41.5,19.3,18.5
E00096461,65.2,27,5.7,2.1
E00096462,37.7,40.6,14.5,7.2
E00096463,62.7,31.3,2.2,3.7
E00096464,44.8,35.7,9.8,9.8
E00096465,51.3,31.4,7.1,10.3
E00096466,29.4,44.8,14.1,11.7
E00096467,42.9,31.3,15.2,10.7
E00096468,39.4,26.8,20.4,13.4
E00096469,43.8,30.6,11.6,14
E00096470,27.1,37.2,15.9,19.8
