geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00096409,9,46.6,35.3,9
E00096410,4.7,30.2,45,20.2
E00096411,26.6,46.1,18.8,8.6
E00096413,9.5,42.1,34.9,13.5
E00096414,11.8,49.3,27.8,11.1
E00096415,4.9,34.4,41,19.7
E00096416,4.2,47.9,40.3,7.6
E00096417,11.8,45.4,28.6,14.3
E00096418,13.7,46,32.3,8.1
E00096419,3.5,46.9,34.5,15
E00096420,20.4,53.5,19.7,6.3
E00096421,21.5,45.5,24,9.1
E00096422,27.2,41.6,28,3.2
E00096423,30.3,34.5,30.3,5
E00096424,20.3,48,27.6,4.1
E00096425,4.1,36.1,42.6,17.2
E00096426,15.7,56.2,20.7,7.4
E00096427,19.7,46.5,26.8,7
E00096428,33.8,38.6,23.4,4.1
E00096429,14.9,53.9,22.1,9.1
E00096430,8.8,49.3,29.4,12.5
E00096431,20.8,41.5,28.5,9.2
E00096432,21.6,48.9,23.7,5.8
E00096433,19.4,38.8,33.1,8.6
E00096434,13.5,50,31.1,5.4
E00096435,16.9,43.1,30,10
E00096436,7.6,38,33.9,20.5
E00096437,8.4,35.1,38.2,18.3
E00096438,2.9,31.6,44.1,21.3
E00096439,9,34,37,20
E00096440,4.6,48.1,35.2,12
E00096441,7.1,43.9,33.5,15.5
E00096442,1.3,35.3,34,29.5
E00096443,3.3,27,53.3,16.4
E00096444,4.9,40.9,43.9,10.4
E00096446,8.9,34.6,42.5,14
E00096447,15.1,43.2,34.9,6.8
E00096448,6.8,44.4,37.6,11.3
E00096449,5.9,37,42,15.1
E00096450,21.8,39.8,30.1,8.3
E00096451,10.1,47.8,30.4,11.6
E00096452,6.5,39.8,43.1,10.6
E00096453,9.6,36.7,40.7,13
E00096454,36.9,45.6,13.4,4
E00096455,30.6,43.5,22.6,3.2
E00096456,16,44,30.4,9.6
E00096457,7.1,45.9,37.6,9.4
E00096458,8.3,50,30,11.7
E00096459,10.1,43.2,33.1,13.5
E00096460,7.9,30.9,43.9,17.3
E00096461,35.7,51,9.1,4.2
E00096462,14.1,50.4,28.1,7.4
E00096463,36.6,52.2,9,2.2
E00096464,9.9,57,23.2,9.9
E00096465,17.6,56,23.3,3.1
E00096466,10.4,44.2,35,10.4
E00096467,26.5,46.9,20.4,6.2
E00096468,23.9,40.8,25.4,9.9
E00096469,26,45.5,24.4,4.1
E00096470,8.2,39.1,42,10.6
E00096472,5.1,36.2,38.4,20.3
E00096474,6.2,29.2,40,24.6
E00096475,4.3,37.9,31,26.7
E00096477,0,38.6,38.6,22.8
E00096478,4.7,35.2,43,17.1
E00096479,6.2,24.1,52.5,17.3
E00096480,3.4,27.5,40.9,28.2
E00096481,12.9,47.7,27.3,12.1
E00096482,7,33.6,43.4,16.1
E00096484,6.3,36.7,40.6,16.4
E00096485,16.1,39.3,37.5,7.1
E00096486,9.1,42.4,36.4,12.1
E00096488,1.3,46.7,34.7,17.3
E00096490,11.6,43,32.2,13.2
E00096491,10.8,41.5,35.4,12.3
E00096492,11.4,38.6,39.8,10.2
E00096493,12.3,28.1,38.6,21.1
E00096494,7.6,57.6,24.2,10.6
E00096495,9.3,38.4,42.4,9.9
E00096497,5.3,35.9,45,13.7
E00096498,7.4,41.2,36.8,14.7
E00096499,8.9,41.1,33.9,16.1
E00096500,13.6,36,37.6,12.8
E00096501,11.6,46.5,31,11
E00096502,15.3,42,37.4,5.3
E00096503,13.2,48.6,30.7,7.5
E00096504,22.1,48.1,24.4,5.3
E00096505,9.5,41.3,38.1,11.1
E00096506,5.7,36.9,33.6,23.8
E00096507,27.1,53.5,16.3,3.1
E00096508,21.6,52,21.6,4.8
E00096509,40.2,41.7,9.8,8.3
E00096510,30.3,44.7,19.7,5.3
E00096511,33.1,44.6,20,2.3
E00096512,39.2,46.2,11.5,3.1
E00096513,50,31.5,15.3,3.2
E00096514,8.6,33.1,41.7,16.5
E00096515,12.4,40.1,32.7,14.9
E00096516,42.9,36.4,18.6,2.1
E00096517,32.3,41.5,24.6,1.5
E00096518,39.7,39.7,13.5,7.1
E00096519,29.2,41.5,22.3,6.9
E00096520,38.3,41.4,15.8,4.5
E00096521,39.1,38.3,16.5,6.1
E00096522,32.2,45.8,19.5,2.5
E00096523,33.6,47.7,15.6,3.1
E00096524,29.3,40.5,19.8,10.3
E00096525,10.1,40.3,37.4,12.2
E00096541,13.3,41.8,34.7,10.2
E00096542,6.6,58.7,26.4,8.3
E00096543,6.7,36.7,36.7,20
E00096544,19.3,40.7,29,11
E00096545,5.6,30.2,39.1,25.1
E00096546,9.2,39.2,37.5,14.2
E00096547,23.1,53,16.4,7.5
E00096548,35.3,43.1,17.6,3.9
E00096549,18.2,39.1,35.5,7.3
E00096550,8.5,48.7,29.9,12.8
E00096551,24.3,50.5,22.3,2.9
E00096552,15.4,55.3,24.4,4.9
E00096553,23.5,48,22.4,6.1
E00096554,17,49.6,25.2,8.1
E00096555,20.4,46.1,20.4,13.2
E00096556,28.8,54.8,12.5,3.8
E00096557,15.4,39,37.4,8.1
E00096558,49.4,39.4,10,1.3
E00096559,9.9,62.4,21.8,5.9
E00096560,35.4,46.9,16.9,0.8
E00096561,13.3,44.4,30,12.2
E00096562,19.8,43.4,30.2,6.6
E00096563,26.3,44.7,25.4,3.5
E00096564,4.2,37.3,37.3,21.1
E00096565,9.5,38.8,32.8,19
E00096566,7.9,41.7,32.3,18.1
E00096567,8.4,39.2,40.6,11.9
