geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00096409,61.3,0.4,38.2
E00096410,54.7,1.5,43.8
E00096411,50.7,2.7,46.6
E00096413,44.8,1.3,53.9
E00096414,52.5,2.7,44.8
E00096415,53.8,1.9,44.4
E00096416,45.5,2.7,51.8
E00096417,39.2,2.6,58.2
E00096418,40.6,2.5,56.9
E00096419,52.6,1.4,46
E00096420,64.8,4.6,30.6
E00096421,59.4,2.3,38.2
E00096422,56.7,4.2,39.1
E00096423,53,1.8,45.2
E00096424,63.8,0,36.2
E00096425,56,1.6,42.4
E00096426,62.6,2.6,34.9
E00096427,56.6,2,41.4
E00096428,45.7,2.9,51.4
E00096429,52,1.4,46.6
E00096430,62.1,1.6,36.3
E00096431,59.4,1.8,38.7
E00096432,49.8,4.7,45.5
E00096433,54.3,0.4,45.3
E00096434,53.4,1.1,45.4
E00096435,58.8,2.5,38.7
E00096436,53.5,1.7,44.8
E00096437,62.5,1.6,35.9
E00096438,57.8,0,42.2
E00096439,57.8,1,41.3
E00096440,58,1,41
E00096441,59.3,0.3,40.3
E00096442,61.4,1,37.6
E00096443,54.9,0.4,44.7
E00096444,59.4,4.3,36.2
E00096446,72.6,1.2,26.2
E00096447,59.9,0.4,39.7
E00096448,54.2,0.4,45.4
E00096449,53,2.5,44.5
E00096450,48.3,2.9,48.8
E00096451,66.8,2.5,30.7
E00096452,59.4,2,38.5
E00096453,51.9,0.3,47.8
E00096454,59.9,5.1,35
E00096455,46.8,0,53.2
E00096456,59.6,1.6,38.8
E00096457,58.6,1,40.4
E00096458,35.4,3.3,61.3
E00096459,50.8,0,49.2
E00096460,49.3,0.6,50.1
E00096461,42.5,2.6,54.9
E00096462,50.2,1.6,48.2
E00096463,49,3.1,47.9
E00096464,56.6,0.4,42.9
E00096465,62.4,3.9,33.7
E00096466,57.6,1.6,40.8
E00096467,51.6,4.2,44.2
E00096468,51.3,2.5,46.2
E00096469,59.1,2.6,38.3
E00096470,60.9,2.4,36.7
E00096472,58.4,0.4,41.3
E00096474,56.9,0.8,42.3
E00096475,51.6,1.8,46.5
E00096477,59.1,0.9,40
E00096478,57.1,1.6,41.2
E00096479,60,1.2,38.8
E00096480,56.9,0.7,42.5
E00096481,39.8,2.2,58
E00096482,59.9,2.1,38
E00096484,52.8,0.8,46.4
E00096485,60,0.9,39.1
E00096486,44.3,1,54.7
E00096488,45.8,3.9,50.3
E00096490,55.4,0,44.6
E00096491,52.7,3.3,44
E00096492,49.1,0,50.9
E00096493,47.1,0.8,52.1
E00096494,54.8,0.9,44.3
E00096495,59,0.3,40.6
E00096497,61.5,1.9,36.5
E00096498,49.8,0.7,49.5
E00096499,60.3,1.7,38
E00096500,61.7,2.1,36.3
E00096501,59.9,2.1,37.9
E00096502,37,0.4,62.6
E00096503,44.3,1.6,54.1
E00096504,59.1,3.9,37.1
E00096505,57.7,0.4,41.9
E00096506,65.5,0.4,34.1
E00096507,53,2.3,44.7
E00096508,48.7,3.4,47.9
E00096509,45.7,2.6,51.7
E00096510,58.9,5.1,36
E00096511,50.9,4.2,44.9
E00096512,47.4,4.3,48.3
E00096513,46.3,9.8,43.9
E00096514,63.4,1.1,35.5
E00096515,64.7,1.6,33.8
E00096516,48.3,4.3,47.4
E00096517,48.6,2.9,48.6
E00096518,46.2,1.2,52.6
E00096519,53.6,2.6,43.8
E00096520,48.3,4.1,47.6
E00096521,49.3,3.4,47.3
E00096522,55.5,4,40.5
E00096523,50.2,0.9,48.8
E00096524,68.9,2.7,28.3
E00096525,59.2,1.9,39
E00096541,49.7,1.7,48.6
E00096542,44.7,3.4,51.9
E00096543,58.6,1.1,40.3
E00096544,51.3,2.6,46.1
E00096545,59.4,1.7,38.9
E00096546,46.9,2.2,50.9
E00096547,58.8,2.6,38.6
E00096548,57.6,4.4,37.9
E00096549,66.1,3.1,30.8
E00096550,34.7,0.9,64.4
E00096551,58.6,0,41.4
E00096552,49.1,0,50.9
E00096553,43.2,2.2,54.6
E00096554,60.4,0.7,38.9
E00096555,69.2,1.3,29.6
E00096556,61.9,1.8,36.3
