geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00005967,50,26.2,13.1,10.7
E00005970,45.6,31.3,14.8,8.2
E00005971,50,36.7,10.9,2.3
E00006009,49.6,39.2,8.8,2.4
E00006010,54.7,32,6.7,6.7
E00006138,24.1,25.6,18.8,31.6
E00006139,11.1,45.2,34.9,8.7
E00006140,32.5,34.2,18.3,15
E00006141,9.2,13.8,60.8,16.2
E00006142,24.8,9.3,46.5,19.4
E00006143,33.1,16.9,16.9,33.1
E00006144,8.3,29.4,18.3,44
E00006145,29.4,17.6,36.8,16.2
E00006146,0.9,0.9,22.5,75.7
E00006147,16.2,26.1,15.3,42.3
E00006148,38.3,17.5,30,14.2
E00006149,12.2,16.3,12.8,58.7
E00006150,3.1,8.5,16.9,71.5
E00006151,5.4,37.2,41.9,15.5
E00006153,29.5,37.2,14.7,18.6
E00006154,27.1,40.3,20.2,12.4
E00006155,14.6,36.9,20.4,28
E00006156,4.8,65.4,14.4,15.4
E00006157,3.4,9.7,13.1,73.8
E00006158,30.2,12.9,41.4,15.5
E00006159,10.9,28.2,40.9,20
E00006160,11.8,45.4,33.6,9.2
E00006161,15.1,10.3,54.8,19.8
E00006162,24.4,13.4,40.2,22
E00006175,19.3,24.4,24.4,31.9
E00006180,16,42.7,16.8,24.4
E00006226,9.7,28.4,38.1,23.9
E00006227,6.8,18.6,47.5,27.1
E00006233,43.1,39.4,9.2,8.3
E00006247,49.1,22.6,22,6.3
E00006248,40.3,33.3,20.1,6.3
E00006249,38.1,29.2,19.9,12.8
E00006251,19.6,18.9,30.8,30.8
E00006252,21.9,41.3,23.9,12.9
E00006253,4.7,44.5,41.4,9.4
E00006254,24,12.5,36.5,26.9
E00006255,16.4,22.1,29.5,32
E00006256,16.1,44.1,25.9,14
E00006257,9.6,45.2,35.7,9.6
E00006258,5.3,26.7,42.7,25.2
E00006259,20.9,37.4,23,18.7
E00006260,4.3,3.5,47.8,44.3
E00006262,16,18.4,25.6,40
E00006263,10.7,14.8,36.1,38.5
E00006264,10.2,31.5,50.9,7.4
E00006265,42.9,31.9,20.2,5
E00006266,4.9,24.3,61.2,9.7
E00006267,4.9,4.9,28.4,61.8
E00006268,8.2,23.9,17.2,50.7
E00006474,2.7,9,36,52.3
E00006475,23.4,39.8,25,11.7
E00006476,3,6,41.4,49.6
E00006477,4.6,13.2,33.8,48.3
E00006478,7.5,32.9,17.1,42.5
E00006479,4.1,28.6,37.4,29.9
E00006480,9,5.2,38.1,47.8
E00006481,2.6,10.3,27.4,59.8
E00006482,2.2,25.9,28.1,43.7
E00006483,0.9,6.2,48.7,44.2
