areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E02000002,60,39.9,0
E02000003,67.5,32.4,0.1
E02000004,85.9,13.9,0.2
E02000005,85.9,14.1,0
E02000007,59.1,40.9,0
E02000008,84.4,15.6,0
E02000009,67.2,32.7,0
E02000010,86.4,13.5,0
E02000011,73.7,26.3,0
E02000012,77.3,22.6,0.1
E02000013,86.3,13.6,0.1
E02000014,89.6,10.4,0.1
E02000015,47,53,0
E02000016,16.9,82.9,0.2
E02000017,73.5,26.4,0.1
E02000018,78.1,21.8,0.1
E02000019,89.1,10.8,0.1
E02000020,60.1,39.8,0.1
E02000021,79.9,20,0.1
E02000022,10.8,88.8,0.4
E02000023,48,51.9,0.1
E02000065,67.9,32,0.1
E02000066,53.2,46.8,0.1
E02000067,52.2,47.8,0.1
E02000068,50.4,49.4,0.2
E02000069,65.1,34.9,0
E02000070,82.2,17.8,0
E02000071,86.5,13.5,0
E02000072,68.2,31.8,0
E02000073,94.5,5.5,0
E02000074,64,36,0
E02000075,89.2,10.7,0.1
E02000077,87.9,12.1,0
E02000078,88.4,11.6,0
E02000079,67.3,32.6,0.1
E02000080,81.2,18.8,0.1
E02000081,77,23,0
E02000082,93.1,6.9,0.1
E02000083,75,24.9,0.1
E02000084,88,12,0
E02000085,87.7,12.3,0
E02000086,90.4,9.6,0
E02000087,79,21,0
E02000088,95.8,4.2,0
E02000089,94.6,5.4,0
E02000090,52,48,0
E02000091,56.8,43.2,0
E02000092,63.1,36.8,0.1
E02000127,74.8,25.2,0
E02000128,78.9,21.1,0
E02000133,78,22,0
E02000134,41.1,58.9,0
E02000136,82.4,17.5,0.1
E02000140,75.8,24.2,0
E02000142,68.2,31.8,0
E02000144,53.5,46.4,0
E02000145,70.1,29.1,0.8
E02000146,68.4,31.6,0
E02000148,84.7,15.2,0.1
E02000149,85,15,0
E02000151,91.8,8.2,0.1
E02000152,70.2,29.8,0
E02000153,98,2,0
E02000154,70.8,29.2,0
E02000155,90.9,9,0.1
E02000157,94.1,5.9,0
E02000158,82,18,0
E02000159,87.9,12.1,0
E02000160,82.2,17.7,0.1
E02000161,93.4,6.6,0
E02000162,80.8,19.2,0
E02000163,91.7,8.3,0
E02000165,89.1,10.9,0.1
E02000313,40.1,59.6,0.3
E02000314,59.7,40.3,0
E02000315,56.9,42.2,0.9
E02000317,37,63,0.1
E02000318,71.9,28.1,0
E02000319,54.1,45.7,0.2
E02000320,67.4,32.5,0
E02000321,42.5,57.5,0
E02000323,31.2,68.7,0.1
E02000324,47.5,52.4,0.1
E02000326,56.2,43.8,0
E02000327,40.8,59.2,0
E02000328,34.9,65,0.1
E02000329,79.1,20.9,0
E02000331,53.6,46.4,0.1
E02000332,69.2,30.7,0.1
E02000333,36,64,0
E02000334,79.6,20.4,0
E02000335,87.7,12.2,0
E02000337,84.4,15.6,0
E02000339,68.5,31.4,0.1
E02000340,48.9,51,0.1
E02000341,59.2,40.8,0
E02000342,61.1,38.8,0
E02000343,69.4,30.6,0
E02000344,79.9,20,0
E02000464,78.8,15.3,6
E02000465,77.6,22.3,0.1
E02000466,75.1,24.7,0.2
E02000467,66,33.9,0.1
E02000468,88.3,11.5,0.2
E02000469,74.9,25,0.1
E02000470,74.1,25.8,0.1
E02000471,96.3,3.7,0.1
E02000472,86.2,13.8,0
E02000473,80.5,19.5,0
E02000474,74.7,25.2,0
E02000475,62.6,37.4,0
E02000476,32.6,67.4,0
E02000477,89.6,10.3,0.1
E02000478,89.2,10.7,0.1
E02000479,63.4,36.5,0.1
E02000480,57.2,42.7,0.1
E02000481,84.7,14.7,0.6
E02000482,91.7,8.3,0
E02000483,59.1,40.9,0
E02000484,89.3,10.6,0.1
E02000485,75.3,24.7,0
E02000486,84,16,0
E02000487,97.6,2.1,0.3
E02000488,93.9,6,0
E02000489,81.4,18.6,0
E02000490,86.6,13,0.4
E02000491,68.8,31.2,0
E02000492,93,6.8,0.2
E02000493,76.4,23.5,0.1
E02000661,32,67.9,0.1
E02000665,48.9,51.1,0
E02000668,58.4,41.5,0.1
E02000675,62.1,37.7,0.2
E02000678,72.7,27.2,0
E02000683,63.3,36.7,0
E02000714,54.5,45.4,0.1
E02000715,54.5,45.3,0.2
E02000716,57.2,42.7,0.1
E02000717,49.5,50.4,0.1
E02000718,41.9,58,0.1
E02000719,42.1,57.8,0.1
E02000720,65.5,34.4,0.1
E02000721,48.5,51.2,0.3
E02000722,42,57.9,0.1
E02000723,73.7,26.2,0.1
E02000724,75.3,24.6,0.1
E02000725,31,68.6,0.4
E02000727,59.6,40.2,0.2
E02000728,75.5,24.5,0
E02000729,56.7,43.2,0.1
E02000730,64.1,35.7,0.2
E02000731,65.2,34.8,0
E02000732,43.2,56.6,0.2
E02000733,45.3,54.6,0.1
E02000734,40.4,59.6,0
E02000735,55.9,44.1,0
E02000736,67.8,32.1,0.1
E02000737,69.1,30.9,0
E02000738,72.6,27.3,0.1
E02000739,57,42.9,0.1
E02000740,46.4,53.6,0
E02000741,72.8,27.1,0.1
E02000742,64.5,35.4,0.1
E02000743,29.6,70.3,0.1
E02000744,48.8,51.2,0.1
E02000745,64.8,35.2,0
E02000746,36.9,63,0.1
E02000747,21.5,78.3,0.1
E02000748,75.2,24.7,0.2
E02000749,49.6,50.3,0.1
E02000751,66.5,33.3,0.2
E02000752,70.3,29.4,0.3
E02000753,81.1,18.4,0.4
E02000754,74.8,25.2,0
E02000755,75,25,0
E02000756,72.4,27.6,0.1
E02000757,46.7,53.2,0
E02000758,78.2,21.8,0
E02000759,59.3,40.5,0.1
E02000760,67.9,32,0.1
E02000762,78.8,21.1,0.1
E02000763,71.2,28.7,0.1
E02000764,45.9,54,0
E02000765,67,30.9,2.1
E02000767,71.9,28.1,0
E02000768,75.8,24.1,0
E02000770,67.1,32.8,0
E02000772,64.8,35.2,0
E02000773,68.4,31.4,0.2
E02000774,69.3,30.7,0
E02000776,59.9,39.9,0.1
E02000777,65.1,34.9,0
E02000779,37.1,62.7,0.2
E02000781,84.3,15.5,0.2
E02000782,49,50.9,0.2
E02000783,73.3,26.7,0
E02000896,63.3,36.6,0.1
E02000897,70.8,29.2,0.1
E02000901,70.3,29.7,0
E02000915,39.1,60.8,0.1
E02000918,44.6,55.3,0.1
E02000921,55.3,44.7,0.1
E02000922,70.9,29,0.1
E02003279,89.8,10.2,0
E02003280,85,15,0
E02003281,83.9,16.1,0
E02003282,74.3,25.7,0
E02003283,80.4,19.6,0
E02003284,77,23,0
E02003285,54.8,45.2,0
E02003286,76.7,23.3,0
E02003287,80.8,19.2,0
E02003288,36.7,63.2,0.1
E02003289,52.6,47.3,0.1
E02003290,39.2,60.8,0.1
E02003291,75.4,23.5,1.1
E02003292,32.4,67.5,0.1
E02003293,23.8,76.2,0.1
E02003294,75.9,24.1,0
E02003295,81.6,18.3,0
E02003296,95.4,4.4,0.2
E02003297,79.7,19.5,0.8
E02003298,92.1,7.8,0.1
E02003299,94.5,4.6,0.8
E02003300,80.1,19.8,0.1
E02003301,78.6,19.4,2
E02003302,67,32.8,0.2
E02003303,85.3,14.7,0.1
E02003304,83.4,16.6,0.1
E02003305,89.5,10.5,0
E02003307,83.2,16.6,0.2
E02003308,85.1,14.9,0
E02003309,82.4,17.6,0.1
E02003311,76,24,0
E02003312,34,66,0
E02003313,73,26.7,0.2
E02003314,74.9,8.6,16.6
E02003315,95.7,4.2,0
E02003316,89.5,10.3,0.2
E02003317,88.1,11.9,0
