areacd,in_full_time_education-001,in_full_time_education-002
E02000002,30.3,69.7
E02000003,24.9,75.1
E02000004,21.5,78.5
E02000005,28.3,71.7
E02000007,29.2,70.8
E02000008,28.3,71.7
E02000009,30.2,69.8
E02000010,27.7,72.3
E02000011,25.4,74.6
E02000012,28.1,71.9
E02000013,28.1,71.9
E02000014,27.1,72.9
E02000015,28.1,71.9
E02000016,30.5,69.5
E02000017,25.6,74.4
E02000018,29,71
E02000019,29,71
E02000020,28.8,71.2
E02000021,30.1,69.9
E02000022,33.1,66.9
E02000023,34.2,65.8
E02000065,31.7,68.3
E02000066,27,73
E02000067,23.5,76.5
E02000068,26.5,73.5
E02000069,20.8,79.2
E02000070,19.6,80.4
E02000071,22.8,77.2
E02000072,27.9,72.1
E02000073,19.3,80.7
E02000074,23.4,76.6
E02000075,17.8,82.2
E02000077,20.4,79.6
E02000078,18.3,81.7
E02000079,18.4,81.6
E02000080,20.1,79.9
E02000081,20,80
E02000082,20.2,79.8
E02000083,21.7,78.3
E02000084,19.4,80.6
E02000085,19.8,80.2
E02000086,18.5,81.5
E02000087,18.1,81.9
E02000088,19.1,80.9
E02000089,20.2,79.8
E02000090,20.2,79.8
E02000091,18.3,81.7
E02000092,21.5,78.5
E02000127,22.1,77.9
E02000128,20.7,79.3
E02000133,19.7,80.3
E02000134,19.4,80.6
E02000136,19.3,80.7
E02000140,23.4,76.6
E02000142,20.8,79.2
E02000144,18.3,81.7
E02000145,23.5,76.5
E02000146,19,81
E02000148,19.6,80.4
E02000149,19.6,80.4
E02000151,18.7,81.3
E02000152,23.1,76.9
E02000153,22.5,77.5
E02000154,17.7,82.3
E02000155,16.3,83.7
E02000157,20.9,79.1
E02000158,21.6,78.4
E02000159,18.3,81.7
E02000160,20.9,79.1
E02000161,20.8,79.2
E02000162,19.8,80.2
E02000163,18.8,81.2
E02000165,19.2,80.8
E02000313,27.9,72.1
E02000314,27.3,72.7
E02000315,30,70
E02000317,26.2,73.8
E02000318,24.7,75.3
E02000319,22.9,77.1
E02000320,24.1,75.9
E02000321,24.6,75.4
E02000323,26.4,73.6
E02000324,24.6,75.4
E02000326,19.9,80.1
E02000327,24.4,75.6
E02000328,18.1,81.9
E02000329,21.4,78.6
E02000331,22.7,77.3
E02000332,21.1,78.9
E02000333,17.7,82.3
E02000334,21.3,78.7
E02000335,19.3,80.7
E02000337,23.3,76.7
E02000339,19.2,80.8
E02000340,17.9,82.1
E02000341,25.6,74.4
E02000342,29.3,70.7
E02000343,21,79
E02000344,19.1,80.9
E02000464,22.3,77.7
E02000465,23.7,76.3
E02000466,20.8,79.2
E02000467,28.3,71.7
E02000468,21.7,78.3
E02000469,23.1,76.9
E02000470,16,84
E02000471,17.4,82.6
E02000472,20,80
E02000473,19.7,80.3
E02000474,21.5,78.5
E02000475,16.8,83.2
E02000476,18.2,81.8
E02000477,17.1,82.9
E02000478,16.6,83.4
E02000479,20.6,79.4
E02000480,23.2,76.8
E02000481,18.8,81.2
E02000482,19.1,80.9
E02000483,16.2,83.8
E02000484,18.3,81.7
E02000485,17.9,82.1
E02000486,15.6,84.4
E02000487,17.3,82.7
E02000488,15.4,84.6
E02000489,20.3,79.7
E02000490,20,80
E02000491,23.7,76.3
E02000492,17.6,82.4
E02000493,23,77
E02000661,17.2,82.8
E02000665,19.8,80.2
E02000668,22.5,77.5
E02000675,20.2,79.8
E02000678,25.3,74.7
E02000683,21,79
E02000714,23.7,76.3
E02000715,32.3,67.7
E02000716,27.8,72.2
E02000717,30.4,69.6
E02000718,33.1,66.9
E02000719,22.8,77.2
E02000720,26.4,73.6
E02000721,28.1,71.9
E02000722,21.5,78.5
E02000723,26.3,73.7
E02000724,29.7,70.3
E02000725,22.5,77.5
E02000727,30,70
E02000728,27.7,72.3
E02000729,23,77
E02000730,26,74
E02000731,28.9,71.1
E02000732,28.4,71.6
E02000733,24.2,75.8
E02000734,23.7,76.3
E02000735,28.1,71.9
E02000736,31.6,68.4
E02000737,29.8,70.2
E02000738,28.1,71.9
E02000739,26.7,73.3
E02000740,23.8,76.2
E02000741,27.5,72.5
E02000742,30,70
E02000743,26.3,73.7
E02000744,26.3,73.7
E02000745,26.1,73.9
E02000746,25.8,74.2
E02000747,20.5,79.5
E02000748,27.7,72.3
E02000749,26.3,73.7
E02000751,19.2,80.8
E02000752,23.1,76.9
E02000753,22.5,77.5
E02000754,19.9,80.1
E02000755,20.2,79.8
E02000756,23.2,76.8
E02000757,18.8,81.2
E02000758,24.6,75.4
E02000759,23,77
E02000760,24.8,75.2
E02000762,22.6,77.4
E02000763,23.8,76.2
E02000764,16.2,83.8
E02000765,24.8,75.2
E02000767,24.9,75.1
E02000768,20.4,79.6
E02000770,25.9,74.1
E02000772,28.1,71.9
E02000773,30.1,69.9
E02000774,26.7,73.3
E02000776,27,73
E02000777,20.3,79.7
E02000779,24.3,75.7
E02000781,28.7,71.3
E02000782,29.5,70.5
E02000783,30.9,69.1
E02000896,17.8,82.2
E02000897,21,79
E02000901,20.2,79.8
E02000915,17.9,82.1
E02000918,20.3,79.7
E02000921,22,78
E02000922,23.7,76.3
E02003279,15.4,84.6
E02003280,18.1,81.9
E02003281,16.1,83.9
E02003282,19.7,80.3
E02003283,20.1,79.9
E02003284,20.2,79.8
E02003285,21.1,78.9
E02003286,18.7,81.3
E02003287,19.8,80.2
E02003288,20.6,79.4
E02003289,16.5,83.5
E02003290,15.4,84.6
E02003291,19,81
E02003292,20.1,79.9
E02003293,18.3,81.7
E02003294,15.2,84.8
E02003295,20.4,79.6
E02003296,17,83
E02003297,20.3,79.7
E02003298,17.4,82.6
E02003299,16.6,83.4
E02003300,19.4,80.6
E02003301,22.3,77.7
E02003302,23.5,76.5
E02003303,22.6,77.4
E02003304,21.6,78.4
E02003305,20.8,79.2
E02003307,22.6,77.4
E02003308,22.1,77.9
E02003309,19,81
E02003311,20.6,79.4
E02003312,24.3,75.7
E02003313,28.3,71.7
E02003314,15.5,84.5
E02003315,17.7,82.3
E02003316,20.7,79.3
E02003317,19.9,80.1
E02003318,16.9,83.1
E02003319,20.6,79.4
E02003320,22.6,77.4
E02003321,22.4,77.6
E02003322,30.3,69.7
E02003323,23.9,76.1
E02003324,23,77
E02003325,24.4,75.6
E02003326,21.8,78.2
E02003327,16.5,83.5
E02003328,22,78
E02003329,23,77
E02003330,20.9,79.1
E02003331,19.3,80.7
E02003332,19.7,80.3
E02003333,22.4,77.6
E02003334,23.9,76.1
E02003335,28.2,71.8
E02003336,16.9,83.1
E02003337,18.5,81.5
E02003338,18.6,81.4
E02003339,19.5,80.5
E02003340,21.3,78.7
E02003341,17.9,82.1
E02003342,19,81
E02003343,16.8,83.2
E02003344,20.4,79.6
E02003345,19.8,80.2
E02003346,18.5,81.5
E02003347,19.3,80.7
E02003348,16.7,83.3
E02003349,18.2,81.8
E02003350,20.8,79.2
E02003351,19.2,80.8
E02003719,18.5,81.5
E02003720,23.9,76.1
E02003721,19.5,80.5
E02003722,22.6,77.4
E02003723,60.9,39.1
E02003724,22.8,77.2
E02003725,65.7,34.3
E02003726,33.5,66.5
E02003727,25,75
E02003728,24,76
E02003729,21.1,78.9
E02003731,32.8,67.2
E02003732,17.5,82.5
E02003733,17.3,82.7
E02003734,18.9,81.1
E02003735,18.7,81.3
E02003736,17.4,82.6
E02003737,18.7,81.3
E02003738,17.7,82.3
E02003739,18,82
E02003740,18.7,81.3
E02003752,16.4,83.6
E02003759,15.2,84.8
E02003775,19.1,80.9
E02003776,18.1,81.9
E02003777,21.6,78.4
E02003778,16.5,83.5
E02003780,20.1,79.9
E02003781,15.3,84.7
E02003784,20.3,79.7
E02003785,18.1,81.9
E02003786,18,82
E02003788,20.3,79.7
E02003789,18.4,81.6
E02003790,17.8,82.2
E02003791,18.9,81.1
E02003792,18.3,81.7
E02004356,20,80
E02004357,22,78
E02004358,18.5,81.5
E02004359,16.9,83.1
E02004361,21.1,78.9
E02004362,21,79
E02004363,14.3,85.7
E02004364,17.2,82.8
E02004365,19.2,80.8
E02004366,15,85
E02004367,14.5,85.5
E02004368,19,81
E02004369,15,85
E02004370,22.5,77.5
E02004371,20,80
E02004372,24,76
E02004373,18.5,81.5
E02004374,16.3,83.7
E02004375,16.6,83.4
E02004376,15,85
E02004377,16.3,83.7
E02004378,13.2,86.8
E02004379,19,81
E02004381,18.3,81.7
E02004382,17.2,82.8
E02004386,16.8,83.2
E02004387,22.9,77.1
E02004388,17.3,82.7
E02004389,12.8,87.2
E02004390,16.1,83.9
E02004391,12.3,87.7
E02004392,17.9,82.1
E02004393,13.6,86.4
E02004394,15,85
E02004395,13.9,86.1
E02004396,13.9,86.1
E02004397,19.2,80.8
E02004398,20.6,79.4
E02004399,13.6,86.4
E02004400,10,90
E02004401,11,89
E02004402,12.8,87.2
E02004403,18.4,81.6
E02004404,17.8,82.2
E02004405,18.6,81.4
E02004406,14.5,85.5
E02004407,18,82
E02004408,17.4,82.6
E02004409,15.5,84.5
E02004410,16.1,83.9
E02004411,17.9,82.1
E02004412,15.9,84.1
E02004413,15.5,84.5
E02004414,18.1,81.9
E02004415,16.8,83.2
E02004416,15.4,84.6
E02004417,15.3,84.7
E02004418,16.1,83.9
E02004419,18,82
E02004420,17.6,82.4
E02004421,15.7,84.3
E02004422,15.8,84.2
E02004423,12.8,87.2
E02004424,19.7,80.3
E02004425,17.9,82.1
E02004426,17.9,82.1
E02004427,17.2,82.8
E02004428,16.2,83.8
E02004429,15.7,84.3
E02004430,19,81
E02004431,18.7,81.3
E02004432,17.2,82.8
E02004433,17.8,82.2
E02004434,18.3,81.7
E02004435,21.8,78.2
E02004436,24.1,75.9
E02004437,18.8,81.2
E02004438,20.8,79.2
E02004439,26.1,73.9
E02004440,21.3,78.7
E02004441,19.3,80.7
E02004442,25,75
E02004443,17.5,82.5
E02004444,17.8,82.2
E02004445,19.7,80.3
E02004446,16.8,83.2
E02004447,14.1,85.9
E02004448,16.5,83.5
E02004449,18.1,81.9
E02004450,14.3,85.7
E02004451,17.2,82.8
E02004452,17.9,82.1
