areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E02000002,93.3,0.2,5.9,0.6
E02000003,90.7,0.1,8.1,1.1
E02000004,91.2,0.1,8.1,0.6
E02000005,91.4,0.1,7.6,0.8
E02000007,91.8,0.1,7.4,0.7
E02000008,92.8,0.1,6.6,0.5
E02000009,91.2,0.1,7.4,1.2
E02000010,92.6,0.1,6.7,0.5
E02000011,91.8,0.1,6.8,1.4
E02000012,93.2,0.1,5.4,1.3
E02000013,92,0.2,7.2,0.7
E02000014,92.7,0.2,6.1,1
E02000015,92.7,0.1,6.4,0.7
E02000016,83.7,0.2,13.9,2.1
E02000017,89.6,0.1,8.5,1.7
E02000018,92,0.2,7,0.8
E02000019,90.9,0.1,8.2,0.9
E02000020,92.1,0.1,6.7,1.1
E02000021,91.4,0.2,7.3,1.2
E02000022,90.4,0.2,8.2,1.2
E02000023,90.8,0.1,8.3,0.7
E02000065,91.2,0.3,7.2,1.3
E02000066,92.7,0.3,6.2,0.8
E02000067,89.6,0.2,9,1.2
E02000068,90.2,0.2,8.5,1.1
E02000069,89.7,0.1,9.4,0.8
E02000070,92.9,0.2,6.3,0.6
E02000071,92.6,0.2,6.9,0.4
E02000072,90.7,0.2,8.4,0.7
E02000073,94.5,0.2,4.9,0.4
E02000074,94.3,0.2,5.2,0.3
E02000075,94,0.3,5.4,0.3
E02000077,92.6,0.2,6.7,0.5
E02000078,92.9,0.2,6.6,0.4
E02000079,88.9,0.2,10.3,0.6
E02000080,93.2,0.2,6,0.5
E02000081,92.3,0.2,7,0.4
E02000082,92.4,0.3,6.9,0.4
E02000083,92.1,0.2,7.1,0.6
E02000084,92.5,0.2,6.9,0.4
E02000085,91.6,0.4,7.7,0.3
E02000086,93.2,0.1,6.6,0.1
E02000087,91.4,0.2,7.7,0.7
E02000088,92.7,0.3,6.6,0.4
E02000089,93.3,0.3,6.1,0.3
E02000090,86.8,0.7,11.9,0.6
E02000091,90.3,0.8,8.6,0.4
E02000092,92.5,0.2,6.8,0.4
E02000127,92.2,0.2,7.1,0.6
E02000128,92.1,0.2,7.1,0.6
E02000133,90.1,0.3,8.8,0.7
E02000134,87.1,0.3,11.4,1.2
E02000136,91.5,0.3,7.7,0.6
E02000140,93.2,0.2,6,0.5
E02000142,90.6,0.3,8.3,0.8
E02000144,86.2,0.3,11.9,1.6
E02000145,93,0.3,6.3,0.5
E02000146,88.8,0.3,9.8,1.1
E02000148,92.2,0.5,6.6,0.7
E02000149,92.1,0.1,7.3,0.5
E02000151,93.5,0.2,6,0.3
E02000152,91.8,0.2,7.3,0.6
E02000153,93.8,0.4,5.5,0.3
E02000154,90.4,0.2,8.4,1
E02000155,91.7,0.2,7.6,0.5
E02000157,92.5,0.3,6.5,0.7
E02000158,92.5,0.3,6.7,0.5
E02000159,92.6,0.2,6.6,0.6
E02000160,92.8,0.3,6.7,0.2
E02000161,92.5,0.3,6.5,0.7
E02000162,91.7,0.1,7.6,0.6
E02000163,92.3,0.1,7.1,0.4
E02000165,93.2,0.1,6.4,0.3
E02000313,93.2,0.4,5.6,0.8
E02000314,88.4,0.2,10.3,1.2
E02000315,92.2,0.2,6.5,1.1
E02000317,89.9,0.2,9,0.9
E02000318,88.3,0.1,9.9,1.7
E02000319,89.8,0.2,8.6,1.5
E02000320,91.3,0.3,7.9,0.5
E02000321,90.5,0.2,7.8,1.5
E02000323,88.3,0.3,9.6,1.7
E02000324,91,0.2,7.8,1
E02000326,88.1,0.3,10.8,0.8
E02000327,87.2,0.3,11.2,1.4
E02000328,87.9,0.4,10.6,1.1
E02000329,92.5,0.1,6.7,0.7
E02000331,90.2,0.2,8.5,1
E02000332,90.9,0.2,7.8,1.1
E02000333,87.8,0.4,10.7,1.1
E02000334,93.1,0.2,5.9,0.8
E02000335,93.1,0.2,6.4,0.4
E02000337,94,0.1,5.3,0.5
E02000339,92.6,0.3,6.5,0.7
E02000340,89.3,0.4,9.2,1.2
E02000341,93.1,0.3,6.1,0.6
E02000342,84.5,1.3,12.2,2
E02000343,92.8,0.3,6.3,0.7
E02000344,92.1,0.1,7.4,0.4
E02000464,92.9,0.1,6.6,0.4
E02000465,92.6,0.2,6.8,0.4
E02000466,93.2,0.2,6.4,0.3
E02000467,92.2,0.2,7.1,0.5
E02000468,92.8,0.1,6.8,0.2
E02000469,91.2,0.1,8.3,0.4
E02000470,91.6,0.1,7.6,0.7
E02000471,92.3,0.1,7.1,0.4
E02000472,92.1,0.1,7.3,0.5
E02000473,92,0.1,7.5,0.5
E02000474,91.2,0.2,7.8,0.8
E02000475,91.2,0.1,7.9,0.7
E02000476,86,0.2,12.2,1.6
E02000477,92.2,0.1,7.4,0.3
E02000478,93.6,0.2,5.9,0.2
E02000479,88.2,0.2,10.7,0.9
E02000480,87.4,0.2,10.8,1.6
E02000481,92.5,0.2,7,0.3
E02000482,93.4,0.2,6.1,0.4
E02000483,90.7,0.2,8.5,0.6
E02000484,92.7,0.1,6.8,0.4
E02000485,91,0.2,8.5,0.3
E02000486,91.8,0.2,7.3,0.6
E02000487,93.5,0.2,6,0.3
E02000488,91.6,0.2,8,0.2
E02000489,92.8,0.3,6.4,0.5
E02000490,92.6,0.1,6.8,0.5
E02000491,88.1,0.1,11.3,0.6
E02000492,93.1,0.2,6.4,0.4
E02000493,91.9,0.1,7.4,0.6
E02000661,85.5,0.6,12.7,1.2
E02000665,88.8,0.4,10,0.8
E02000668,90.1,0.1,9.1,0.7
E02000675,90.1,0.3,8.7,0.9
E02000678,91.5,0.3,7.1,1
E02000683,91.1,0.2,7.8,0.8
E02000714,89.8,0.4,8.3,1.5
E02000715,90.7,0.1,7.4,1.8
E02000716,91.2,0.1,7,1.7
E02000717,89.9,0.1,8.1,1.9
E02000718,92.6,0.1,5.7,1.7
E02000719,85.6,0.3,12.2,1.9
E02000720,91,0.1,7,1.8
E02000721,88.8,0.1,8.9,2.1
E02000722,82.3,0.3,15.5,1.9
E02000723,90.3,0.1,7.2,2.4
E02000724,91.5,0.1,6.9,1.4
E02000725,79,0.6,17.9,2.6
E02000727,89.8,0,7.5,2.6
E02000728,90.1,0.2,7.4,2.3
E02000729,90.7,0.1,7.5,1.8
E02000730,88,0.1,7.9,4
E02000731,89.5,0.1,7.9,2.5
E02000732,88.7,0.1,9.4,1.8
E02000733,88,0.2,10.3,1.5
E02000734,90.4,0.2,7.7,1.6
E02000735,90.3,0.1,7.6,2.1
E02000736,91.5,0.3,6.7,1.5
E02000737,91.6,0.2,6.8,1.4
E02000738,88.7,0.2,9.8,1.3
E02000739,89.5,0.1,8.7,1.8
E02000740,89.8,0.3,8.7,1.2
E02000741,91.2,0.2,6.9,1.7
E02000742,90.2,0.1,7.5,2.2
E02000743,88.9,0.2,9.3,1.6
E02000744,88.5,0.1,9.3,2
E02000745,87.7,0.2,10.4,1.7
E02000746,79.6,1.3,16.9,2.2
E02000747,81.2,0.5,15.7,2.6
E02000748,87.8,0.3,9.3,2.6
E02000749,90.3,0.3,8.2,1.2
E02000751,91.3,0.3,7.9,0.5
E02000752,91.1,0.2,8.1,0.7
E02000753,90.8,0.1,8.3,0.8
E02000754,91.6,0.3,7.2,0.9
E02000755,92.2,0.1,6.8,0.8
E02000756,90.3,0.1,8.3,1.2
E02000757,88.7,0.2,10.1,1
E02000758,93.5,0.2,5.5,0.7
E02000759,90.9,0.3,8,0.8
E02000760,91.8,0.3,7.2,0.7
E02000762,92.6,0.2,6.1,1.1
E02000763,90.6,0.3,7.8,1.3
E02000764,89.2,0.2,9.8,0.8
E02000765,88.5,0.1,9.6,1.7
