areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E02000002,33.7,66.3
E02000003,32.6,67.4
E02000004,27.2,72.8
E02000005,31.9,68.1
E02000007,33.6,66.4
E02000008,33.9,66.1
E02000009,34.7,65.3
E02000010,31.2,68.8
E02000011,30.1,69.9
E02000012,33.8,66.2
E02000013,33.4,66.6
E02000014,30.9,69.1
E02000015,30.7,69.3
E02000016,32,68
E02000017,35.1,64.9
E02000018,32,68
E02000019,32.7,67.3
E02000020,32,68
E02000021,35.1,64.9
E02000022,32.3,67.7
E02000023,33.4,66.6
E02000065,31.5,68.5
E02000066,31.9,68.1
E02000067,25.8,74.2
E02000068,27.3,72.7
E02000069,27,73
E02000070,28.3,71.7
E02000071,29.2,70.8
E02000072,28,72
E02000073,28,72
E02000074,27.8,72.2
E02000075,27.3,72.7
E02000077,26.4,73.6
E02000078,25.7,74.3
E02000079,26.5,73.5
E02000080,27.3,72.7
E02000081,29,71
E02000082,27.7,72.3
E02000083,26.5,73.5
E02000084,27.6,72.4
E02000085,27.2,72.8
E02000086,27.9,72.1
E02000087,26.5,73.5
E02000088,26.4,73.6
E02000089,28.1,71.9
E02000090,25,75
E02000091,27,73
E02000092,31.1,68.9
E02000127,29.7,70.3
E02000128,27.2,72.8
E02000133,25.1,74.9
E02000134,25.7,74.3
E02000136,29,71
E02000140,29,71
E02000142,25.1,74.9
E02000144,22.5,77.5
E02000145,29.2,70.8
E02000146,24.9,75.1
E02000148,27.7,72.3
E02000149,27.8,72.2
E02000151,25.2,74.8
E02000152,28.8,71.2
E02000153,30.1,69.9
E02000154,26.5,73.5
E02000155,27.1,72.9
E02000157,27.9,72.1
E02000158,30.7,69.3
E02000159,31.1,68.9
E02000160,30.6,69.4
E02000161,26.6,73.4
E02000162,30.4,69.6
E02000163,29.5,70.5
E02000165,29.2,70.8
E02000313,31.3,68.7
E02000314,31.1,68.9
E02000315,32.7,67.3
E02000317,31.7,68.3
E02000318,31.4,68.6
E02000319,29.8,70.2
E02000320,27.4,72.6
E02000321,30.1,69.9
E02000323,30.7,69.3
E02000324,31.2,68.8
E02000326,26.1,73.9
E02000327,26.5,73.5
E02000328,22.8,77.2
E02000329,29.6,70.4
E02000331,27.9,72.1
E02000332,27.2,72.8
E02000333,22.3,77.7
E02000334,27.6,72.4
E02000335,27.3,72.7
E02000337,29.8,70.2
E02000339,29.4,70.6
E02000340,26.7,73.3
E02000341,31.5,68.5
E02000342,29.8,70.2
E02000343,27.6,72.4
E02000344,26.5,73.5
E02000464,30.3,69.7
E02000465,29.8,70.2
E02000466,31.1,68.9
E02000467,31.7,68.3
E02000468,31,69
E02000469,30.2,69.8
E02000470,24.6,75.4
E02000471,30.6,69.4
E02000472,28.9,71.1
E02000473,27,73
E02000474,28.5,71.5
E02000475,26.5,73.5
E02000476,25.1,74.9
E02000477,27.3,72.7
E02000478,31.4,68.6
E02000479,27,73
E02000480,27.4,72.6
E02000481,28.9,71.1
E02000482,26.6,73.4
E02000483,27,73
E02000484,28.1,71.9
E02000485,24.9,75.1
E02000486,26.2,73.8
E02000487,29.6,70.4
E02000488,27.1,72.9
E02000489,27.8,72.2
E02000490,27.8,72.2
E02000491,30.5,69.5
E02000492,28.5,71.5
E02000493,28.2,71.8
E02000661,24.7,75.3
E02000665,26.4,73.6
E02000668,27.5,72.5
E02000675,28.1,71.9
E02000678,32,68
E02000683,31.3,68.7
E02000714,31.8,68.2
E02000715,43.3,56.7
E02000716,40.2,59.8
E02000717,43.5,56.5
E02000718,42.1,57.9
E02000719,31.2,68.8
E02000720,38.4,61.6
E02000721,40.3,59.7
E02000722,31.8,68.2
E02000723,37.6,62.4
E02000724,40.2,59.8
E02000725,28.3,71.7
E02000727,40.8,59.2
E02000728,39.2,60.8
E02000729,32.6,67.4
E02000730,37.6,62.4
E02000731,39,61
E02000732,38.5,61.5
E02000733,32.6,67.4
E02000734,32.8,67.2
E02000735,37.8,62.2
E02000736,39.7,60.3
E02000737,36.7,63.3
E02000738,32.5,67.5
E02000739,33.6,66.4
E02000740,34.8,65.2
E02000741,33.3,66.7
E02000742,34.9,65.1
E02000743,31.8,68.2
E02000744,31.6,68.4
E02000745,32.2,67.8
E02000746,29.4,70.6
E02000747,21,79
E02000748,33.1,66.9
E02000749,32.5,67.5
E02000751,27.9,72.1
E02000752,30.3,69.7
E02000753,31.5,68.5
E02000754,26.5,73.5
E02000755,29.6,70.4
E02000756,30.1,69.9
E02000757,24.6,75.4
E02000758,34.7,65.3
E02000759,27.5,72.5
E02000760,32.5,67.5
E02000762,31.7,68.3
E02000763,31.5,68.5
E02000764,25.6,74.4
E02000765,32.2,67.8
E02000767,30.5,69.5
E02000768,25.6,74.4
E02000770,33.2,66.8
E02000772,32.6,67.4
E02000773,34.4,65.6
E02000774,36.9,63.1
E02000776,34.5,65.5
E02000777,27.3,72.7
E02000779,38.3,61.7
E02000781,35.1,64.9
E02000782,36,64
E02000783,40.4,59.6
E02000896,28.6,71.4
E02000897,30,70
E02000901,26.9,73.1
E02000915,26.6,73.4
E02000918,28.9,71.1
E02000921,32.1,67.9
E02000922,29.8,70.2
E02003279,32.4,67.6
E02003280,32.6,67.4
E02003281,32.1,67.9
E02003282,29.5,70.5
E02003283,32.4,67.6
E02003284,31.2,68.8
E02003285,30.8,69.2
E02003286,29.1,70.9
E02003287,34,66
E02003288,31.1,68.9
E02003289,26.9,73.1
E02003290,29.8,70.2
E02003291,31.1,68.9
E02003292,30.7,69.3
E02003293,28.5,71.5
E02003294,33.4,66.6
E02003295,32.3,67.7
E02003296,27.8,72.2
E02003297,29.7,70.3
E02003298,27.7,72.3
E02003299,27.9,72.1
E02003300,27,73
E02003301,26.6,73.4
E02003302,28.7,71.3
E02003303,26.5,73.5
E02003304,29.5,70.5
E02003305,28.1,71.9
E02003307,29.6,70.4
E02003308,27,73
E02003309,26.2,73.8
E02003311,24.6,75.4
E02003312,25.3,74.7
E02003313,27.3,72.7
E02003314,26.8,73.2
E02003315,27.1,72.9
E02003316,25.3,74.7
E02003317,26.7,73.3
E02003318,28.2,71.8
E02003319,28,72
E02003320,23.3,76.7
E02003321,30.1,69.9
E02003322,28.2,71.8
E02003323,27.3,72.7
E02003324,26.9,73.1
E02003325,29,71
E02003326,27,73
E02003327,25.1,74.9
E02003328,26.6,73.4
E02003329,27.3,72.7
E02003330,26.8,73.2
E02003331,29.6,70.4
E02003332,29.4,70.6
E02003333,29.4,70.6
E02003334,29.7,70.3
E02003335,30.9,69.1
E02003336,28,72
E02003337,29.3,70.7
E02003338,27.6,72.4
E02003339,27.7,72.3
E02003340,29,71
E02003341,27.3,72.7
E02003342,29.4,70.6
E02003343,31.4,68.6
E02003344,28.5,71.5
E02003345,27.5,72.5
E02003346,27.2,72.8
E02003347,25,75
E02003348,31.1,68.9
E02003349,28.7,71.3
E02003350,28.3,71.7
E02003351,28.3,71.7
E02003719,27.4,72.6
E02003720,27.4,72.6
E02003721,25.7,74.3
E02003722,27.2,72.8
E02003723,27.2,72.8
E02003724,29.3,70.7
E02003725,33.4,66.6
E02003726,25.8,74.2
E02003727,25,75
E02003728,25.1,74.9
E02003729,26.4,73.6
E02003731,24.2,75.8
E02003732,25.3,74.7
E02003733,29.7,70.3
E02003734,26.6,73.4
E02003735,26.6,73.4
E02003736,30,70
E02003737,26.8,73.2
E02003738,29.9,70.1
E02003739,30.1,69.9
E02003740,31.8,68.2
E02003752,25.2,74.8
E02003759,29.6,70.4
E02003775,30,70
E02003776,29.9,70.1
E02003777,25,75
E02003778,25.4,74.6
E02003780,26.8,73.2
E02003781,25.2,74.8
E02003784,29.1,70.9
E02003785,24.9,75.1
E02003786,25.2,74.8
E02003788,26.2,73.8
E02003789,27.2,72.8
E02003790,30,70
E02003791,28.2,71.8
E02003792,29.9,70.1
E02004356,35,65
E02004357,35.5,64.5
E02004358,36.6,63.4
E02004359,35.2,64.8
E02004361,36.4,63.6
E02004362,34.6,65.4
E02004363,29.5,70.5
E02004364,35.2,64.8
E02004365,32.2,67.8
E02004366,29.3,70.7
E02004367,37.1,62.9
E02004368,31.9,68.1
E02004369,33.8,66.2
E02004370,34.6,65.4
E02004371,34.9,65.1
E02004372,36.5,63.5
E02004373,35.9,64.1
E02004374,37,63
E02004375,35.7,64.3
E02004376,34.4,65.6
E02004377,33.6,66.4
E02004378,35.1,64.9
E02004379,35.9,64.1
E02004381,37.8,62.2
E02004382,37.9,62.1
E02004386,35.9,64.1
E02004387,33.7,66.3
E02004388,32.3,67.7
E02004389,36.1,63.9
E02004390,35.1,64.9
E02004391,35.5,64.5
E02004392,35.7,64.3
E02004393,37.6,62.4
E02004394,35.7,64.3
E02004395,37.8,62.2
E02004396,36.8,63.2
E02004397,36.9,63.1
E02004398,34.3,65.7
E02004399,34.7,65.3
E02004400,37,63
E02004401,35.2,64.8
E02004402,33.9,66.1
E02004403,39.7,60.3
E02004404,33.2,66.8
E02004405,33.9,66.1
E02004406,34.6,65.4
E02004407,35.5,64.5
E02004408,31.9,68.1
E02004409,35.4,64.6
E02004410,35.6,64.4
