areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E02000002,12.7,21,58.4,7.9
E02000003,12.1,20.5,58.7,8.8
E02000004,8.8,18.4,62.7,10.1
E02000005,10.8,21.2,59.5,8.6
E02000007,12.2,21.4,57.7,8.7
E02000008,12.1,21.8,57.9,8.2
E02000009,11.7,23,56.6,8.7
E02000010,9.8,21.4,59.8,8.9
E02000011,11.3,18.9,60.2,9.7
E02000012,12.7,21.1,58.6,7.6
E02000013,11.7,21.7,57.7,8.9
E02000014,10.1,20.7,59.9,9.2
E02000015,9.8,20.8,60.4,8.9
E02000016,11.7,20.3,60,8
E02000017,13.4,21.7,55.3,9.7
E02000018,11,21,58.4,9.6
E02000019,11.2,21.5,59.1,8.3
E02000020,11,21,58.6,9.3
E02000021,11.9,23.2,56.8,8.1
E02000022,11.1,21.2,59,8.7
E02000023,10.8,22.6,59.4,7.2
E02000065,10.7,20.8,59.4,9.1
E02000066,10.9,21,58.9,9.2
E02000067,9.1,16.7,64.8,9.4
E02000068,9,18.4,63.6,9.1
E02000069,8.7,18.3,63.2,9.8
E02000070,9.8,18.4,61.5,10.3
E02000071,10.2,19,61.9,8.9
E02000072,8.8,19.3,63.5,8.4
E02000073,10,17.9,62.6,9.5
E02000074,9.4,18.5,63.4,8.7
E02000075,9.4,17.8,61.8,10.9
E02000077,8.2,18.1,65.6,8.1
E02000078,8.8,16.9,64.5,9.7
E02000079,9.6,16.8,62.9,10.6
E02000080,10,17.3,63.6,9.1
E02000081,10.1,18.9,60.3,10.8
E02000082,10.3,17.4,62.7,9.6
E02000083,9.3,17.3,63.4,10.1
E02000084,10.1,17.5,61.4,11.1
E02000085,9.3,17.9,63.4,9.4
E02000086,10.1,17.8,61.3,10.8
E02000087,10.6,15.8,59.5,14.1
E02000088,9.9,16.5,62.9,10.7
E02000089,10.4,17.7,60.7,11.2
E02000090,10.1,14.9,64,11
E02000091,10.8,16.2,61.2,11.8
E02000092,11.8,19.3,60.3,8.5
E02000127,10.6,19.1,60.2,10.1
E02000128,10.1,17.1,58.4,14.4
E02000133,10.6,14.5,53.2,21.8
E02000134,9.8,15.8,62,12.3
E02000136,10.9,18.1,56.8,14.2
E02000140,10.3,18.7,61.5,9.5
E02000142,9.7,15.4,60.7,14.2
E02000144,8.2,14.3,65.4,12.2
E02000145,10.7,18.4,60.9,9.9
E02000146,8.7,16.2,62.4,12.7
E02000148,11.5,16.2,56.1,16.2
E02000149,9.8,18,61.8,10.4
E02000151,10.1,15.1,58.7,16.2
E02000152,10.8,18,61.2,10
E02000153,10.7,19.4,57.4,12.6
E02000154,10.2,16.3,60,13.5
E02000155,10,17.1,62.9,10
E02000157,11,16.9,59.3,12.8
E02000158,12.3,18.5,58.1,11.2
E02000159,13,18.1,52.8,16.1
E02000160,11.1,19.5,56.7,12.7
E02000161,9.8,16.8,61.6,11.8
E02000162,11.9,18.5,57.6,12
E02000163,11.6,17.8,55.8,14.7
E02000165,10.1,19.2,59.9,10.9
E02000313,10,21.3,59,9.7
E02000314,11.7,19.4,58.7,10.2
E02000315,10.5,22.2,58.2,9.1
E02000317,10.8,20.9,58.4,9.9
E02000318,10.2,21.2,60.1,8.5
E02000319,9.8,20,60.4,9.8
E02000320,9.3,18.1,61.9,10.7
E02000321,10.3,19.9,60.5,9.4
E02000323,10.9,19.8,60.2,9.1
E02000324,10.7,20.5,57.2,11.6
E02000326,9.8,16.4,61.8,12
E02000327,9.6,16.8,60.1,13.4
E02000328,9.1,13.6,58.5,18.8
E02000329,11.2,18.5,60.1,10.2
E02000331,9.8,18.2,61.7,10.3
E02000332,9.8,17.4,61.1,11.7
E02000333,8.5,13.8,58.7,19
E02000334,10.1,17.6,61,11.4
E02000335,9.2,18.1,61,11.7
E02000337,9.7,20.2,60.3,9.9
E02000339,10.9,18.5,56.7,13.9
E02000340,10.1,16.6,60.5,12.9
E02000341,11.5,20,59.1,9.4
E02000342,12,17.8,60.2,9.9
E02000343,9.5,18.1,61.7,10.7
E02000344,9.1,17.4,62,11.5
E02000464,10.5,19.8,59.7,10
E02000465,9.5,20.3,61.2,9
E02000466,10.6,20.5,59.4,9.5
E02000467,10.1,21.5,59.1,9.2
E02000468,10.8,20.2,59.4,9.5
E02000469,11.1,19.1,60,9.7
E02000470,8.3,16.3,63.5,11.9
E02000471,11.5,19,57.5,12
E02000472,10.7,18.2,61.1,10
E02000473,10.2,16.8,61.5,11.6
E02000474,9.6,18.9,62.4,9
E02000475,10,16.5,59.7,13.8
E02000476,8.7,16.4,64.3,10.5
E02000477,9.9,17.4,60.6,12.1
E02000478,13.6,17.9,54,14.6
E02000479,9.2,17.8,63.8,9.2
E02000480,10.3,17.1,64.1,8.5
E02000481,10.9,17.9,60.8,10.3
E02000482,11.2,15.5,59.1,14.3
E02000483,10.2,16.8,62.4,10.7
E02000484,10.8,17.3,61.9,10
E02000485,9.1,15.8,63.4,11.7
E02000486,8.9,17.3,63.6,10.2
E02000487,11.8,17.7,57,13.4
E02000488,9.7,17.4,63.3,9.6
