areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00134233,38.5,61.5
E00134234,40.8,59.2
E00134235,38.8,61.2
E00134236,27.9,72.1
E00134314,30.9,69.1
E00134315,29.4,70.6
E00134316,27.9,72.1
E00134317,35.1,64.9
E00134318,26.3,73.7
E00134319,31.2,68.8
E00134336,24.2,75.8
E00134337,30.1,69.9
E00134338,29.5,70.5
E00134339,36,64
E00134341,37.2,62.8
E00134343,36.3,63.8
E00134344,30.4,69.6
E00134345,24.7,75.3
E00134346,27.6,72.4
E00134347,36.2,63.8
E00134348,33,67
E00134349,29.9,70.1
E00134351,35,65
E00134492,20.9,79.1
E00134493,19.2,80.8
E00134494,32.9,67.1
E00134495,23.4,76.6
E00134497,34.6,65.4
E00134498,32.6,67.4
E00134499,30.1,69.9
E00134500,28.6,71.4
E00134501,20.7,79.3
E00134502,24.5,75.5
E00134503,14.9,85.1
E00134504,24.7,75.3
E00134505,27.3,72.7
E00134506,21.5,78.5
E00134507,19.3,80.7
E00134508,20.8,79.2
E00134509,23.9,76.1
E00134510,21.7,78.3
E00134511,23.1,76.9
E00134512,24,76
E00134513,20.2,79.8
E00134514,16.9,83.1
E00134515,28.7,71.3
E00134516,31.7,68.3
E00134517,18.8,81.2
E00134518,26.4,73.6
E00134519,27.8,72.2
E00134520,27.6,72.4
E00134521,21.1,78.9
E00134522,25,75
E00134523,17.2,82.8
E00134524,24.3,75.7
E00134525,22.6,77.4
E00134526,27.8,72.2
E00134527,29.3,70.7
E00134528,25.5,74.5
E00134529,21.7,78.3
E00134530,26.4,73.6
E00134531,26.1,73.9
E00134533,17,83
E00134534,30.1,69.9
E00134535,24.1,75.9
E00134536,24.1,75.9
E00134537,17.6,82.4
E00134538,29.6,70.4
E00134540,28.5,71.5
E00134541,34.5,65.5
E00134542,23.1,76.9
E00134543,25.5,74.5
E00134544,27.9,72.1
E00134545,28,72
E00134546,29.8,70.2
E00134547,31.6,68.4
E00134548,32.5,67.5
E00134549,23.6,76.4
E00134550,28.7,71.3
E00134551,21.8,78.2
E00134552,21.2,78.8
E00134553,34.3,65.7
E00134554,26.4,73.6
E00134555,25.7,74.3
E00134556,26.5,73.5
E00134557,34.9,65.1
E00134558,29.5,70.5
E00134559,24.3,75.7
E00134560,29.7,70.3
E00134561,27.1,72.9
E00134562,24.2,75.8
E00134563,29.8,70.2
E00134622,27.8,72.2
E00134623,26.4,73.6
E00134624,30.2,69.8
E00134632,33.3,66.7
E00134633,38.2,61.8
E00134634,31.6,68.4
E00134635,32.8,67.2
E00134636,32.1,67.9
E00134637,27,73
E00134638,33.8,66.2
E00136690,35.7,64.3
E00153093,28.2,71.8
E00153094,28.8,71.2
E00153095,30,70
E00153096,32.5,67.5
E00153097,36.2,63.8
E00153098,42.6,57.4
E00153099,37.8,62.2
E00153100,33,67
E00153171,28.6,71.4
E00153172,36.3,63.7
E00153173,32.2,67.8
E00153174,26.4,73.6
E00153247,34.2,65.8
E00153248,35.7,64.3
E00153249,39.5,60.5
E00153250,31.1,68.9
E00153252,35.4,64.6
E00153253,28.6,71.4
E00153254,30.3,69.7
E00153256,32.9,67.1
E00153257,35.3,64.7
E00153258,32.5,67.5
E00153259,27.9,72.1
E00153260,32.4,67.6
E00153398,30.8,69.2
E00153399,40.3,59.7
E00153400,31.5,68.5
E00153401,25,75
E00153402,31.4,68.6
E00153403,33.6,66.4
E00153404,32.8,67.2
E00153405,41,59
E00153406,30.8,69.2
E00153407,32,68
E00153408,34.1,65.9
E00153409,37.9,62.1
E00153410,31,69
E00153411,31.4,68.6
E00153412,35.7,64.3
E00153414,23.9,76.1
E00153416,38.8,61.2
E00153417,29.2,70.8
E00153462,33.3,66.7
E00153463,37.3,62.7
E00153464,34.9,65.1
E00153466,34.6,65.4
E00153467,34.6,65.4
E00153470,29.2,70.8
E00153471,37.7,62.3
E00153472,28.5,71.5
E00153561,33.5,66.5
E00153562,33,67
E00153563,31.8,68.2
E00153564,35.6,64.4
E00153565,27.3,72.7
E00153566,38.2,61.8
E00153567,29.5,70.5
E00153616,41.3,58.7
E00153618,27.4,72.6
E00153619,38.9,61.1
E00153620,26.5,73.5
E00153621,23.1,76.9
E00153622,23.8,76.2
E00153623,29.4,70.6
E00153624,41.2,58.8
E00153628,28.5,71.5
E00153685,28.6,71.4
E00153686,37.1,62.9
E00153687,34,66
E00153688,28.4,71.6
E00153689,29.2,70.8
E00153690,30.8,69.2
E00153691,27.3,72.7
E00153692,25.8,74.2
E00153693,64.3,35.7
E00169875,23.9,76.1
E00169878,26.4,73.6
E00169879,22.2,77.8
E00169880,17.9,82.1
E00169881,25.4,74.6
E00169882,20,80
E00169885,25.2,74.8
E00169886,31.9,68.1
E00169904,34.4,65.6
E00169937,19.3,80.7
E00169955,17.2,82.8
E00183320,38,62
E00183323,28.1,71.9
E00183365,36.6,63.4
E00183413,28.3,71.7
E00187960,23.8,76.2
E00187993,18.5,81.5
E00188004,32.2,67.8
