areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00134233,96.7,1.5,1.5,0.3,0
E00134234,94.4,4.7,0.4,0.2,0.2
E00134235,98.5,0.7,0.4,0,0.4
E00134236,96.6,2.1,1.3,0,0
E00134314,95.7,1.7,2.1,0.4,0
E00134315,96.3,2.8,0,0.6,0.3
E00134316,97.8,2.2,0,0,0
E00134317,94.4,2.8,2.8,0,0
E00134318,94.3,4.6,0.6,0.6,0
E00134319,91.3,6.3,1.4,0.6,0.4
E00134336,87.4,6.3,4.3,1.6,0.4
E00134337,84.5,5.6,3.6,3.2,3.2
E00134338,93.3,5.1,0.3,0.8,0.5
E00134339,92.4,4.4,2,0.8,0.4
E00134341,95.3,4.1,0.7,0,0
E00134343,94.8,3.6,1.6,0,0
E00134344,95.5,4.5,0,0,0
E00134345,93.9,3.2,1.3,0,1.6
E00134346,92.9,4.6,1.4,0,1.1
E00134347,96.5,3.3,0,0.3,0
E00134348,92.5,4.6,1.1,0.7,1.1
E00134349,94.8,4.8,0.4,0,0
E00134351,97.4,2.3,0,0,0.3
E00134492,67.2,14.7,11,4,3
E00134493,68.3,17,10.9,3.2,0.6
E00134494,70.4,16,8,3.8,1.8
E00134495,65.8,20.8,6.5,4.6,2.3
E00134497,72.1,15.3,10.9,1.2,0.6
E00134498,66.5,13.8,13.2,5.5,0.9
E00134499,72.6,17,7.4,2.7,0.3
E00134500,70.4,17.7,8.2,2.2,1.5
E00134501,68.8,14.2,11.5,4.4,1.1
E00134502,80.2,12.1,4.8,1.6,1.2
E00134503,59.1,22,9.8,5.3,3.8
E00134504,70.9,13.8,10.6,3.6,1
E00134505,67.8,17.5,9.1,5.3,0.3
E00134506,85.2,6.7,3.5,1.8,2.8
E00134507,80.5,16.2,2.4,1,0
E00134508,75.3,9.2,10.8,1.4,3.4
E00134509,74.2,13.8,5.1,3,3.9
E00134510,60.6,16.4,9.2,4.8,8.9
E00134511,89.9,7.2,2.5,0.4,0
E00134512,62.5,17.2,10.9,6.9,2.6
E00134513,62.2,15.5,9.1,4.4,8.8
E00134514,56.1,20,11,7.7,5.2
E00134515,85.8,10.4,1.9,1.5,0.4
E00134516,80.4,11,5.5,2.7,0.3
E00134517,67.7,13,9.7,6,3.7
E00134518,84.8,12.1,0.7,2.4,0
E00134519,84.1,12,2,1.7,0.3
E00134520,79.6,8,5,6.5,1
E00134521,68.5,12.2,10.2,7.4,1.7
E00134522,76.8,9.8,9.8,2.7,1
E00134523,80.1,11.5,5.7,1.5,1.1
E00134524,75.8,11.3,6.3,5.7,0.9
E00134525,80.2,10.1,3,4.9,1.8
E00134526,85.6,7.9,3.8,0.9,1.8
E00134527,91.7,7.2,0.4,0,0.8
E00134528,73.2,15.4,8,3,0.3
E00134529,73.4,13.7,7.4,3.1,2.3
E00134530,76.8,15.4,3.9,3.9,0
