areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00134233,11.4,20.8,40.3,27.5
E00134234,6.6,15.2,32,46.2
E00134235,6.1,14,37.7,42.1
E00134236,2.8,22.4,35.5,39.3
E00134314,15.3,18,29.7,36.9
E00134315,0.8,11.3,60.5,27.4
E00134316,2.3,13.3,49.2,35.2
E00134317,6.5,46.3,30.6,16.7
E00134318,3.3,29.3,41.3,26
E00134319,4,9,44,43
E00134336,3.6,20,48.2,28.2
E00134337,0,3.3,16.3,80.4
E00134338,1.3,24.2,46.5,28
E00134339,1.8,28.1,36.8,33.3
E00134341,4.6,19.1,41.2,35.1
E00134343,1.1,36.8,46,16.1
E00134344,4.4,27.8,29.1,38.6
E00134345,10.3,49.4,28.8,11.5
E00134346,4.9,18.3,42.1,34.8
E00134347,0.7,24.3,50.7,24.3
E00134348,1.1,16.9,57.1,24.9
E00134349,27.4,36.3,28.3,8
E00134351,2.5,18.3,51.7,27.5
E00134492,32.5,41.3,16.3,10
E00134493,12.1,8.1,66.9,12.9
E00134494,0.7,47.2,43.1,9
E00134495,18.3,9.5,64.3,7.9
E00134497,11.7,5.4,68.5,14.4
E00134498,9.9,21.6,58.6,9.9
E00134499,0.8,22,63.8,13.4
E00134500,17.5,3.6,69.3,9.5
E00134501,0,4.4,88.1,7.4
E00134502,29.2,10,51.7,9.2
E00134503,45,33.6,15,6.4
E00134504,3.1,7.6,72.5,16.8
E00134505,12.2,2.4,84.6,0.8
E00134506,2.3,32.3,46.6,18.8
E00134507,36,21.6,36,6.3
E00134508,19.1,11.5,51.9,17.6
E00134509,27,34.9,23,15.1
E00134510,6.8,56.1,28.8,8.3
E00134511,0,17.8,59.8,22.4
E00134512,19.3,41,29.8,9.9
E00134513,21.9,31.8,34.4,11.9
E00134514,50.6,34.9,10.2,4.2
E00134515,20.3,36.6,35.8,7.3
E00134516,5.3,28.6,57.9,8.3
E00134517,26.1,21.7,32.6,19.6
E00134518,2.7,11.7,71.2,14.4
E00134519,1.6,18.9,56.7,22.8
E00134520,39.4,14.9,31.9,13.8
E00134521,19,33.7,34.8,12.5
E00134522,16.2,26.9,36.2,20.8
E00134523,15.7,28.3,35.4,20.5
E00134524,3.1,35.7,43.4,17.8
E00134525,0,12,42.1,45.9
E00134526,0.8,11.3,58.6,29.3
E00134527,0,20,53.3,26.7
