areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00134233,98.8,0.9,0.3
E00134234,99.3,0.7,0
E00134235,99.6,0.4,0
E00134236,99.1,0.9,0
E00134314,97.8,0.9,1.3
E00134315,99.7,0.3,0
E00134316,100,0,0
E00134317,95.9,4.1,0
E00134318,98,1.8,0.3
E00134319,97.3,1.6,1
E00134336,89.8,9.8,0.4
E00134337,98.4,1.6,0
E00134338,99.2,0.8,0
E00134339,99.2,0.8,0
E00134341,98.6,1.4,0
E00134343,100,0,0
E00134344,98.8,1.2,0
E00134345,99,0.3,0.7
E00134346,96,3.1,0.8
E00134347,98,2,0
E00134348,98.2,1.6,0.2
E00134349,98.8,0.4,0.8
E00134351,99.7,0.3,0
E00134492,74.9,18.8,6.3
E00134493,75.1,16.8,8.1
E00134494,76.9,18.3,4.8
E00134495,71.3,19.1,9.6
E00134497,77.6,17.8,4.5
E00134498,70.1,22.6,7.3
E00134499,77.1,16.9,6
E00134500,76.5,16.4,7.2
E00134501,73.6,16.6,9.9
E00134502,82.6,9.1,8.3
E00134503,63.7,25,11.3
E00134504,75.5,16.8,7.7
E00134505,73,19.5,7.5
E00134506,90.1,8.1,1.8
E00134507,84.3,11.3,4.4
E00134508,78.4,16.2,5.4
E00134509,80.4,13.5,6.1
E00134510,71.9,17.8,10.3
E00134511,93.6,4.7,1.7
E00134512,71.6,22.5,6
E00134513,65.1,23.3,11.6
E00134514,64.8,26.5,8.7
E00134515,90.7,6.5,2.8
E00134516,86,9.1,4.9
E00134517,75.6,16.5,7.9
E00134518,87,10.5,2.5
E00134519,88.6,8.8,2.7
E00134520,82.7,9.2,8.2
E00134521,73.8,20.4,5.9
E00134522,80.1,15.9,4
E00134523,88.3,8.9,2.7
E00134524,81.2,15.5,3.3
E00134525,86.9,8.7,4.4
E00134526,90.5,7.1,2.5
E00134527,98.9,1.1,0
E00134528,80.8,14.1,5.2
E00134529,79.8,15.5,4.8
E00134530,82.5,14.9,2.5
E00134531,86.3,12.9,0.8
E00134533,82.1,15,2.8
E00134534,90.1,6.4,3.5
E00134535,87.8,9.4,2.7
E00134536,93,6.1,1
E00134537,72.3,18.1,9.6
E00134538,78.1,13.9,8
E00134540,87.9,9.3,2.8
E00134541,88.2,10,1.8
E00134542,75.9,17.5,6.6
E00134543,84.8,13.4,1.8
E00134544,87,10.7,2.2
E00134545,81.7,14.2,4.1
E00134546,78,18.3,3.8
E00134547,77.2,16,6.7
E00134548,85.5,13.2,1.2
E00134549,70.9,22,7
E00134550,71.4,20.5,8.1
E00134551,80.5,15.5,4.1
E00134552,78.2,12.9,8.9
E00134553,86.3,9.4,4.3
E00134554,70.3,22,7.7
E00134555,79.8,16,4.2
E00134556,95.1,3,2
E00134557,85.8,11.6,2.6
E00134558,77.7,16.4,5.9
E00134559,74,15.9,10.1
E00134560,98.7,1.3,0
E00134561,77.2,18,4.7
E00134562,76.2,19,4.8
E00134563,85.8,10.1,4.2
E00134622,98.7,1.3,0
E00134623,92.9,6.2,0.9
E00134624,98.3,1.7,0
E00134632,99.6,0,0.4
E00134633,100,0,0
E00134634,100,0,0
E00134635,97.6,1.6,0.8
E00134636,98.2,1.5,0.3
E00134637,99.7,0.3,0
E00134638,99.3,0.7,0
E00136690,99.4,0.6,0
E00153093,99.8,0.2,0
E00153094,100,0,0
E00153095,99.8,0.2,0
E00153096,98.5,1.5,0
E00153097,100,0,0
E00153098,98.4,0.8,0.8
E00153099,99.5,0.5,0
E00153100,99.7,0.3,0
E00153171,98.8,1.2,0
E00153172,99,1,0
E00153173,99.1,0.7,0.2
E00153174,99,0.7,0.3
E00153247,99.2,0.8,0
E00153248,96.3,1.2,2.5
E00153249,98.7,1.3,0
E00153250,98.7,1.3,0
E00153252,99.3,0.7,0
E00153253,97.1,1.7,1.2
E00153254,97.3,2.1,0.7
E00153256,99.5,0.5,0
E00153257,99.3,0.7,0
E00153258,98.5,1.5,0
E00153259,99.6,0.4,0
E00153260,99,1,0
E00153398,100,0,0
E00153399,100,0,0
E00153400,98.2,1.8,0
E00153401,99.6,0,0.4
E00153402,97.5,2.5,0
E00153403,99.4,0.6,0
E00153404,97.8,1.5,0.7
E00153405,99.3,0.7,0
E00153406,99.1,0.9,0
E00153407,99.4,0.6,0
E00153408,98.9,1.1,0
E00153409,98.6,1.4,0
E00153410,100,0,0
E00153411,99.7,0.3,0
E00153412,98.4,1.6,0
E00153414,99.1,0.9,0
E00153416,98.3,1.3,0.4
E00153417,98.4,1.2,0.4
E00153462,99,1,0
E00153463,98.9,0.4,0.7
E00153464,98.4,1.6,0
E00153466,99.7,0.3,0
E00153467,99.4,0.3,0.3
E00153470,97.8,2.2,0
E00153471,98.7,0.6,0.6
E00153472,99.1,0.9,0
E00153561,99.7,0.3,0
E00153562,99.7,0.3,0
E00153563,99.4,0.6,0
E00153564,99.2,0.8,0
E00153565,99,1,0
E00153566,97.1,2.9,0
E00153567,98.6,1.4,0
E00153616,98.1,1.9,0
E00153618,99.6,0,0.4
E00153619,99.7,0.3,0
E00153620,98.3,1.7,0
E00153621,91.8,7,1.2
E00153622,98.1,1.9,0
E00153623,96.4,3.6,0
E00153624,99.1,0.9,0
E00153628,96.6,3.2,0.2
E00153685,99,1,0
E00153686,99.6,0.4,0
E00153687,100,0,0
E00153688,97.3,2.1,0.6
E00153689,98.3,1.7,0
E00153690,98.1,1.9,0
E00153691,98.7,1,0.3
E00153692,100,0,0
E00153693,99.4,0.6,0
E00169875,90.8,6.4,2.8
E00169878,89.2,9.7,1
E00169879,87.2,10.3,2.5
E00169880,80.7,14.9,4.5
E00169881,71.3,21.1,7.6
E00169882,72.1,21.8,6.1
E00169885,81.5,14.6,3.9
E00169886,79.3,15.4,5.2
E00169904,100,0,0
E00169937,95.3,3.7,0.9
E00169955,97.5,2.5,0
E00183320,99.4,0,0.6
E00183323,95.8,3.3,0.8
E00183365,99.4,0.6,0
E00183413,97.7,2.3,0
E00187960,82.6,14.9,2.5
E00187993,77.2,16.6,6.2
E00188004,97.6,1.2,1.2
