areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00146986,60.6,39.4
E00146987,41.1,58.9
E00146989,53.4,46.6
E00146990,53.4,46.6
E00147000,59.4,40.6
E00147001,54.3,45.7
E00147002,59.4,40.6
E00147008,39.4,60.6
E00147009,76.1,23.9
E00147012,42.9,57.1
E00147013,34.2,65.8
E00147014,41.9,58.1
E00147015,32.5,67.5
E00147016,45,55
E00147022,53.7,46.3
E00147040,50.7,49.3
E00147041,60.7,39.3
E00147042,60.2,39.8
E00147043,61.2,38.8
E00147176,43.3,56.7
E00147177,58.1,41.9
E00147178,54.6,45.4
E00147179,58.3,41.7
E00147180,31.2,68.8
E00147181,45.1,54.9
E00147182,42.6,57.4
E00147183,49.2,50.8
E00147184,52.7,47.3
E00147185,50.2,49.8
E00147186,29.3,70.7
E00147187,56.5,43.5
E00147188,49.6,50.4
E00147189,38.6,61.4
E00147190,49.2,50.8
E00147191,29.4,70.6
E00147192,53.4,46.6
E00147193,37.4,62.6
E00147194,44.4,55.6
E00147195,35.2,64.8
E00147196,48.6,51.4
E00147197,44.1,55.9
E00147198,42.6,57.4
E00147199,50.4,49.6
E00147200,34.6,65.4
E00147201,39.5,60.5
E00147202,62,38
E00147203,31,69
E00147204,21.9,78.1
E00147205,14.9,85.1
E00147206,21.1,78.9
E00147207,39.8,60.2
E00147208,47,53
E00147209,44.2,55.8
E00147211,40.5,59.5
E00147212,25,75
E00147213,45.3,54.7
E00147214,41.1,58.9
E00147215,36.9,63.1
E00147216,30.2,69.8
E00147217,30.4,69.6
E00147218,21.3,78.7
E00147219,32.4,67.6
E00147220,25.6,74.4
E00147221,44.6,55.4
E00147222,37.1,62.9
E00147223,32.6,67.4
E00147224,47.1,52.9
E00147225,55.7,44.3
E00147226,59.4,40.6
E00147227,38.3,61.7
E00147228,57.3,42.7
E00147229,32.3,67.7
E00147230,59.6,40.4
E00147231,32.5,67.5
E00147232,66,34
E00147233,63.6,36.4
E00147234,52.8,47.2
E00147235,64.1,35.9
E00147236,52.7,47.3
E00147237,64.1,35.9
E00147238,53.7,46.3
E00147239,55.3,44.7
E00147240,52.7,47.3
E00147241,57.2,42.8
E00147242,45.5,54.5
E00147243,58.7,41.3
E00147244,55.2,44.8
E00147245,66.7,33.3
E00147246,61.7,38.3
E00147248,63.3,36.7
E00147249,51,49
E00147250,58.8,41.2
E00147251,61.3,38.7
E00147252,60.4,39.6
E00147253,25.2,74.8
E00147254,37.9,62.1
E00147255,33,67
E00147256,61.4,38.6
E00147257,54.5,45.5
E00147258,58,42
E00147259,66.5,33.5
E00147260,52.9,47.1
E00147261,51.6,48.4
E00147262,48.2,51.8
E00147263,52.4,47.6
E00147273,68.3,31.7
E00147274,53.9,46.1
E00147275,46,54
E00147276,51.3,48.7
E00147277,57.9,42.1
E00147278,63,37
E00147279,63.2,36.8
E00147280,57.6,42.4
E00147281,55.6,44.4
E00147282,52.4,47.6
E00147284,40.8,59.2
E00147293,59.2,40.8
E00147295,52,48
E00147296,60.7,39.3
E00147298,50,50
E00147299,54.1,45.9
E00147300,53.7,46.3
E00147301,51.2,48.8
E00147377,60.2,39.8
E00147418,55.3,44.7
E00147441,52.2,47.8
E00147442,54.4,45.6
E00147443,42.5,57.5
E00147444,58.2,41.8
E00147445,58.8,41.2
E00147446,59.3,40.7
E00147483,60,40
E00147518,52.1,47.9
E00147519,67.4,32.6
E00147520,48.6,51.4
E00147521,50.5,49.5
E00147522,47.2,52.8
E00147523,55.4,44.6
E00147524,62.6,37.4
E00147525,61.9,38.1
E00147527,61.1,38.9
E00147550,47.8,52.2
E00147551,47.3,52.7
E00147552,50.2,49.8
E00147553,59,41
E00147554,49.3,50.7
E00147555,20,80
E00147556,56.6,43.4
E00147557,56.4,43.6
E00147558,51,49
E00147559,59.1,40.9
E00147560,63.1,36.9
E00147561,56.6,43.4
E00147562,27.7,72.3
E00147563,52.8,47.2
E00147564,55.6,44.4
E00147565,65.9,34.1
E00147566,63.9,36.1
E00147567,64.9,35.1
E00147568,59.7,40.3
E00147569,67.1,32.9
E00147570,54,46
E00147571,39.2,60.8
E00147572,48.6,51.4
E00147573,65.3,34.7
E00147574,46,54
E00147575,60.8,39.2
E00147638,41.4,58.6
E00147639,41.9,58.1
E00147640,35.6,64.4
E00147641,35.2,64.8
E00147642,42.7,57.3
E00147643,52.1,47.9
E00147644,51.1,48.9
E00147645,42.2,57.8
E00147646,57.4,42.6
