areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00146986,88,9.7,2.3
E00146987,81.7,12.9,5.4
E00146989,89,9.2,1.8
E00146990,83.8,13.2,3.1
E00147000,83.7,13,3.3
E00147001,83.2,12,4.8
E00147002,80.5,13,6.5
E00147008,78.4,15.9,5.7
E00147009,72.2,22.8,5
E00147012,71,22.4,6.7
E00147013,68.5,18.7,12.8
E00147014,80.4,12.5,7.1
E00147015,73.5,17.9,8.7
E00147016,76,18.7,5.3
E00147022,76.9,16.3,6.8
E00147040,88.2,9.2,2.6
E00147041,83.3,11.8,4.9
E00147042,84.6,10.9,4.5
E00147043,83.2,12.8,4
E00147176,75.4,15,9.6
E00147177,86,10.5,3.5
E00147178,85.2,11.7,3.2
E00147179,84.9,12.8,2.3
E00147180,83.4,13.8,2.8
E00147181,74.2,18.8,7
E00147182,87.4,10.5,2.1
E00147183,81.7,14.6,3.7
E00147184,77.9,17.4,4.7
E00147185,79.2,16.9,3.8
E00147186,60.8,22.8,16.4
E00147187,75.4,16.4,8.2
E00147188,71.8,23.7,4.5
E00147189,77.8,14.4,7.8
E00147190,76.4,17.3,6.3
E00147191,74,17.6,8.4
E00147192,68.5,21.1,10.4
E00147193,79,13.3,7.8
E00147194,80.9,12.7,6.4
E00147195,81.3,14.1,4.6
E00147196,83.9,13.9,2.1
E00147197,88,8.8,3.2
E00147198,66.4,15.7,17.9
E00147199,82.9,13.6,3.5
E00147200,85.2,10.1,4.7
E00147201,80.1,13,6.9
E00147202,85.1,12.4,2.6
E00147203,83.4,11.6,5
E00147204,81.6,12.4,6
E00147205,67.4,20.2,12.4
E00147206,60.4,27.5,12.1
E00147207,85.3,11.7,3
E00147208,87.8,7.6,4.7
E00147209,85.7,10.2,4.1
E00147211,83.5,13.7,2.8
E00147212,82.4,11.1,6.6
E00147213,82.2,14.4,3.4
E00147214,83.8,10.1,6.1
E00147215,64.3,22.9,12.9
E00147216,84.5,9.7,5.8
E00147217,78.8,13.7,7.5
E00147218,69.2,21.6,9.2
E00147219,81.7,13.7,4.6
E00147220,78.3,14.6,7.1
E00147221,88.6,10,1.4
E00147222,73.6,19.4,6.9
E00147223,64.5,27.9,7.6
E00147224,77.8,13.7,8.5
E00147225,75.4,18.9,5.6
E00147226,84.6,10.9,4.5
E00147227,76.9,15.2,7.9
E00147228,83.9,13.2,2.9
E00147229,72.8,17.8,9.5
E00147230,85.6,11.4,3
E00147231,79.8,14.7,5.5
E00147232,87.3,9.6,3.1
E00147233,81.5,15.4,3.1
E00147234,77.1,15.7,7.2
E00147235,80.4,15.5,4
E00147236,80.5,14,5.6
E00147237,86.8,10,3.2
E00147238,84.6,12.1,3.3
E00147239,84.5,13.5,2
E00147240,79.7,14.1,6.2
E00147241,80.1,14.7,5.2
E00147242,72.8,18.1,9.1
E00147243,80.5,12.8,6.7
E00147244,76.8,17.7,5.5
E00147245,83,13.8,3.3
E00147246,81.2,14.7,4.1
E00147248,79.2,16,4.8
E00147249,83.8,11.5,4.7
E00147250,73.5,19.5,7
E00147251,75.3,19.4,5.2
E00147252,80.9,16,3.1
E00147253,81.8,14.1,4.1
E00147254,84.7,12.5,2.8
E00147255,85.1,12.7,2.3
E00147256,84.3,12.1,3.6
E00147257,84.1,10,6
E00147258,85.6,12.4,2
E00147259,84.7,11.5,3.8
E00147260,81.8,11.9,6.3
E00147261,79.5,15.6,4.9
E00147262,85.7,9.2,5.1
