areacd,heating_type_3a-001,heating_type_3a-002
E00146986,0.6,99.4
E00146987,1.4,98.6
E00146989,1.6,98.4
E00146990,0.6,99.4
E00147000,0.5,99.5
E00147001,2.1,97.9
E00147002,1.9,98.1
E00147008,0.7,99.3
E00147009,0,100
E00147012,0,100
E00147013,0.9,99.1
E00147014,1.7,98.3
E00147015,1.8,98.2
E00147016,0,100
E00147022,6.9,93.1
E00147040,1.9,98.1
E00147041,1.6,98.4
E00147042,1.9,98.1
E00147043,4.1,95.9
E00147176,1.9,98.1
E00147177,0.9,99.1
E00147178,0.8,99.2
E00147179,3.6,96.4
E00147180,0,100
E00147181,4,96
E00147182,0.4,99.6
E00147183,2.9,97.1
E00147184,0,100
E00147185,0.5,99.5
E00147186,0,100
E00147187,0,100
E00147188,0,100
E00147189,2.4,97.6
E00147190,0,100
E00147191,0.8,99.2
E00147192,2.3,97.7
E00147193,1.7,98.3
E00147194,0.9,99.1
E00147195,0,100
E00147196,1.4,98.6
E00147197,0,100
E00147198,3.1,96.9
E00147199,0.6,99.4
E00147200,0.7,99.3
E00147201,0.4,99.6
E00147202,1.3,98.7
E00147203,4.1,95.9
E00147204,3.9,96.1
E00147205,2.4,97.6
E00147206,1.7,98.3
E00147207,0,100
E00147208,0,100
E00147209,1.4,98.6
E00147211,0.9,99.1
E00147212,1.6,98.4
E00147213,0,100
E00147214,0.8,99.2
E00147215,0.9,99.1
E00147216,1.2,98.8
E00147217,3.3,96.7
E00147218,2.3,97.7
E00147219,4.3,95.7
E00147220,4,96
E00147221,1.3,98.7
E00147222,0,100
E00147223,0,100
E00147224,0.8,99.2
E00147225,0,100
E00147226,0,100
E00147227,0,100
E00147228,1.4,98.6
E00147229,2,98
E00147230,2.1,97.9
E00147231,0,100
E00147232,0.7,99.3
E00147233,1.4,98.6
E00147234,0,100
E00147235,1.5,98.5
E00147236,2,98
E00147237,0.5,99.5
E00147238,1.4,98.6
E00147239,5,95
E00147240,0,100
E00147241,0.9,99.1
E00147242,0.9,99.1
E00147243,0.8,99.2
E00147244,0.7,99.3
E00147245,0.8,99.2
E00147246,0.8,99.2
E00147248,0,100
E00147249,1.5,98.5
E00147250,1.6,98.4
E00147251,0,100
E00147252,0.6,99.4
E00147253,3.2,96.8
E00147254,3.9,96.1
E00147255,1.8,98.2
E00147256,0,100
E00147257,0.6,99.4
E00147258,0,100
E00147259,1.6,98.4
E00147260,0.7,99.3
E00147261,1.4,98.6
E00147262,1.8,98.2
E00147263,0.5,99.5
E00147273,2.9,97.1
E00147274,0.9,99.1
E00147275,2.9,97.1
E00147276,0.8,99.2
E00147277,1.1,98.9
E00147278,3.1,96.9
E00147279,4.2,95.8
E00147280,4.1,95.9
E00147281,2.3,97.7
E00147282,0,100
E00147284,0.5,99.5
E00147293,0,100
E00147295,0,100
E00147296,0,100
E00147298,1.6,98.4
E00147299,1.6,98.4
E00147300,1.8,98.2
E00147301,0,100
E00147377,1.2,98.8
E00147418,2.4,97.6
E00147441,1.3,98.7
E00147442,0,100
E00147443,4.1,95.9
E00147444,1,99
E00147445,0.8,99.2
E00147446,1.3,98.7
E00147483,1.9,98.1
E00147518,0.7,99.3
E00147519,1.6,98.4
E00147520,3.5,96.5
E00147521,3.1,96.9
E00147522,2.4,97.6
E00147523,0.9,99.1
E00147524,4.7,95.3
E00147525,0.8,99.2
E00147527,2.1,97.9
E00147550,1.2,98.8
E00147551,2.2,97.8
E00147552,0,100
E00147553,0,100
E00147554,0.5,99.5
E00147555,0,100
E00147556,0,100
E00147557,1.8,98.2
E00147558,0,100
E00147559,0.8,99.2
E00147560,1.4,98.6
E00147561,0,100
E00147562,2.7,97.3
E00147563,1.5,98.5
E00147564,0.6,99.4
E00147565,1.5,98.5
E00147566,1.1,98.9
E00147567,0.8,99.2
E00147568,2.4,97.6
E00147569,4.5,95.5
E00147570,1.3,98.7
E00147571,1.3,98.7
E00147572,0.8,99.2
E00147573,2.6,97.4
E00147574,0.6,99.4
E00147575,1.2,98.8
E00147638,1.4,98.6
E00147639,3,97
E00147640,3.7,96.3
E00147641,0,100
E00147642,0,100
E00147643,2.8,97.2
E00147644,1.1,98.9
E00147645,2.1,97.9
E00147646,1.6,98.4
E00147647,3.3,96.7
E00147648,5.8,94.2
E00147667,4.8,95.2
E00147668,2.5,97.5
E00147669,2.9,97.1
E00147681,2.2,97.8
E00147685,3,97
E00147773,3.6,96.4
E00147774,2.2,97.8
E00147775,1.4,98.6
E00147776,2.2,97.8
E00147777,3.8,96.2
E00147778,2.4,97.6
E00174568,0,100
E00174569,0.4,99.6
E00187159,0,100
E00187193,0,100
E00187209,1.8,98.2
E00187226,0.5,99.5
E00187231,0,100
E00187237,0,100
E00187274,0.9,99.1
E00187282,0,100
E00187309,0,100
W00001915,0,100
W00002273,3.4,96.6
W00002274,3.7,96.3
W00002275,3,97
W00002280,0.7,99.3
W00002281,2.7,97.3
W00002282,1.3,98.7
W00002283,1.9,98.1
W00002306,1.7,98.3
W00002307,1.7,98.3
W00002308,2.5,97.5
W00002309,1.4,98.6
W00002310,1.9,98.1
W00002313,1.1,98.9
W00002314,5.2,94.8
W00002315,1.5,98.5
W00002316,3.1,96.9
W00002317,2.8,97.2
W00002339,3,97
W00002340,1,99
W00002341,0,100
W00002342,1.4,98.6
W00002343,0,100
W00002348,2.4,97.6
W00002349,1.2,98.8
W00002350,3.1,96.9
W00002351,0.6,99.4
W00002365,1.9,98.1
W00002366,0,100
W00002367,2,98
W00002368,0.7,99.3
W00002369,3.5,96.5
W00002370,0,100
W00002371,0,100
W00002372,3.1,96.9
W00002384,1.7,98.3
W00002385,0.7,99.3
W00002386,1.7,98.3
W00002388,1.2,98.8
W00002389,0.7,99.3
W00002412,3.4,96.6
W00002414,0,100
W00002415,3.5,96.5
W00002416,4.2,95.8
W00002436,3,97
W00002437,1.6,98.4
W00002438,1.2,98.8
W00002439,2.3,97.7
W00002440,1.9,98.1
W00002441,1.4,98.6
W00002442,0.7,99.3
W00002443,2.4,97.6
W00002444,0.9,99.1
W00002445,0.6,99.4
W00002446,0.8,99.2
W00002452,3,97
W00002453,3,97
W00002454,2.3,97.7
W00002455,5.3,94.7
W00002456,1.2,98.8
W00002457,4.3,95.7
W00002458,3.3,96.7
W00002459,2,98
W00002461,5.4,94.6
W00002463,2,98
W00002489,3.3,96.7
W00002490,2.8,97.2
W00002491,5.1,94.9
W00002492,3.8,96.2
W00002493,0,100
W00002494,4.7,95.3
W00002495,2.4,97.6
W00002496,2.5,97.5
W00002497,0.8,99.2
W00002498,4.8,95.2
W00002499,0.9,99.1
W00002500,3.5,96.5
W00002501,3.6,96.4
W00002502,0,100
W00002503,4.1,95.9
W00002504,3.6,96.4
W00002531,1.6,98.4
W00002532,6.2,93.8
W00002533,1.4,98.6
W00002534,1.3,98.7
W00002536,4.9,95.1
W00002537,1.2,98.8
W00002545,0.8,99.2
W00002546,1.6,98.4
W00002547,0,100
W00002548,2.2,97.8
W00002549,0.8,99.2
W00002550,0.9,99.1
W00002551,0,100
W00002552,1.9,98.1
W00002553,1.7,98.3
W00002554,0,100
W00002555,0.7,99.3
W00002556,6.3,93.7
W00002557,1.8,98.2
W00002558,0.9,99.1
W00002560,0,100
W00002562,0,100
W00002563,2.3,97.7
W00002564,0,100
W00002565,0,100
W00002566,0,100
