areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00014980,84.8,10.5,4.7
E00014981,84.9,12.2,2.9
E00014982,83.9,11.4,4.7
E00014983,89,8.4,2.6
E00014984,88,10.2,1.8
E00014985,79.7,15.6,4.8
E00014986,82.9,15.6,1.6
E00014987,87.8,11.9,0.3
E00014988,88.6,10.2,1.3
E00014989,86.5,10.8,2.7
E00014990,84.1,11.2,4.7
E00014993,86.2,11.6,2.3
E00014994,86.5,11.6,1.9
E00014995,83.3,13.7,3
E00014996,84.1,10.5,5.4
E00014997,82.7,12.6,4.7
E00014998,88.8,7.9,3.3
E00014999,77.6,11.3,11
E00015000,86.1,8.9,5
E00015001,85.5,10.3,4.2
E00015002,89.1,7.9,2.9
E00015003,81.8,15.2,3
E00015004,91.8,5.7,2.5
E00015005,89.8,6.8,3.4
E00015006,81.4,15.3,3.3
E00015007,88.5,8.9,2.6
E00015008,68.5,22.8,8.7
E00015009,87.3,10.4,2.3
E00015010,87.3,9.8,2.9
E00015011,82.8,10.3,6.9
E00015012,89,8.8,2.1
E00015013,84.9,12.6,2.5
E00015014,88.8,8.3,2.9
E00015015,86.7,10.9,2.4
E00015016,84.5,9.9,5.6
E00015017,87.3,10,2.7
E00015018,88.2,7.9,3.8
E00015019,70,20.5,9.5
E00015020,90.3,7.9,1.8
E00015021,89,9.4,1.7
E00015022,83.7,12.9,3.4
E00015024,86.2,9.3,4.5
E00015026,84.8,11.5,3.7
E00015027,85.3,11.3,3.4
E00015029,83.7,12.1,4.2
E00015031,80.3,16.1,3.6
E00015032,78.2,16,5.8
E00015033,82.2,13.5,4.3
E00015034,83.4,15,1.6
E00017009,88.4,8.5,3.1
E00017010,85.1,11.5,3.4
E00017011,85.1,9.8,5.1
E00017012,87.6,9.3,3
E00017013,85.1,10.8,4.1
E00017014,86.7,11.4,1.9
E00017015,86.3,10.4,3.3
E00017033,87.6,9.4,3
E00017034,89.5,7.6,2.9
E00017035,83.4,12.5,4.1
E00017295,87.7,8.4,3.9
E00017296,86.9,11.5,1.6
E00017297,86.7,10.7,2.6
E00017298,87,10,2.9
E00017299,84.9,13.1,2
E00017300,82.9,10.8,6.3
E00017301,86.2,11.6,2.2
E00017302,85.1,11.7,3.2
E00017303,84.7,11,4.3
E00017304,87.3,9.5,3.2
E00017305,90.4,8.4,1.2
E00017306,88.4,9.7,1.9
E00017307,86.8,10.8,2.4
E00017308,83.8,11.2,5
E00017309,86.7,12.6,0.7
E00017310,87.4,9,3.6
E00017311,83.8,11.8,4.4
E00017312,90.3,6.5,3.1
E00017313,82.1,14.7,3.1
E00017314,91,5.6,3.4
E00017315,89.8,8,2.2
E00017316,89.5,7.2,3.3
E00017317,76.5,20.1,3.4
E00017318,78.9,14.4,6.7
E00017319,88.3,9.4,2.3
E00017320,86.3,11,2.7
E00017321,83.2,11.9,4.9
E00017340,87.1,9.9,2.9
E00017383,87.1,9.3,3.6
E00017384,78,15,6.9
E00017385,83.2,12.4,4.4
E00017386,85.8,11.2,3
E00017387,76.6,17,6.4
E00017388,82.5,12.7,4.7
E00017389,86.8,6.5,6.8
E00017390,82.8,11,6.2
E00017391,80.3,14.6,5.1
E00017392,77.3,16.1,6.6
E00017398,81.2,14.2,4.6
E00017399,86.3,9.6,4.1
E00017400,84.9,9.6,5.6
E00017401,82.3,12.2,5.4
E00017405,78.4,17.7,3.9
E00017407,83.9,13.5,2.5
E00017408,85.5,9.7,4.8
E00017409,82.2,10.1,7.7
E00017410,84.2,11.1,4.7
E00017412,85.2,8.2,6.6
E00017447,82.3,14.1,3.5
E00017448,85.6,9.8,4.6
E00017449,83.1,11,5.9
E00017450,82.2,12.8,5
E00017452,84.5,11.7,3.9
E00017453,87.7,9.9,2.3
E00017454,85.5,9.7,4.8
E00017455,84.7,11.7,3.6
E00017456,83.9,11.8,4.3
E00017457,83.7,13,3.4
E00017458,85.2,10.9,3.8
E00017459,83.6,12.4,4
E00017460,81.8,13.2,5
E00017461,79.9,13.6,6.5
E00017462,82.6,13.3,4.2
E00017463,82.4,13,4.6
E00017464,82.4,14.2,3.4
E00017465,83.6,11.9,4.4
E00017466,83.5,11.3,5.2
E00017467,82,13.2,4.7
E00017468,82.7,11.2,6.1
E00017469,80.7,11,8.3
E00017470,81,13,5.9
E00017471,86.8,9.8,3.4
E00017472,71,21.9,7.1
E00017473,88.4,8.7,2.9
E00017474,85,10.8,4.3
E00017475,84.6,11.5,3.9
E00017476,85.5,10.5,4
E00017477,87.6,9.8,2.6
E00017542,88.9,9,2.1
E00017549,82.3,14.9,2.8
E00017551,88.3,8.7,3
E00017552,83.6,12.6,3.8
E00017553,85.7,11,3.3
E00017554,82.2,13.4,4.4
E00017555,81.4,14.4,4.2
E00017556,85.5,10.7,3.9
E00017557,85,10.9,4.1
E00017558,90.5,8.5,0.9
E00017559,84.8,10.5,4.7
E00017560,89.3,8.5,2.2
E00017561,88.6,8.6,2.8
E00017562,87.5,10.7,1.9
E00017563,91.4,6.2,2.4
E00017564,87.7,9.5,2.8
E00017565,83.1,12.1,4.8
E00017566,90.3,7.8,1.9
E00020596,78.7,11.6,9.7
E00020598,90.4,8,1.6
E00020599,89.9,7.1,2.9
E00020600,85.7,10.3,4
E00020601,68.6,21.6,9.8
E00020602,90.9,8.4,0.7
E00020603,88.3,8.3,3.4
E00020604,90.5,8.9,0.6
E00020605,90.1,8.5,1.4
E00020606,89.8,7.4,2.8
E00020607,89.1,9.4,1.5
E00020608,90.2,7.6,2.2
E00020609,82.7,12.5,4.7
E00020610,87.6,10.5,1.8
E00020611,95.6,4.1,0.3
E00020612,89.6,7.9,2.5
E00020613,91.5,5.6,2.8
E00020614,81.5,13.1,5.4
E00020615,73.5,16.4,10.1
E00020616,89.2,8,2.8
E00020617,78.9,12.6,8.4
E00020618,88.2,9.8,2
E00020619,88.7,9.5,1.8
E00020620,82.9,12.3,4.8
E00020621,84.6,11.3,4.1
E00020622,85.1,12.1,2.8
E00020623,87,9.2,3.8
E00020625,88.1,7.4,4.4
E00020630,84.7,9.5,5.8
E00020634,88.5,8.1,3.4
E00020636,83.9,12.1,3.9
E00020639,84,11.4,4.6
E00020640,91.9,6.8,1.4
E00020641,85.9,9.7,4.5
E00020642,84.7,9.5,5.9
E00020645,91.1,8.1,0.8
E00020647,89.6,8.2,2.2
E00020652,89.1,9.1,1.8
E00020658,89.3,7.9,2.8
E00020661,82.2,11.1,6.7
E00020683,89.8,6.3,3.9
E00020688,86.2,10.7,3
E00020692,87.3,9.4,3.3
E00020693,82.2,13.9,3.9
E00020694,87.6,10.5,1.9
E00020695,86.1,8.7,5.2
E00020696,90.2,8.3,1.5
E00020697,83.3,10.2,6.5
E00020699,90.2,5.8,4
E00020700,85.1,9.9,5
E00020708,84.3,11.5,4.3
E00020709,89,8.8,2.2
E00020710,88,8.8,3.2
E00020711,90.3,7.6,2.1
E00020712,83.4,14.4,2.1
E00020713,89.7,7.4,2.8
E00020714,86.5,10.3,3.2
E00020715,86.8,9.7,3.5
E00020716,86.7,11.4,2
E00020718,78.5,15.5,6
E00020719,65.4,21.1,13.4
E00020720,90.5,6.9,2.6
E00020721,92.5,6.9,0.6
E00020722,78.9,18,3.1
E00020723,84.5,12.9,2.6
E00020724,86.1,10,3.9
E00020725,84.3,12.1,3.6
E00020726,85.8,9.7,4.5
E00020727,90.6,6.6,2.8
E00020728,78.9,15,6.1
E00020729,86.5,9.2,4.3
E00020730,84.8,12,3.2
E00020731,86.1,10.3,3.7
E00020732,86.3,11.8,1.9
E00020733,76.8,18.2,5
E00020734,88.3,9.1,2.6
E00020735,86.8,12,1.3
E00020736,87.8,9.4,2.8
E00020737,85.9,10.1,4
E00020738,89,8.7,2.3
E00020739,86.7,10.9,2.4
E00020740,88.1,9.2,2.7
E00020741,83.9,12.5,3.7
E00020742,81.5,13.3,5.2
E00020743,88.4,8.9,2.7
E00020744,83.5,11.3,5.2
E00020745,88.1,9,2.9
E00020746,86.9,10.3,2.8
E00020747,89,8.6,2.3
E00020748,90.4,8.4,1.2
E00020749,91.4,6.7,1.9
E00020750,87.5,9.3,3.2
E00020751,88.6,9.2,2.2
E00020752,83.4,11,5.5
E00020753,83.3,9.4,7.3
E00020755,82.1,12.7,5.2
E00020756,78.5,14.9,6.6
E00020758,78.8,14.4,6.8
E00020759,78.3,14.6,7.1
E00020760,91,9,0
E00020761,86,10,4
E00020765,81.4,11.4,7.2
E00020766,82.1,12.7,5.1
E00020768,76,17.8,6.2
E00020769,82.8,12.8,4.4
E00020771,83.7,12,4.4
E00020772,79.8,12.8,7.3
E00020773,83.1,12.8,4.1
E00020774,77.8,15.6,6.5
E00020775,78.7,14,7.4
E00020776,81.1,15.1,3.8
E00020778,78.8,15.2,6.1
E00020779,82.1,9.6,8.3
E00020780,78.4,13.4,8.1
E00020781,84.7,10.7,4.7
E00020782,79.9,13.3,6.8
E00020783,84.9,9.9,5.2
E00020784,81.9,12.6,5.4
E00020785,84.3,10.9,4.9
E00020786,84.9,12.6,2.5
E00020787,89,9,2
E00020788,88.9,7.7,3.5
E00020789,88.2,7.5,4.3
E00020790,88.4,9,2.6
E00020791,87.9,8.7,3.4
E00020792,84.7,11.8,3.5
E00020793,88.1,8.4,3.5
E00020794,86.2,11.1,2.7
E00020795,83.7,12.7,3.7
E00020796,90.8,7,2.2
E00020797,84.9,11.8,3.3
E00020798,82.6,12.5,4.9
E00020799,84.1,11.8,4.1
E00020800,86.2,9.6,4.2
E00020801,84.9,10.8,4.3
E00020802,75.5,18.4,6.1
E00020803,85.7,10.9,3.4
E00020804,85.8,12.4,1.8
E00020805,87.5,9.7,2.7
E00020806,84,12.7,3.3
E00020807,88.7,9.3,2
E00020808,85.2,11.7,3.1
E00020809,81.5,13.3,5.2
E00020810,82.7,13.6,3.7
E00020811,87,9.9,3.1
E00020812,87,10.2,2.8
E00020813,90.5,7.8,1.7
E00020814,89.1,8.3,2.7
E00020815,87.4,10.7,1.9
E00020816,88.8,7.7,3.5
E00020817,89.6,8,2.4
E00020818,82.2,12.3,5.4
E00020819,84.5,11.4,4.1
E00020820,90.2,8.5,1.3
E00020821,77.8,17.2,5
E00020822,88.2,8.9,2.9
E00020823,85.6,10.7,3.7
E00020824,87.6,10.4,2
E00020825,88,9.8,2.2
E00020826,87.1,9.8,3.1
E00020828,90.7,7.1,2.2
E00020830,87.2,9.1,3.7
E00020831,68.4,17.2,14.4
E00020832,87.6,9.7,2.7
E00020833,86.2,11,2.8
E00020834,77.5,15,7.5
E00020835,83.3,12.5,4.2
E00020836,85.3,11.1,3.7
E00020837,78.4,14.7,7
E00020838,85.6,10,4.3
E00020839,74.5,22.1,3.5
E00020840,81.2,11.4,7.5
E00020841,78.2,15.2,6.6
E00020842,87.9,9.3,2.8
E00020844,86.8,9.8,3.4
E00020845,83.1,11.8,5.1
E00020846,88.1,8.4,3.5
E00020847,83,11.8,5.2
E00020848,90.7,7.7,1.6
E00020849,90.3,8,1.7
E00020850,80.5,13.3,6.1
E00020851,85.6,9.6,4.8
E00020852,91.1,7.7,1.2
E00020853,86.9,10.3,2.8
E00020854,89.7,8.4,2
E00020855,84.2,11.4,4.5
E00020856,89.8,7.4,2.7
E00020857,91.1,7.2,1.7
E00020858,86,11,3
E00020859,87.5,10,2.5
E00020860,87.9,10.8,1.3
E00020861,88.1,8.9,3
E00020862,77.8,14.6,7.6
E00020863,84.3,11.2,4.5
E00020864,76.9,16,7.2
E00020865,85.3,11.6,3.1
E00020866,87,9.2,3.7
E00020867,88.7,7.6,3.7
E00020868,85.6,11.2,3.2
E00020869,89,8.7,2.3
E00020870,87.9,8,4.2
E00020871,85.8,11,3.3
E00020872,81.8,13.2,4.9
E00020873,89.6,7.4,3
E00020874,86.7,10.2,3.1
E00020875,76.9,12.2,10.8
E00020876,82.7,12.8,4.5
E00020877,88.5,8.1,3.4
E00020878,77.2,14.6,8.2
E00020879,87.4,9.6,3
E00020880,83.3,15,1.8
E00020881,87.2,9.8,3.1
E00020882,84.3,11.9,3.7
E00020883,88.6,8.1,3.3
E00020884,86,10.1,3.8
E00020885,86.2,11.6,2.2
E00020886,84.7,10.9,4.4
E00020887,87.7,10.8,1.5
E00020888,84.3,12.9,2.8
E00020889,87.7,9.6,2.7
E00020890,86.8,11.3,1.9
E00020891,63.1,29.3,7.6
E00020892,90.4,6.7,2.8
E00020893,86.3,8,5.7
E00020894,90.6,9.4,0
E00020895,86.5,9.1,4.4
E00020896,72.2,21.1,6.7
E00020897,89.5,8.9,1.6
E00020898,87.2,7.9,4.9
E00020899,92.3,6.8,0.9
E00020900,86.5,10.9,2.6
E00020901,85.9,9,5.1
E00020902,85.1,10.4,4.5
E00020903,86.5,9.3,4.2
E00020904,82.4,13.1,4.5
E00020905,87.5,10,2.5
E00020906,82.2,14.1,3.6
E00020907,87.4,8.4,4.2
E00020908,80.4,12.4,7.2
E00020909,86.6,10.8,2.6
E00020910,87.2,10.4,2.4
E00020911,85.2,12.5,2.3
E00020912,78.9,14.1,7
E00020913,87.5,10.2,2.3
E00020914,91.6,6.3,2.1
E00020915,90.1,6.8,3.2
E00020916,91,6.4,2.7
E00020917,82.9,13.5,3.6
E00020918,86.6,10.4,3
E00020919,87.4,9.2,3.4
E00020920,85.9,12.1,2
E00020921,87.3,10.9,1.8
E00020922,88.8,9,2.2
E00020923,88.6,6.7,4.7
E00020924,86.8,8.8,4.4
E00020925,77.5,8.1,14.3
E00020926,79.8,11.6,8.6
E00020927,81.4,11.1,7.4
E00020928,89,8.4,2.6
E00020929,89.3,8.4,2.3
E00020930,86.9,9.2,3.9
E00020931,86.5,11.9,1.6
E00020932,87.4,9.5,3
E00020933,83,15.1,2
E00020934,89.5,8.4,2
E00020935,86.7,11.1,2.2
E00020936,84.5,12.4,3.1
E00020937,80.2,14.8,4.9
E00020938,90,8.7,1.2
E00020939,87.5,9.7,2.7
E00020940,92.9,5.6,1.5
E00020941,86.1,10,3.9
E00020942,84.8,12.5,2.7
E00020943,81.2,15.7,3.1
E00020944,85,10.3,4.7
E00020945,83,12.1,4.9
E00020946,81.4,14.3,4.3
E00020947,87.1,8.9,4
E00020948,87.7,7.9,4.3
E00020949,87.5,9.1,3.3
E00020950,89.5,7.5,3
E00020951,90.4,7.5,2.1
E00020952,90.6,7.2,2.2
E00020953,85.4,8.3,6.3
E00020954,84,11.8,4.2
E00020955,87.4,9.2,3.4
E00020956,82.2,12,5.8
E00020957,87.8,10.1,2.1
E00020958,85.9,10.2,3.9
E00020959,84.7,10.6,4.7
E00020960,88.8,7.6,3.6
E00020961,87.9,9.2,2.8
E00020962,86.8,9.8,3.5
E00020963,91.2,8.8,0
E00020964,92,6.6,1.4
E00020965,90.4,6.7,2.9
