areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00014980,89.8,0,10.2,0
E00014981,85.5,0.5,12.1,1.9
E00014982,92.9,0,7.1,0
E00014983,93.5,0.3,5.6,0.6
E00014984,96.1,0.3,3.6,0
E00014985,86.9,0.6,10.2,2.2
E00014986,91.1,0.4,7.4,1.2
E00014987,98.3,0.3,1.4,0
E00014988,90.7,0,7.7,1.6
E00014989,93,0,6.7,0.3
E00014990,90.3,1.6,5.5,2.6
E00014993,93.7,0.5,5.8,0
E00014994,87.8,0.6,11.4,0.3
E00014995,92.7,0.3,7,0
E00014996,90.1,0,9.3,0.6
E00014997,91.3,0.5,7.9,0.2
E00014998,88.3,0.5,10.3,0.9
E00014999,93.5,0.6,5.2,0.6
E00015000,96.4,0,3.6,0
E00015001,95.7,0.3,3.4,0.6
E00015002,83.4,0,13,3.6
E00015003,93.7,0.3,4.2,1.8
E00015004,91.1,0.6,8.1,0.3
E00015005,89.7,0.3,8.2,1.9
E00015006,96.1,0.3,3.6,0
E00015007,89.6,0.6,8.9,0.9
E00015008,87.7,0.7,11,0.7
E00015009,92.7,0.3,6.7,0.3
E00015010,87.7,0,9.9,2.3
E00015011,86.5,0.4,12,1.2
E00015012,92.2,0.3,7.2,0.3
E00015013,94.1,0.7,4.8,0.5
E00015014,94.1,0,5.4,0.5
E00015015,95,0,4.4,0.6
E00015016,92.8,0.5,5.2,1.6
E00015017,90.3,0.3,7.6,1.7
E00015018,96.4,0.6,2.7,0.3
E00015019,88.2,0.5,10.9,0.5
E00015020,89.4,1.3,8.5,0.8
E00015021,88.6,1.1,7.2,3.1
E00015022,91.4,0.3,7.9,0.3
E00015024,92.9,0,6.8,0.4
E00015026,88.1,0.9,8.4,2.6
E00015027,90.5,0,9.5,0
E00015029,90.5,0,6.6,3
E00015031,91.4,0,8.3,0.3
E00015032,89.1,0.3,9.9,0.6
E00015033,97.4,0.3,2,0.3
E00015034,94.8,0,2.3,2.9
E00017009,91.7,0,8.3,0
E00017010,86.4,0.7,11.2,1.7
E00017011,91.1,0,7.6,1.4
E00017012,94.6,0.3,4.9,0.3
E00017013,93.7,0.3,6,0
E00017014,90.1,0,9.1,0.8
E00017015,92.5,0.5,6,1
E00017033,88.2,0.3,6.8,4.7
E00017034,90.5,1.1,8.5,0
E00017035,93.5,0,6.5,0
E00017295,93.2,0,5.7,1.1
E00017296,94.9,0,5.1,0
E00017297,94.3,0.5,5,0.2
E00017298,89,0.6,9.6,0.9
E00017299,95.4,0.3,4.3,0
E00017300,88.4,0,10.6,1
E00017301,93.7,0,5.6,0.6
E00017302,93.2,0,5.4,1.4
E00017303,88.4,0,11.6,0
E00017304,92.5,0.2,6.3,1.1
E00017305,88.6,0,11.1,0.3
E00017306,93.3,0,6.4,0.3
E00017307,95.8,0.3,3.9,0
E00017308,95.3,0,4.5,0.3
E00017309,93.7,0,4.6,1.8
E00017310,90.9,0.7,8.4,0
E00017311,92.7,0,6.7,0.6
E00017312,92.8,0,6.1,1.2
E00017313,92.4,0,7.3,0.3
E00017314,89.7,1.3,7.7,1.3
E00017315,92.6,0,6.7,0.7
E00017316,89.9,0.3,7.6,2.3
E00017317,87.8,0,11.6,0.6
E00017318,91,0.4,7.8,0.7
E00017319,93.8,0.3,5.6,0.3
E00017320,90.2,1,8.3,0.5
E00017321,95.8,0,4.2,0
E00017340,81.1,0,13.2,5.7
E00017383,95.5,0.3,3.9,0.3
E00017384,90.7,0.6,7.3,1.5
E00017385,94.1,0,5.2,0.7
E00017386,94.5,0,5.2,0.3
E00017387,95,0.4,3.9,0.8
E00017388,95,0.7,4.3,0
E00017389,94.9,0,4.2,0.9
E00017390,92.6,0.3,6.9,0.3
E00017391,93.3,0.3,6,0.5
E00017392,91.3,0,7.7,1
E00017398,84.2,0.3,15.6,0
E00017399,88.7,0,8.7,2.6
E00017400,94.7,0.6,4.7,0
E00017401,86.6,0,12.8,0.7
E00017405,93.8,0.5,5.7,0
E00017407,90,0.6,8.6,0.9
E00017408,95,0,4.7,0.3
E00017409,95.4,0,4.6,0
E00017410,88.1,0,8.3,3.5
E00017412,93,0,5.7,1.3
E00017447,93.4,0.5,4.9,1.1
E00017448,95.4,0,4.2,0.4
E00017449,93.7,0,5.4,0.9
E00017450,91,0.3,8.1,0.6
E00017452,90.7,0.2,8.3,0.7
E00017453,85.4,0.3,13.7,0.6
E00017454,95.9,0.3,3.2,0.5
E00017455,93.4,0.2,4.9,1.5
E00017456,93.9,0.5,4.6,1
E00017457,94.6,0,4.7,0.6
E00017458,92.7,0,7.3,0
E00017459,94,0.3,4.6,1.1
E00017460,91.7,0.6,7.8,0
E00017461,90.6,0.2,8.5,0.7
E00017462,93.1,0.2,5.7,1
E00017463,93.7,0,5.6,0.6
E00017464,95,0,4.5,0.5
E00017465,93.3,0,6.1,0.6
E00017466,94.4,0,4.8,0.8
E00017467,93.4,0.3,5.4,0.9
E00017468,97.8,0,2.2,0
E00017469,92.6,0,6.4,1
E00017470,92.5,0,7.5,0
E00017471,93.5,0.3,4.7,1.5
E00017472,95,0,3.6,1.4
E00017473,87,0,9.4,3.6
E00017474,93.7,0,6.1,0.3
E00017475,89.7,0.3,8.3,1.7
E00017476,92.5,0,6.3,1.2
E00017477,87.7,0,11.5,0.8
E00017542,90.4,1.5,6.4,1.7
E00017549,90,0,8,2
E00017551,88.6,0.3,8.4,2.7
E00017552,87.1,0,10,2.9
E00017553,93,0,6.7,0.3
E00017554,94,0,4.4,1.7
E00017555,94,0,3.7,2.3
E00017556,94.6,0.2,5.1,0
E00017557,93,0.6,6.4,0
E00017558,90.7,0,9.3,0
E00017559,89.9,0.6,8.2,1.3
E00017560,94.4,0,5.3,0.3
E00017561,97.2,0,2.5,0.3
E00017562,91.8,0.8,6.3,1.1
E00017563,91.2,0,6.1,2.8
E00017564,86.5,0.3,11.5,1.7
E00017565,90.6,0,7.8,1.6
E00017566,93.9,0.8,5,0.3
E00020596,91.5,1,7.3,0.2
E00020598,92,0,8,0
E00020599,84.8,0,13.4,1.7
E00020600,91.5,0,6.8,1.7
E00020601,87.1,0,9.7,3.2
E00020602,86.4,0,12.8,0.7
E00020603,88.9,0.4,10.3,0.4
E00020604,89,0.3,9.8,0.9
E00020605,90,0,9.6,0.5
E00020606,79.2,0.3,18.2,2.2
E00020607,79.1,0,17.5,3.4
E00020608,94,0,5.7,0.4
E00020609,95.9,1,2.7,0.3
E00020610,88.6,0,11.4,0
E00020611,85.6,0,12.5,1.9
E00020612,90.3,0.5,9.2,0
E00020613,91.1,0,8.9,0
E00020614,92.2,0.3,7.1,0.3
E00020615,89.8,0,9.1,1.1
E00020616,90.3,1.3,7.9,0.6
E00020617,93.8,0.6,5.4,0.3
E00020618,87.1,0.3,12.2,0.3
E00020619,86.4,0,13.1,0.5
E00020620,91.4,0,7.9,0.7
E00020621,93.1,0,6.3,0.6
E00020622,94.1,0.3,5.3,0.3
E00020623,87.8,0,12.2,0
E00020625,91.5,0.4,7,1.1
E00020630,90.2,0.2,9.1,0.5
E00020634,92.1,0.3,6.5,1.1
E00020636,90.5,0,8.4,1.1
E00020639,88.8,0,11.2,0
E00020640,90.2,0,8.8,1
E00020641,89.7,0.7,8.5,1.1
E00020642,90.3,0,7.9,1.9
E00020645,90.6,0,7.7,1.7
E00020647,93.4,0,6.2,0.4
E00020652,88.8,0.9,10,0.3
E00020658,92.2,0.5,6.9,0.5
E00020661,90.7,0.3,9,0
E00020683,93.9,0.8,5.3,0
E00020688,94.5,0,5.5,0
E00020692,93.6,0,4.7,1.7
E00020693,94.5,0.6,4.6,0.3
E00020694,82.2,0.3,15.8,1.6
E00020695,93.9,0.6,5,0.6
E00020696,93.5,0,6.5,0
E00020697,90.8,0.5,8.3,0.5
E00020699,95.1,0.3,4,0.6
E00020700,95,0.3,3.4,1.2
E00020708,92.4,0.3,5.3,2
E00020709,90.1,0.6,6.1,3.2
E00020710,97.3,0.5,2.2,0
E00020711,88.9,0,11.1,0
E00020712,95.2,0.5,4,0.3
E00020713,93.3,0.9,5.5,0.3
E00020714,86,0.3,13.1,0.6
E00020715,90.2,0,9.5,0.3
E00020716,94,0.7,5,0.2
E00020718,90.3,0,9.4,0.3
E00020719,92.6,0.4,7,0
