areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00014980,13.5,24.6,47.6,14.3
E00014981,12.5,16.8,58.9,11.8
E00014982,13.8,19.9,60.2,6.1
E00014983,13.4,13.4,60.5,12.7
E00014984,16.3,17.6,54.9,11.1
E00014985,9.6,16.2,66.2,8.1
E00014986,15.5,13.2,62.8,8.5
E00014987,10,17.8,61.7,10.6
E00014988,7.3,18.2,64.2,10.3
E00014989,12.9,18.1,49.7,19.4
E00014990,14.7,20.9,50.8,13.6
E00014993,10.4,17.3,58.4,13.9
E00014994,8,18.4,63.7,10
E00014995,17.9,17.3,51.9,12.8
E00014996,9.7,22.9,61.1,6.3
E00014997,13.5,20.5,54.4,11.7
E00014998,11.5,18.5,63.8,6.2
E00014999,17.2,24.6,48.4,9.8
E00015000,4.9,20.2,66.3,8.6
E00015001,9.8,16.8,61.3,12.1
E00015002,12.8,16.3,60.3,10.6
E00015003,8.1,23.8,58.8,9.4
E00015004,11.2,12.8,61,15
E00015005,6.2,16.9,70.6,6.2
E00015006,13.5,14.3,57.1,15.1
E00015007,17.6,19.5,45.3,17.6
E00015008,14.9,20,48.6,16.6
E00015009,6.2,20.2,58.4,15.2
E00015010,10.7,21.3,56.2,11.8
E00015011,12.9,21.8,56.5,8.9
E00015012,13.6,15.6,58.3,12.6
E00015013,11.7,16,60.6,11.7
E00015014,12.1,17.2,52,18.7
E00015015,10.7,18.7,59.3,11.3
E00015016,20,17.9,53.7,8.4
E00015017,12.9,16.8,58.1,12.3
E00015018,8.8,18.8,56.3,16.3
E00015019,11.1,16.7,61.1,11.1
E00015020,9,21.5,59.5,10
E00015021,12.6,25.1,54.5,7.8
E00015022,10.6,19.7,58.3,11.4
E00015024,9.3,28.6,52.9,9.3
E00015026,17.4,17.4,49.2,15.9
E00015027,14.8,28.4,48.9,8
E00015029,12.6,17,51.9,18.5
E00015031,7.6,18.9,56.8,16.7
E00015032,12,14.4,65.3,8.4
E00015033,10.8,18.2,52.8,18.2
E00015034,14.4,12.8,52.8,20
E00017009,11.6,17.4,60,11
E00017010,15.7,22.2,51,11.1
E00017011,16.6,15,58.3,10.2
E00017012,14.4,17.4,56.9,11.3
E00017013,8.8,19.3,65.2,6.6
E00017014,7.9,15.3,66.1,10.6
E00017015,8,18.6,62.2,11.2
E00017033,9.7,16.5,57.4,16.5
E00017034,11.6,16.7,56.6,15.2
E00017035,11,17.8,58.5,12.7
E00017295,9.8,18.1,64.8,7.3
E00017296,11.1,18.7,62.1,8.1
E00017297,6.7,16.6,65.9,10.8
E00017298,9.6,16.8,64.7,9
E00017299,10.1,19,63.1,7.7
E00017300,10.1,17.6,62.3,10.1
E00017301,10.5,24.5,56.6,8.4
E00017302,8.3,23.5,59.1,9.1
E00017303,7.6,15.3,66,11.1
E00017304,9.4,18.8,58.8,13
E00017305,6.6,14.8,67.8,10.9
E00017306,13.1,15.7,60.7,10.5
E00017307,11.5,21.9,59.6,7.1
E00017308,9.4,19.8,63.2,7.5
E00017309,9.9,15.2,62.9,11.9
E00017310,11,17.9,61.5,9.6
E00017311,11.1,18.7,63.1,7.1
E00017312,9.8,18.4,59.8,12.1
E00017313,10.5,12.6,60.8,16.1
E00017314,9.8,13.6,60.6,15.9
E00017315,17.1,19.7,53.4,9.8
E00017316,9.8,19.6,61.3,9.3
E00017317,8,14.7,65,12.3
E00017318,10.6,13.5,67.4,8.5
E00017319,9.6,24,57.5,9
E00017320,15.8,15.3,59,9.8
E00017321,10.4,16.4,67.2,6
E00017340,9.4,21.5,60.2,8.8
E00017383,19.6,26.4,48.5,5.5
E00017384,12.2,13.5,65.4,9
E00017385,13.4,18,59.9,8.8
E00017386,12.2,19.8,61,7
E00017387,14.7,19.8,53.4,12.1
E00017388,11.6,28.6,50.8,9
E00017389,15.1,23.9,50.9,10.1
E00017390,7.3,16.9,65.5,10.2
E00017391,10.1,21.3,58,10.6
E00017392,17,22.7,53.9,6.4
E00017398,15.1,20.5,58.9,5.5
E00017399,9.2,22,57.2,11.6
E00017400,11.7,20.8,57.1,10.4
E00017401,12.9,23.5,50,13.6
E00017405,12.2,20,48.8,19
E00017407,13.1,21.5,56,9.4
E00017408,12.4,18.3,59.9,9.4
E00017409,10.9,16.7,62.2,10.3
E00017410,5.9,15,68,11.1
E00017412,15.4,21,52.5,11.1
E00017447,12.5,22.2,56.8,8.5
E00017448,5.2,19.6,64.8,10.4
E00017449,12.4,22.7,57.8,7
E00017450,7.7,15.9,66.5,9.9
E00017452,19.5,19,54.1,7.3
E00017453,11.4,19.8,58.1,10.8
E00017454,15.2,28.1,50.3,6.4
E00017455,7.9,23.2,60.6,8.4
E00017456,7,25.3,62.9,4.8
E00017457,8.8,25.5,54.4,11.3
E00017458,10.4,18.9,62.8,7.9
E00017459,15,16.5,64.7,3.8
E00017460,10.1,21.9,58.6,9.5
E00017461,13.8,22.1,53,11.1
E00017462,8.4,14.6,65.3,11.7
E00017463,13.5,18.7,59.4,8.4
E00017464,8.2,18.1,64.3,9.3
E00017465,11,27.2,54.3,7.5
E00017466,7.4,18.3,58.9,15.3
E00017467,11.3,21.9,53.8,13.1
E00017468,12.2,23.8,55.5,8.5
E00017469,14.1,22.4,53.6,9.9
E00017470,8.8,14.6,68.6,8
E00017471,8.4,19.1,57.3,15.2
E00017472,7.3,19.1,66.4,7.3
E00017473,10.3,15.5,63.2,11
E00017474,12.1,24.3,57.2,6.4
E00017475,9.7,23.4,58.9,8
E00017476,10.2,23,58.8,8
E00017477,6.8,17.1,67.9,8.2
E00017542,9.3,18.5,57.1,15.1
E00017549,11.4,21.1,62.9,4.6
E00017551,10.1,17.1,51.9,20.9
E00017552,12.2,21.5,56.4,9.9
