geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00014675,16.3,48.9,29.8,5
E00014676,17.8,44.1,26.3,11.9
E00014677,13.6,36.8,34.4,15.2
E00014678,8.2,43.4,33.6,14.8
E00014679,11.5,39.2,33.1,16.2
E00014680,15,42.9,31.6,10.5
E00014681,13.6,35.2,36,15.2
E00014682,11.1,41,30.8,17.1
E00014683,13.8,45.5,28.5,12.2
E00014684,16.2,47.7,25.2,10.8
E00014686,12.6,51.3,23.5,12.6
E00014687,14.3,42.9,34.1,8.7
E00014688,17.8,42.6,31,8.5
E00014689,31.9,39.2,19.3,9.6
E00014690,33.6,48.8,14.4,3.2
E00014691,28.3,51.4,15.2,5.1
E00014692,8.9,52.4,26.6,12.1
E00014693,3.6,48.6,36.9,10.8
E00014694,29.9,49.6,16.2,4.3
E00014695,2.6,58.3,31.3,7.8
E00014696,9.7,48.4,33.1,8.9
E00014697,11.9,46.3,34.3,7.5
E00014698,8.8,38.4,36.8,16
E00014699,7.1,38.1,39.8,15
E00014700,7.2,38.7,36,18
E00014701,13.4,45.5,29.1,11.9
E00014702,48.7,39.5,9.9,2
E00014703,5.4,55.4,35.7,3.6
E00014704,48.5,47.1,4.4,0
E00014705,34.8,47.8,13,4.3
E00014706,17.2,64.8,16.4,1.6
E00014707,29.3,56.3,12.6,1.7
E00014708,7.8,44.3,37.4,10.4
E00014709,48.3,44,6.9,0.9
E00014710,37,45.7,11.6,5.8
E00014711,60,33.6,5.7,0.7
E00014712,39.5,49.6,6.7,4.2
E00014713,26,43,27,4
E00014714,52.6,41.1,6.3,0
E00014715,14.8,61.4,21.6,2.3
E00014716,24.8,57.1,14.3,3.8
E00014717,31.8,48.1,16.3,3.9
E00014718,14.2,40.6,34.9,10.4
E00014719,19.4,47,29.9,3.7
E00014720,8.3,46.8,31.2,13.8
E00014721,6.9,55.2,31,6.9
E00014722,12.2,44.7,27.6,15.4
E00014723,23.7,47.4,23.7,5.2
E00014724,46.5,44.1,9.4,0
E00014725,34.4,44.5,14.8,6.3
E00014726,43,43,12,1.9
E00014727,47.5,42.4,8.5,1.7
E00014728,43.7,47.6,5.8,2.9
E00014729,5.7,43.8,30.5,20
E00014730,45.6,41.2,8.8,4.4
E00014731,37.6,47.4,13.5,1.5
E00014732,51.9,29,17.6,1.5
E00014733,57.1,32.5,7.9,2.4
E00014734,15.8,36.7,33.3,14.2
E00014735,55.3,35.8,7.3,1.6
E00014736,8.6,44.8,40.5,6
E00014737,36.3,53.9,4.9,4.9
E00014743,22.8,55.3,20.2,1.8
E00014750,41.2,38.2,14.7,5.9
E00014751,12.2,50.4,28.1,9.4
E00014801,13.2,56.6,23.3,7
E00014802,8.7,42,34.1,15.2
E00014803,15.1,40.5,33.3,11.1
E00014804,17.2,45.9,26.2,10.7
E00014805,22.9,47.9,21.4,7.9
E00014806,35.7,42.9,13.4,8
E00014807,20.1,41,29.5,9.4
E00014808,16.9,52.4,23.4,7.3
E00014809,14.3,55.4,21.4,8.9
E00014810,25.2,51.9,18.3,4.6
E00014811,8.1,34.1,41.5,16.3
E00014812,15.4,40.7,36.6,7.3
E00014813,12.7,49.1,29.1,9.1
E00014814,12.7,45.5,29.1,12.7
E00014815,5.7,36.6,36.6,21.1
E00014816,12,42.9,30.8,14.3
E00014817,12.7,50,23.6,13.6
E00014818,13.2,44.9,29.4,12.5
E00014819,50.5,41,5.7,2.9
E00014820,17.9,49.3,22.9,10
E00014821,22.4,46.3,23.1,8.2
E00014822,31.7,43.9,19.5,4.9
E00014823,14.4,41.6,30.4,13.6
E00014824,17.1,41.9,26.5,14.5
E00014825,15.5,40.3,29.5,14.7
E00014826,18.7,35.8,28.4,17.2
E00014827,15.2,47.8,31.2,5.8
E00014828,6.9,46.2,34.6,12.3
E00014829,7,46.9,31.3,14.8
E00014830,11.7,37.8,35.1,15.3
E00014831,12.8,52.7,27,7.4
E00014832,35.3,37.8,22.7,4.2
E00014833,30.5,45.8,19.8,3.8
E00014834,12.2,48,27.6,12.2
E00014835,18.8,56.3,17.9,7.1
E00014836,6.6,45.5,33.1,14.9
E00014837,21.5,45.9,21.5,11.1
E00014838,12.8,43.6,35.9,7.7
E00014839,8.4,52.1,28.6,10.9
E00014840,20.1,50,23.1,6.7
E00014841,11.8,44.5,31.1,12.6
E00014842,6.7,42.9,37,13.4
E00014843,9.4,42.7,38.5,9.4
E00014844,14.4,39.8,33.9,11.9
E00014845,17.5,38,32.2,12.3
E00014846,13.7,38.7,37.9,9.7
E00014847,16.7,45.5,28,9.8
E00014848,22.9,41.5,25.4,10.2
E00014849,12.9,46,30.9,10.1
E00014850,12.2,37.2,34.8,15.9
E00014851,13.8,45.4,32.3,8.5
E00014852,9,51.9,34.6,4.5
E00014853,19.2,49.5,27.3,4
E00014854,24.2,54.2,17.5,4.2
E00014855,18.4,41.6,26.4,13.6
E00014856,13.6,48.3,29.9,8.2
E00014857,17.4,46,28.2,8.5
E00014941,26.9,60.5,11.8,0.8
E00014943,38.3,51.9,5.3,4.5
E00014944,36.5,54,7.9,1.6
E00014945,39.9,50.7,7.2,2.2
E00014946,35.2,53.6,8.8,2.4
E00014947,25.9,60.1,13.3,0.7
E00014991,11.3,34.6,35.3,18.8
E00014992,12.1,36.2,37.9,13.8
E00015023,15.9,43.9,30.8,9.3
E00015025,19.5,42.3,32.5,5.7
E00015028,8.9,48,35,8.1
E00015030,14,38.8,33.9,13.2
E00015035,42.1,49.1,8.8,0
E00015036,28.8,52.5,15.6,3.1
E00015039,41.6,50.4,8,0
E00015041,40.6,52.6,4.5,2.3
E00015042,27,59.5,10.3,3.2
E00015044,27.7,49.6,20.2,2.5
E00015047,28.7,53.9,16.5,0.9
E00015048,18.2,58.2,17.3,6.4
