geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00014675,11.1,35.6,3,46.3,4
E00014676,13.1,44.4,4.9,35.4,2.2
E00014677,15.1,32.1,7.2,43.7,1.9
E00014678,15.3,31,7.3,44.3,2.1
E00014679,14.1,39.9,2.6,39.6,3.8
E00014680,10.7,39.7,4,44.7,1
E00014681,12.6,29.6,4.4,50.3,3.1
E00014682,13.7,40.6,6.8,36.9,2
E00014683,15.9,39.9,3.1,37.2,3.9
E00014684,13.6,44.9,5.3,34,2.3
E00014686,14.9,39.5,3.2,35.2,7.1
E00014687,14.2,38.5,5.2,38.8,3.2
E00014688,15.2,42.9,4.5,32.9,4.5
E00014689,16.2,34.7,5,40.1,3.9
E00014690,25.9,36.6,6.3,25,6.3
E00014691,12.5,43.8,3.4,36.6,3.8
E00014692,6.3,31.7,3.3,55,3.7
E00014693,6.1,41.9,2.8,48.8,0.4
E00014694,15.1,31.1,5.8,46.2,1.8
E00014695,6.5,28.9,5.7,58.5,0.4
E00014696,9.6,30.4,5,53.1,1.9
E00014697,11.3,34.8,3.6,48.3,2
E00014698,11.9,34.4,6.3,43.9,3.5
E00014699,15.9,31.3,5.3,45.1,2.4
E00014700,6.1,29.9,4.3,59,0.7
E00014701,7.6,42.3,2.1,45.7,2.4
E00014702,12.4,28.7,2.4,54.2,2.4
E00014703,7.2,25,0,66.9,0.8
E00014704,11.5,24.8,4,57.1,2.7
E00014705,6.5,21.6,3,65.8,3
E00014706,6.3,19.7,2.2,71.3,0.4
E00014707,8.3,27.3,2.5,62,0
E00014708,6.5,33.7,2.3,57.1,0.4
E00014709,8,35.2,3.4,48.3,5.1
E00014710,11.6,39.7,2.2,44.6,1.9
E00014711,31.8,26.5,5.3,34.7,1.8
E00014712,12.4,30.4,2.1,55.2,0
E00014713,11.1,24.7,4.2,58.9,1.1
E00014714,17.9,32.1,4.3,43.6,2.1
E00014715,6,24.1,1.8,66.3,1.8
E00014716,8.2,26.6,0,62.5,2.7
E00014717,11.2,33.9,3.4,51.5,0
E00014718,9.1,25.1,5.5,57.1,3.2
E00014719,8.8,32.8,2.7,52.7,3.1
E00014720,5.1,31.3,3.1,59,1.6
E00014721,2.7,33.6,0,61,2.7
E00014722,3.9,30.5,4.2,59.6,1.8
E00014723,9.6,26.3,0,59.9,4.2
E00014724,11.4,26.2,4.3,57.6,0.5
E00014725,14.6,25.1,3,52.8,4.5
E00014726,11.2,24.9,8.3,51.3,4.3
E00014727,12.6,22,2.7,62.6,0
E00014728,8.7,26.1,3.8,51.1,10.3
E00014729,7.1,28.5,3,59.9,1.5
E00014730,19.3,36.9,1.3,39.7,2.8
E00014731,8.1,28.4,1.4,62.1,0
E00014732,19.3,36,4.4,35.1,5.3
E00014733,22.6,22.1,5.3,46.6,3.4
E00014734,8.9,29.3,2.6,56.3,3
E00014735,24.9,32.2,4.5,33.3,5.1
E00014736,5.2,28.4,1.5,62.7,2.2
E00014737,9.6,19.9,6.2,61,3.4
E00014743,19.9,30.5,2.1,43.2,4.2
E00014750,19.3,34.2,6.2,37,3.3
E00014751,20.1,27.5,2.8,47.1,2.5
E00014801,14,46,3.8,33.6,2.6
E00014802,25.8,40.1,5,27.6,1.5
E00014803,11.7,42.4,7.6,33.3,4.9
E00014804,21,41.7,4.4,30.2,2.7
E00014805,19.7,44.7,6.4,25.4,3.7
E00014806,23.2,37.7,5.9,30,3.2
E00014807,30.7,39.3,4.6,23.3,2.1
E00014808,18,41.8,5.5,32.4,2.3
E00014809,19,44.3,4.2,32.5,0
E00014810,23,31.1,5.7,37.7,2.5
E00014811,10.3,37.3,5.3,43,4
E00014812,15.9,41.2,7.3,31.8,3.7
E00014813,18.4,38.5,3.8,35.1,4.2
E00014814,13.9,44.8,4.2,33.9,3.2
E00014815,13.1,41.6,7.3,33.6,4.4
E00014816,16,35.1,6.4,37.9,4.6
E00014817,20.2,39.5,6.3,30.8,3.2
E00014818,22.4,43.1,5.8,26.2,2.6
E00014819,27.7,29.5,2.4,33.1,7.2
E00014820,12.5,40.1,6.2,39.1,2.1
E00014821,14.4,36.7,5,41,2.9
E00014822,27.5,35.7,6.1,29.5,1.2
E00014823,12.5,47.1,5.7,30.8,3.8
E00014824,22,41.8,7.7,27.8,0.7
E00014825,13.8,48.8,4.9,27.6,4.9
E00014826,24.6,32.5,8.8,33.3,0.9
E00014827,22.9,38,3.8,32.3,3
E00014828,11.9,43.2,4.8,36.7,3.4
E00014829,14.6,47.3,5.7,30.6,1.8
E00014830,10.2,42.9,3.1,41.2,2.7
E00014831,12.7,43.7,5.7,34.3,3.7
E00014832,23.6,44.1,5.9,25.9,0.5
E00014833,22.5,40.7,8.9,26.4,1.6
E00014834,13.3,40.6,2.4,40.6,3.2
E00014835,13.8,37.1,7.6,39,2.4
E00014836,11.3,50.4,2.4,32.7,3.2
E00014837,14.7,46.7,6.2,27.4,5
E00014838,19,36.3,3.8,38.4,2.5
E00014839,15.9,38.6,5.3,36.4,3.8
E00014840,16.9,40.3,6.4,33.5,3
E00014841,18.2,34.3,4.7,40.7,2.1
E00014842,10.3,49.8,6.2,32.2,1.5
E00014843,12.7,37.1,7.2,41.4,1.7
E00014844,18,42.8,7.2,28.4,3.6
E00014845,17.3,42,3.9,32.9,3.9
E00014846,9,46.9,6.5,34.7,2.9
E00014847,16.7,41.5,5.4,33.7,2.7
E00014848,19.7,40.8,6,28.8,4.7
E00014849,12.1,45.7,4.8,34.3,3.1
E00014850,15.2,40.3,4.6,37.5,2.5
E00014851,17.2,41.4,5,33,3.4
E00014852,13.4,37.2,5.2,41.6,2.6
E00014853,16.6,40,3.4,36.6,3.4
E00014854,17.9,39.7,6.5,33.2,2.7
E00014855,17.2,40.6,3.3,36.4,2.5
E00014856,17.5,40.1,3.3,36.2,3
E00014857,15.1,40.2,3.7,37.3,3.7
E00014941,8.2,22.4,0,65.8,3.6
E00014943,6.3,15.1,2.9,75.6,0
E00014944,4.7,23.4,2.8,69.2,0
E00014945,5.4,17,1.8,75.9,0
E00014946,3.8,27.8,2.9,63.2,2.4
E00014947,5.3,20.2,0.8,72,1.6
E00014991,16.4,30.1,4.1,48,1.5
E00014992,12.8,29.2,3.8,45.8,8.3
E00015023,12.7,29.1,3.7,52,2.5
E00015025,19.9,30.7,4.8,43,1.6
E00015028,15.9,28.9,4.3,47.5,3.3
E00015030,13.3,34.8,3.8,45.7,2.4
E00015035,8.1,21.4,0.6,68.2,1.7
E00015036,6,21.6,1.8,67.5,3.2
E00015039,6.8,24.1,2.1,64.4,2.6
E00015041,3.6,19.9,1.8,71.9,2.7
E00015042,5.7,20.3,1.4,70.3,2.4
E00015044,7.7,18.5,0.4,73,0.4
E00015047,6.4,22.1,3.4,66.2,2
E00015048,10.5,20.5,3.2,65.8,0
E00015049,6.3,24.4,0,69.3,0
E00015050,7.6,17.9,1.3,70.9,2.2
E00015051,5.5,18.8,2.3,73.4,0
E00015052,8.8,23.9,4.9,58.5,3.9
E00015053,8.6,15.7,4.8,70,1
E00015054,6,25.3,2.6,63.8,2.3
E00015055,4,23.5,3.5,66.8,2.2
E00015056,6.2,26.9,2.1,62,2.9
E00015057,21.2,23.8,4.8,49.7,0.5
E00015058,18.3,21.7,4.8,53.9,1.3
E00015059,4.8,20.3,2.6,71.9,0.4
E00015060,8.2,27.3,2.2,60.7,1.6
E00015061,2.3,23.1,0.6,73.4,0.6
E00015062,5,25.1,3.2,66.7,0
E00015063,8.2,20.5,2.7,66.8,1.8
E00015065,0.7,23.4,2.8,68.8,4.3
E00015066,4.3,20.6,0.3,70.6,4.3
E00015067,13.6,25.4,3.5,54.5,3
E00015068,6.9,31.8,0.7,60.6,0
E00015070,23.9,41.9,5.5,26.5,2.2
E00015071,10.8,28.7,2.1,55.9,2.6
E00015072,8.8,25,0.4,63.6,2.2
E00015073,7.5,23,0.4,67.2,1.9
E00015074,7.1,18,2.4,69.2,3.4
E00015075,11.2,23.6,2.2,60.3,2.6
E00015076,3.3,27.8,1.9,65.6,1.4
E00015077,9,31.4,1.6,55.1,2.9
E00015078,8.3,15.3,3.2,72,1.3
E00015079,5.4,19.2,5.4,67.7,2.4
E00015080,15.5,24.9,1.1,57,1.5
E00015081,11.7,24.2,1.4,62.1,0.6
E00015082,8.9,22.1,0.5,64.7,3.7
E00015083,4.8,22.3,0.8,71.3,0.8
E00015084,10.2,25.9,2.3,59.3,2.3
E00015085,12.4,15.8,1.9,65.6,4.3
E00015086,3.4,28.4,1.3,64.4,2.5
E00015087,12.9,30.4,2.3,50.8,3.6
E00015088,9.1,21.6,3.5,65.8,0
E00015089,7,30.2,4.2,56.7,1.9
E00015090,11.5,24.4,3.2,57.6,3.2
E00015091,12.2,25.1,3,56.7,3
E00015092,8.3,25.3,2.4,63.2,0.8
E00015093,8.5,26.1,2.5,60.3,2.5
E00015094,10.9,26.6,3.4,55.4,3.7
E00015095,6.2,32.6,2.5,56.2,2.5
E00015096,14,36.7,3.6,45.7,0
E00015097,7.4,25,3.9,61.3,2.5
E00015098,9.3,27.2,2.2,57.8,3.4
E00015099,7.5,28.5,2.6,60.3,1.1
E00015100,12.2,24.3,3.6,58.1,1.8
E00015101,11,29.4,3.7,52.8,3.1
E00015102,10,23,3.8,60.8,2.4
E00015103,7.4,27,3,60.4,2.2
E00015104,7.2,25.6,0,65.2,1.9
E00015105,7.7,24.9,1.7,64.6,1.1
E00015106,9.7,29.1,3.4,53.7,4
E00015107,13.1,23.8,6.9,55.4,0.8
E00015108,22.5,36.7,4.2,33.3,3.3
E00015109,12.9,41.7,7.2,35.2,3
E00015110,15.6,46.8,4.8,31.6,1.2
E00015111,16.1,47.1,4.4,29.9,2.6
E00015112,14.4,38.6,6,37.2,3.7
E00015113,14.9,36.7,5.6,40,2.8
E00015114,16.1,42.8,3,34.7,3.4
E00015115,14.6,47.3,4.2,32.6,1.3
E00015116,26.7,35.7,5.5,29.8,2.4
E00015117,24.4,28.2,4.8,37.9,4.6
E00015118,13.6,34.9,4,42.9,4.6
E00015119,12.7,33.3,2.3,49.7,2
E00015120,17.8,30.2,4.9,41.4,5.7
E00015121,17.2,30.7,4,45.8,2.3
E00015122,17.9,29.9,3.6,44.6,4
E00015123,10.6,34,4.4,48.3,2.8
E00015124,7.8,29.3,5.1,57.8,0
E00015125,19,37.3,3.2,39.3,1.2
E00015126,19.3,35.4,3.8,38,3.5
E00015127,23.9,35.3,5.5,31.7,3.7
