areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00063398,70.8,24.6,2.7,1.2,0.7
E00063412,71.8,20.1,4.2,1.7,2.2
E00063414,73.7,17.5,4.2,3.6,0.9
E00063415,92,7.5,0.5,0,0
E00063419,52.9,24.7,5.6,8.4,8.4
E00063420,60.1,26.5,2,8.1,3.2
E00063421,60.7,28.4,5.8,4.2,0.9
E00063422,61.6,26.6,3.9,2.9,5
E00063423,58.3,24.7,5.5,6.6,4.9
E00063425,63.7,25.5,5.9,1.7,3.1
E00063426,64.3,25,4.5,2.8,3.3
E00063427,54.4,35,4.4,3.2,3
E00063428,62.5,27.5,1.4,4.2,4.3
E00063429,62.7,32.7,2.2,1.2,1.2
E00063430,69.7,22.1,1.7,3.4,3.1
E00063431,70.5,23.3,2.9,1.4,1.9
E00063432,58.2,27.4,2.7,8.5,3.2
E00063433,63.8,26.9,1.8,4.7,2.8
E00063434,55.6,30.5,2.8,5.4,5.6
E00063435,80.7,16.9,0.9,0.9,0.7
E00063436,77.4,16.4,0.7,2.2,3.2
E00063437,80.4,16.3,1.1,0.9,1.3
E00063438,82.2,14.6,0.7,1.7,0.7
E00063439,87.9,11,0.6,0.3,0.3
E00063440,86.7,10.4,2.6,0,0.4
E00063441,85.6,9.9,0.2,3.1,1.3
E00063443,89.6,8.1,0.6,0,1.7
E00063444,81.3,15.3,1.2,0.7,1.5
E00063445,86.8,9.1,0.6,0,3.5
E00063446,86.2,6.8,2,4.5,0.5
E00063447,81.3,14.5,0.5,2.3,1.3
E00063448,69.4,21.4,4.3,1.7,3.2
E00063449,86,11.3,1.7,1,0
E00063450,84.4,13.4,1,0.7,0.7
E00063452,82.6,12,1.9,2.1,1.5
E00063453,66.9,25,1,1.8,5.4
E00063454,80,15.1,1.8,0.8,2.4
E00063455,59,23.1,4.7,6.3,6.9
E00063456,75.7,17.7,4.5,1.4,0.7
E00063457,60.5,24.7,2,8.2,4.6
E00063458,65.4,24.9,3.7,4.1,1.9
