areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00063398,97.3,0.3,2.2,0.2
E00063412,93.1,0.3,5.7,0.9
E00063414,91.6,0,8.4,0
E00063415,94.5,0,5.5,0
E00063419,92,0,3.5,4.5
E00063420,97.1,0,2.9,0
E00063421,97.3,0,2.7,0
E00063422,96.5,0,1.4,2.1
E00063423,87.7,0.2,10.6,1.5
E00063425,94.9,0,3.4,1.7
E00063426,92.2,0,6.4,1.4
E00063427,95,0,4.5,0.5
E00063428,95.3,0.2,4.1,0.5
E00063429,98,0.2,1,0.8
E00063430,89.4,0,10.3,0.3
E00063431,95.1,0,4.9,0
E00063432,93.3,0,5.6,1.1
E00063433,97,0,2.4,0.6
E00063434,88.7,0,7.3,4
E00063435,94.6,0,5.4,0
E00063436,92.2,0.3,7.3,0.3
E00063437,94.7,0.4,4.2,0.7
E00063438,93.5,0,5.5,1
E00063439,92.7,0.3,7,0
E00063440,92.1,0.8,6.4,0.8
E00063441,81.4,0,17.3,1.3
E00063443,91.7,0.3,5.9,2.1
E00063444,97.1,0.5,1.9,0.5
E00063445,94.9,0.3,4.2,0.6
E00063446,95.9,0.3,3.8,0
E00063447,93.9,0,4.7,1.3
E00063448,93,0.3,6.7,0
E00063449,92.6,0.2,7.2,0
E00063450,96.7,0,3.3,0
E00063452,89.8,0,8.3,1.9
E00063453,93.9,0,2.4,3.6
E00063454,94.5,0.2,4.6,0.8
E00063455,93.1,0.2,4.8,1.9
E00063456,86.7,0,13.3,0
E00063457,93.3,0,5.9,0.8
E00063458,96.2,0,3.7,0.2
E00063459,93.9,0,5.5,0.7
E00063460,96.7,0.2,2.8,0.4
E00063461,92.5,0.2,7.1,0.2
E00063463,95.9,0,4.1,0
E00063464,93.4,0,6.3,0.3
E00063465,92.7,0,5.9,1.4
E00063466,97.9,0.2,1.9,0
E00063467,90.3,0,5.8,3.9
E00063468,90,0,7.7,2.3
E00063547,91.1,0.3,8.6,0
E00063549,90.4,0,6.4,3.1
E00063550,95.7,0,3.8,0.5
E00063551,94.1,0.3,5.4,0.3
E00063552,94.2,0,4.9,0.8
E00063553,86.7,0,12.9,0.4
E00063554,93.8,0,6.3,0
E00063555,93.5,0.2,4.1,2.2
E00063556,96,0,4,0
E00063557,87.3,0,11.5,1.2
E00063558,92,0,7.6,0.4
E00063560,95.1,0.5,3.9,0.5
E00063561,95.6,0,4.1,0.3
E00063562,94,0.4,3.9,1.7
E00063563,95,0,4.1,1
E00063564,94.6,0.2,3.4,1.8
E00063680,92.4,0.9,5,1.8
E00063681,93.8,0,6.2,0
E00063682,93.4,0,6.3,0.4
E00063683,93.2,0,5.8,0.9
E00063684,89.6,0,10,0.3
E00063685,92.5,0,7.1,0.3
E00063686,91.4,0,8.3,0.4
E00063687,92.4,0,7.6,0
E00063688,95.6,0.2,2.9,1.2
E00063689,89.8,0.7,9.5,0
E00063690,95,0.3,3.8,1
E00063691,93.9,0,4,2.2
E00063692,98.4,0,0.9,0.7
E00063693,95.8,0,4.2,0
E00063694,93.6,0,6.4,0
E00063695,95.1,0,4.9,0
E00063696,97.8,0,2.2,0
E00063697,91,0,9,0
E00063698,94.6,0,5,0.4
E00063699,89.1,0.3,8.3,2.2
E00063700,83.9,0,14.5,1.6
E00063726,94.7,0,5.3,0
E00063727,94.9,0.4,4.1,0.6
E00063728,96.1,0,3,0.9
E00063729,92.7,0,6.9,0.4
E00063730,86.1,0,13,0.9
E00063731,94.7,0.2,3.9,1.2
E00063733,83.4,0.3,13.9,2.4
E00063734,93.1,0,5.9,1
E00063735,86.4,0.4,9.1,4.1
E00063736,96.4,0,2.6,1
E00063737,92.2,0.2,6.2,1.4
E00063738,95.8,0,2.5,1.7
E00063739,96,0.6,2.9,0.6
E00063740,94.2,0,4.8,1
E00063741,95.3,0.6,3.6,0.4
E00063742,89.4,0.3,9.1,1.3
E00063788,95.8,0,4.2,0
E00063793,93.3,0.3,3.5,2.9
E00063794,87.3,0,9.8,2.9
E00063795,92.1,0.4,5.5,2.1
E00063796,90.3,0,8.5,1.3
E00063798,94.2,0,4,1.9
E00063799,94.1,0,4.8,1.2
E00126961,85.3,0.5,14.2,0
E00128063,88.7,1.4,9.6,0.3
E00128064,95.7,0,4,0.3
E00128065,95.5,0.6,3.9,0
E00128066,92.7,0,6,1.3
E00128067,93.5,0.8,5.7,0
E00128068,88,0,12,0
E00128069,83.6,0.4,14.3,1.8
E00128070,89.5,0.8,9.7,0
E00128071,85.1,1.2,12.1,1.6
E00128072,78.5,3.1,18.5,0
E00128073,93.6,0,6.4,0
E00128074,89.5,0.3,9.2,1
E00128075,94.2,0.7,5.1,0
E00128076,93.4,0.9,5.7,0
E00128077,87.2,0,12.8,0
E00128078,87.7,0.3,10.7,1.3
E00128079,96.1,0,3.9,0
E00128080,96.6,0,3.1,0.3
E00128081,96.7,0,3,0.3
E00128082,92.5,0.4,6.6,0.4
E00128083,91.3,0,8.7,0
E00128084,95.1,0,4.9,0
E00128085,91.8,0.4,7.1,0.7
E00128086,94.1,0,4.7,1.2
E00128087,93.6,0,6.1,0.3
E00128088,90.5,0.5,8.5,0.5
E00128089,92.8,0,4.3,2.9
E00128090,90.4,0,9.2,0.4
E00128091,93.6,0,6.4,0
E00128092,95.2,1.1,3.7,0
E00128093,91.2,0,8.8,0
E00128094,88.6,0,10.6,0.8
E00128095,96.4,0,3.6,0
E00128096,94.8,0,5.2,0
E00128097,90.2,0,9.5,0.3
E00128098,92.1,0.5,6.3,1.1
E00128099,93.3,0,6.7,0
E00128100,97.1,0,2.3,0.6
E00128101,93,0,7,0
E00128102,93.9,0,6.1,0
E00128103,95.8,0,3.2,1
E00128104,90.7,1.1,5.7,2.5
E00128105,92.3,0.3,5.9,1.5
E00128106,96.6,0,3,0.3
E00128107,95.5,0.4,4.1,0
E00128108,98,0,2,0
E00128109,97.4,0.6,2.1,0
E00128110,93.3,0,6.1,0.6
E00128111,92.7,0,6.9,0.4
E00128112,96.4,0,3.2,0.4
E00128113,89.6,0.8,8.2,1.4
E00128114,99,0,1,0
E00128115,97.7,0.3,2,0
E00128116,92.9,0,7.1,0
E00128117,92.3,0,5.2,2.5
E00128118,93.7,0.3,5.1,0.9
E00128119,94.1,0,5.3,0.6
E00128120,89.4,0,5.3,5.3
E00128121,93.4,1.5,3.6,1.5
E00128122,95.5,0,4.5,0
E00128123,90.5,0,8.2,1.3
E00128124,90.6,0,8.1,1.3
E00128125,88.6,1,10.5,0
E00128126,90.2,0.7,8.1,0.9
E00128127,87.9,0.7,10.5,1
E00128128,88.6,1.6,9.8,0
E00128129,93.3,0,6.7,0
E00128130,92.6,0,5.4,2.1
E00128131,91.1,0,7.8,1.1
E00128132,95,0.2,3.3,1.4
E00128133,93.8,0,4.6,1.6
E00128134,96.1,0,3.9,0
E00128135,95.7,0,4.3,0
E00128136,93.9,0,4.5,1.6
E00128137,94.8,0,5.2,0
E00128138,94,0.5,3.9,1.7
E00128139,90.9,0,6.7,2.4
E00128140,93.8,0.2,4.4,1.5
