areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00063398,54.8,15.2,18.3,11.7
E00063412,60.8,15,12.5,11.7
E00063414,58.4,14.1,14.8,12.8
E00063415,64.4,17.8,6.7,11.1
E00063419,46.1,12.8,15.6,25.5
E00063420,43.3,19.1,14.6,22.9
E00063421,50.6,11,22.7,15.6
E00063422,45.4,20.6,17,17
E00063423,56.9,14.4,15,13.7
E00063425,49.4,19.1,14.6,16.9
E00063426,49,17.5,21.1,12.4
E00063427,48.2,22,15.6,14.2
E00063428,43.8,13.7,24.2,18.3
E00063429,46.1,14.5,23.6,15.8
E00063430,55.8,17.5,15.8,10.8
E00063431,55.3,13.5,16.3,14.9
E00063432,45,18.1,20,16.9
E00063433,52.6,13.9,22,11.6
E00063434,45.3,16.8,19.9,18
E00063435,40.5,18.9,30.5,10
E00063436,37.5,17.9,37.5,7.1
E00063437,46.2,22,19.2,12.6
E00063438,49.7,16.8,26.3,7.3
E00063439,37.9,20.7,33.6,7.9
E00063440,47.2,16.7,26.9,9.3
E00063441,39.7,19.5,30,10.9
E00063443,38.6,17.9,34.5,9
E00063444,45.7,17.9,24.7,11.7
E00063445,43.8,18.1,29.9,8.3
E00063446,38,17.7,32.9,11.4
E00063447,44.2,16,28.2,11.6
E00063448,42,13,35.2,9.9
E00063449,37.6,27.6,24.1,10.6
E00063450,38.9,23,25.7,12.4
E00063452,43,21.5,27.1,8.4
E00063453,40,21.6,19.5,18.9
E00063454,38.5,19,27.8,14.6
E00063455,39.5,20.4,19.7,20.4
E00063456,52.3,16.8,15,15.9
E00063457,37.1,21.2,18.2,23.5
E00063458,52.3,19.6,12.6,15.6
E00063459,37,25.4,25.9,11.6
E00063460,46.3,19.7,21.3,12.8
E00063461,37.1,20.8,20.8,21.3
E00063463,36.4,21.2,27.9,14.5
E00063464,41.6,20.8,22.1,15.4
E00063465,40.4,26.1,19.9,13.7
E00063466,45.8,22.9,14.4,16.9
E00063467,46.2,22.3,17.7,13.8
E00063468,44.1,21.1,21.1,13.8
E00063547,41.8,20.9,20.9,16.4
E00063549,52.9,12.4,25.5,9.2
E00063550,44.1,14.1,15.3,26.5
E00063551,41.3,16.5,20.7,21.5
E00063552,45,27,22,6
E00063553,57.3,14.6,15.5,12.6
E00063554,53.4,11.4,13.6,21.6
E00063555,57,14,11.6,17.4
E00063556,52.9,12.9,20.7,13.6
E00063557,48.3,16.1,13.6,22
