areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00097172,17.7,53.2,0.8,27.4,0.8
E00097176,16.3,47.4,4.4,30.4,1.5
E00097179,12.5,49,5.2,31.3,2.1
E00097192,24.4,40.5,4,28.9,2.3
E00097197,15.4,50,7.2,26,1.4
E00139236,19.6,41.2,12.4,22.9,3.9
E00139834,12.6,38.8,6.5,40.5,1.7
E00139835,30.5,37,10.5,18.5,3.5
E00139837,17.5,44.4,8.3,27,2.8
E00139847,14.4,45.1,3.1,34.9,2.6
E00139848,27.8,46.1,8.3,16.1,1.7
E00139849,18.3,45.5,6.5,26.6,3
E00139850,17.2,39.7,11.2,29.7,2.2
E00139855,14.5,39.6,5.1,37.9,3
E00139857,11.5,41.6,5.8,37.6,3.5
E00139874,14.5,34.6,3.6,45.8,1.5
E00139879,11.5,46.8,6,33,2.8
E00139880,11.9,46.6,9.8,28.5,3.1
E00139895,9.7,44,5.8,37.8,2.7
E00139939,10.6,34.3,6.7,48.1,0.4
E00139940,13.6,36.2,6.1,41.4,2.6
E00139941,10.9,34.7,4.4,45.9,4.1
E00139980,19.6,38.7,5.4,35.1,1.3
E00139981,27.7,43.7,8.4,16.8,3.4
E00139982,15.8,43.5,9.7,27.3,3.6
E00140008,20.9,38.2,5.2,30.9,4.7
E00140009,21.7,40.4,6.8,27.3,3.7
E00140010,14,32.5,6.6,43.6,3.3
E00140011,21.2,36,5,33.8,4.1
E00140012,10.8,40.3,7.5,35.5,5.9
E00140015,25.6,40.2,7.3,24.4,2.6
E00140016,10.4,38.6,7.2,43,0.8
E00140017,7.3,41.2,8.4,43.1,0
E00140018,11.5,32.2,4.4,49.8,2.2
E00140019,21.6,34.5,5.4,35.1,3.4
E00140020,17.6,40.9,4.4,34,3.1
E00140021,28.1,35,7.9,25.6,3.4
E00140022,21.2,35.5,5.9,31,6.4
E00140023,15.4,32.5,5.3,42.5,4.4
