geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00126481,63.4,36.6
E00126482,38,62
E00126483,39.9,60.1
E00126484,14.5,85.5
E00126485,65.6,34.4
E00126486,60.3,39.7
E00126487,71.6,28.4
E00126488,65.6,34.4
E00126489,31.2,68.8
E00126490,41.2,58.8
E00126491,21.7,78.3
E00126563,57.3,42.7
E00126564,48.4,51.6
E00126565,55.9,44.1
E00126568,61,39
E00126570,66.9,33.1
E00126571,58.5,41.5
E00126572,63.7,36.3
E00126573,53.4,46.6
E00126575,55.4,44.6
E00126578,52.5,47.5
E00126609,39.8,60.2
E00126612,31.8,68.2
E00126622,46.1,53.9
E00126623,50.4,49.6
E00126625,55.1,44.9
E00126626,57.1,42.9
E00126628,53.2,46.8
E00126630,53.5,46.5
E00126631,70.3,29.7
E00126632,68.4,31.6
E00126633,37,63
E00126637,53.3,46.7
E00126639,59.4,40.6
E00126643,45.6,54.4
E00126644,57.7,42.3
E00126645,54.5,45.5
E00126646,38.6,61.4
E00126648,38,62
E00126649,58.8,41.2
E00126651,35.1,64.9
E00126652,4,96
E00126654,31.8,68.2
E00126656,35.6,64.4
E00126657,29.6,70.4
E00126658,31.6,68.4
E00126661,23.4,76.6
E00126662,41.7,58.3
E00126663,48.3,51.7
E00126664,34.9,65.1
E00126666,64.2,35.8
E00126667,63.4,36.6
E00126668,31.2,68.8
E00126669,58.2,41.8
E00126670,65.6,34.4
E00126674,50.8,49.2
E00126675,39.6,60.4
E00126676,53.5,46.5
E00126677,50,50
E00126678,56.4,43.6
E00126700,45.5,54.5
E00126703,59.2,40.8
E00126704,58.7,41.3
E00126705,60.8,39.2
E00126706,57.8,42.2
E00126707,49.2,50.8
E00126708,55.8,44.2
E00126709,63,37
E00126711,66.3,33.7
E00126713,65.7,34.3
E00126720,54.8,45.2
E00126721,37.2,62.8
E00126722,27.3,72.7
E00126723,48,52
E00126724,56.5,43.5
E00126725,58.6,41.4
E00126727,68.2,31.8
E00126728,59.9,40.1
E00126729,44.7,55.3
E00126730,55.4,44.6
E00126731,59.8,40.2
E00126733,51.9,48.1
E00126734,62.1,37.9
E00126735,60,40
E00126736,55.8,44.2
E00126737,44,56
E00126738,68.5,31.5
E00126739,48.3,51.7
E00126740,61.7,38.3
E00126741,61,39
E00126742,54.2,45.8
E00126743,54.9,45.1
E00126744,52.7,47.3
E00126745,40.9,59.1
E00126746,69.5,30.5
E00126747,52,48
E00126756,57.9,42.1
E00126757,59.1,40.9
E00126758,55.4,44.6
E00126759,49.5,50.5
E00126760,49.2,50.8
E00126761,48.2,51.8
E00126762,61.9,38.1
E00126763,55.7,44.3
E00126764,58.7,41.3
E00126765,58.6,41.4
E00126766,64.8,35.2
E00126767,37.8,62.2
E00126769,54.7,45.3
E00128901,26.8,73.2
E00128903,45.3,54.7
E00128905,54.5,45.5
E00128906,44.9,55.1
E00128907,30.1,69.9
E00128908,29.9,70.1
E00128909,41.7,58.3
E00128910,37.3,62.7
E00128911,43.1,56.9
E00128912,56.6,43.4
E00128914,51.3,48.8
E00128917,49.5,50.5
E00128918,47,53
E00128919,58.8,41.2
E00128920,47.6,52.4
E00128921,53.7,46.3
E00128922,49.1,50.9
E00128923,40.2,59.8
E00128924,53.7,46.3
E00128925,46.4,53.6
E00128926,48.2,51.8
E00128927,28.9,71.1
E00128929,40.3,59.7
E00128930,37,63
E00128931,36,64
E00128932,55.3,44.7
E00128933,21.7,78.3
E00128934,25.7,74.3
E00128935,30.6,69.4
E00128936,35.2,64.8
E00128937,44.5,55.5
E00128938,50.9,49.1
E00128939,48.9,51.1
E00128940,27,73
E00128941,33.3,66.7
E00128942,57.8,42.2
E00128943,53.1,46.9
E00128945,69,31
E00128946,77.4,22.6
E00128947,32.6,67.4
E00128948,61.3,38.7
E00128949,63.2,36.8
E00128950,43.5,56.5
E00128951,61.3,38.7
E00128952,65.7,34.3
E00128953,62.4,37.6
E00128954,28.5,71.5
E00128955,44.8,55.2
E00128956,23.5,76.5
E00128957,56.5,43.5
E00128958,37.2,62.8
E00128959,54.1,45.9
E00128960,44,56
E00128962,49.6,50.4
E00128963,52.7,47.3
E00128964,54,46
E00128965,45,55
E00128966,55.4,44.6
E00128967,43.8,56.2
E00128980,43.7,56.3
E00128981,49,51
E00128982,40.8,59.2
E00128983,62.6,37.4
E00128984,34.1,65.9
E00128985,64.5,35.5
E00128986,49.5,50.5
E00128987,56.6,43.4
E00128988,43.7,56.3
E00128989,45.1,54.9
E00128990,34.7,65.3
E00128991,47.9,52.1
E00128992,58.2,41.8
E00128993,33.5,66.5
E00128994,57.1,42.9
E00128995,50.7,49.3
E00128996,56.2,43.8
E00128997,41.9,58.1
E00128998,51.2,48.8
E00128999,31.7,68.3
E00129000,38.8,61.2
E00129001,53.3,46.7
E00129002,68.8,31.2
E00129003,55.2,44.8
E00129004,61.5,38.5
E00129008,48.6,51.4
E00129009,58.7,41.3
E00129010,36.3,63.7
E00129011,37.3,62.7
E00129012,54.6,45.4
E00129013,31.9,68.1
E00129014,21.1,78.9
E00129016,22.1,77.9
E00129017,26.7,73.3
E00129018,39,61
E00129019,45.4,54.6
E00129020,43.2,56.8
E00129021,28.6,71.4
E00129022,44.1,55.9
E00129025,21.5,78.5
E00129026,18.3,81.7
E00129028,47.8,52.2
E00129037,61.7,38.3
E00129038,60.9,39.1
E00129039,34.3,65.7
E00129040,35,65
E00129041,29.6,70.4
E00129042,33.2,66.8
E00129043,35.9,64.1
E00129044,33.1,66.9
E00129045,22.4,77.6
E00129046,29.4,70.6
E00129047,27.8,72.2
