geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00009228,33.3,2.5,58.7,5.5
E00009229,29,2.6,61.9,6.5
E00009231,25.2,0,70.9,3.9
E00009232,15.9,2.8,75.7,5.6
E00009234,36.3,3.1,53.1,7.5
E00009237,22.7,2.3,71.2,3.8
E00009239,33,3.9,57.5,5.6
E00009241,25.9,8.6,58.3,7.2
E00009243,32.1,2.6,62.8,2.6
E00009244,27.6,0,68.3,4.1
E00009245,28.6,7.1,59.2,5.1
E00009246,17.8,5.6,66.4,10.3
E00009249,23.5,3.1,70.4,3.1
E00009250,28.7,1.7,63.5,6.1
E00009251,30.1,7.7,53.6,8.7
E00009252,26,5.5,62.1,6.4
E00009256,25.9,3.7,63.9,6.5
E00009258,27.3,4.9,60.1,7.7
E00009259,46.1,4.5,29.2,20.2
E00009260,41.2,10.3,34,14.4
E00009261,35.4,2.8,45.1,16.7
E00009263,36.4,0.6,53.9,9.1
E00009268,16.7,5.2,69.8,8.3
E00009270,26.4,2.9,62.1,8.6
E00009315,37.2,4.1,50.5,8.2
E00009316,36.7,4.7,51.6,7
E00009317,38,3.8,53.8,4.4
E00009318,31.9,8.9,51.1,8.1
E00009319,28.4,3.6,63.9,4.1
E00009320,28.7,2.4,62.2,6.7
E00009321,38.8,6.5,38.1,16.5
E00009322,23.8,4.2,65,7
E00009324,31.7,3.3,57.9,7.1
E00009325,35.2,4.7,50,10.2
E00009326,32.3,4.7,53.5,9.4
E00009327,31.6,4.1,60.6,3.6
E00009328,37.5,0.7,54.9,6.9
E00009329,29.5,0.8,59.8,9.8
E00009330,27.1,2.8,61.1,9
E00009331,42.5,7.5,42.5,7.5
E00009332,30.2,5.4,59.7,4.7
E00009333,32.7,4.1,59.2,4.1
E00009335,31.8,5.5,53.6,9.1
E00009336,45.5,3.3,33.3,17.9
E00009337,22.3,2.7,70.9,4.1
E00009338,30,1.7,55,13.3
E00009339,27,2.7,63.5,6.8
E00009340,29.5,0.7,61.2,8.6
E00009342,31.9,2.8,59.6,5.7
E00009343,26.8,5.6,64.8,2.8
E00009344,24.8,5.8,62.8,6.6
E00009345,47.1,10.9,37,5
E00009346,54.5,2.6,27.3,15.6
E00009348,52.4,1.9,34.3,11.4
E00009349,56.1,2.8,20.6,20.6
E00009350,38.8,5.5,44.8,10.9
E00009351,51.5,3.1,33.7,11.7
E00009352,26.3,1.8,60.5,11.4
E00009353,18.5,6.5,68.5,6.5
E00009354,26.1,8.8,59.4,5.8
E00009355,30.2,3.1,49,17.7
E00009356,20.8,3.1,66.7,9.4
E00009357,22.2,2.8,66.7,8.3
E00009358,23.2,9.5,59.5,7.7
E00009385,39.6,7.2,30.6,22.5
E00009386,37.1,4.5,51.7,6.7
E00009387,39.6,5.5,42.7,12.2
E00009388,38.8,7.5,43.3,10.4
E00009390,33.6,2.4,57.1,6.9
E00009392,24.7,2.4,66.4,6.5
E00009394,26.8,6,61.7,5.4
E00009398,22.5,3.7,64.7,9.1
E00009399,25.2,4.5,63.2,7.1
E00009400,33.5,6.2,55.2,5.2
E00009402,24.5,2.6,61.6,11.3
E00009403,51,4,30,15
E00009404,33.9,5.5,52,8.7
E00009405,54,5.3,24,16.7
E00009406,25,5.7,61.5,7.8
E00009407,24.2,3.2,64.5,8.1
E00009408,31.6,7.6,51.9,8.9
E00009409,35.9,9.4,35.9,18.8
E00009410,36.6,11,34.1,18.3
E00009411,47.4,4.3,31,17.2
E00009412,23.2,4,68.9,4
E00009413,33.9,1.6,53.1,11.5
E00009414,55.3,1.3,23.7,19.7
E00009415,26.3,3.5,58.1,12.1
E00009416,24.1,3.2,62,10.8
E00009417,46,3.6,37.4,12.9
E00009418,61.8,8.9,16.3,13
E00009419,37.4,3.7,51.1,7.8
E00009420,33.3,6.2,52.8,7.7
E00009421,24.6,1.7,69.3,4.5
E00009423,51.2,9.6,24.7,14.5
E00009425,37.7,7.4,48.1,6.8
E00009426,31.1,5,51.6,12.4
E00009427,36.5,4.5,43.3,15.7
E00009428,35.2,3.4,42,19.3
E00009431,22.1,4.1,67.4,6.4
E00009433,41.9,6.1,36.9,15.1
E00009434,35.6,5.2,51.1,8.1
E00009435,26.3,3.8,65.4,4.5
E00009436,52.2,0.9,30.4,16.5
E00009437,25.7,4.2,61.7,8.4
E00009440,79.3,4.6,10.8,5.3
E00009441,14.5,2.4,78.2,4.8
E00009442,41.7,5.2,41.7,11.5
E00009443,40.4,4.6,45,9.9
E00009444,63.5,5.9,21.2,9.4
E00009446,40,4.5,30,25.5
E00009447,35.2,6.9,46.2,11.7
E00009448,33.8,4.2,52.8,9.2
E00009450,32,4.1,56.9,7.1
E00009451,28.9,3.7,60,7.4
E00009453,32.9,2.3,53.9,11
E00009454,32.8,5.7,54.6,7
E00009456,31.6,7,55.6,5.8
E00009458,45.8,5.2,30.2,18.8
E00009518,40.2,1.8,49.1,8.9
E00009538,27.5,8.3,50,14.2
E00009539,39.3,8.4,29.9,22.4
E00009540,21.3,3.7,63,12
E00009541,33.3,2.5,59.2,5
E00009542,35.7,5.4,41.9,17.1
E00009543,18.1,6.7,69.5,5.7
E00009544,35.4,3,51.9,9.7
E00009545,19.9,3.1,74.9,2.1
E00009546,17.2,5.2,73.6,4
E00009547,37,2.7,51.1,9.2
E00009548,41.7,6.8,42.4,9.1
E00009549,45.3,7,29.7,18
E00009550,27.4,9.4,52.8,10.4
E00009551,35.3,3.5,48.2,12.9
E00009552,27,3.4,60.9,8.6
E00009553,32.8,6.1,50.4,10.7
E00009554,28,4.8,62.4,4.8
E00009555,28.7,1.3,60.5,9.6
E00009556,49.3,6,28,16.7
E00009557,33.6,3.7,45.8,16.8
E00009558,43.2,8.6,30.9,17.3
E00009559,32.7,4.4,57.5,5.3
E00009560,49.1,8.5,24.5,17.9
E00009561,39.1,1.1,56.3,3.4
E00009562,35.8,4.8,51.3,8
E00009563,27.8,1.9,62,8.3
E00009564,44.4,10.2,28.7,16.7
E00009565,27.4,6,59.7,7
E00009566,35.4,6.9,33.8,23.8
E00009567,23.4,5.8,64.9,5.8
E00009568,30,2.3,55.4,12.3
E00009569,25.9,4.2,59.6,10.2
E00009570,47.3,4.8,32.1,15.8
E00009571,27,4.5,60.4,8.1
E00009572,37.4,6.1,50.4,6.1
E00009573,48.8,7.2,32.8,11.2
E00009574,53.5,5.4,26.4,14.7
E00009575,26.9,4.2,57.1,11.8
E00009576,65.1,6.4,10.1,18.3
E00009577,31.5,9.2,53.8,5.4
