geography_code,disability_3a-001,disability_3a-002
E00009228,9.6,90.4
E00009229,14.8,85.2
E00009231,10.3,89.7
E00009232,9.4,90.6
E00009234,12.5,87.5
E00009237,8.5,91.5
E00009239,10.2,89.8
E00009241,10.3,89.7
E00009243,12,88
E00009244,9.3,90.7
E00009245,15.1,84.9
E00009246,17.1,82.9
E00009249,20.8,79.2
E00009250,18.7,81.3
E00009251,9.3,90.7
E00009252,7.9,92.1
E00009256,7.4,92.6
E00009258,11.9,88.1
E00009259,14.8,85.2
E00009260,16.5,83.5
E00009261,10.9,89.1
E00009263,9.2,90.8
E00009268,8.5,91.5
E00009270,6.5,93.5
E00009315,12.1,87.9
E00009316,13.5,86.5
E00009317,17.1,82.9
E00009318,15.1,84.9
E00009319,10.5,89.5
E00009320,10.6,89.4
E00009321,23.1,76.9
E00009322,9.2,90.8
E00009324,11.9,88.1
E00009325,10.8,89.2
E00009326,19.4,80.6
E00009327,9.1,90.9
E00009328,9.8,90.2
E00009329,14.7,85.3
E00009330,6.3,93.7
E00009331,13,87
E00009332,11.5,88.5
E00009333,8.7,91.3
E00009335,21.8,78.2
E00009336,22.6,77.4
E00009337,6.8,93.2
E00009338,19.2,80.8
E00009339,14,86
E00009340,9,91
E00009342,8.1,91.9
E00009343,14.1,85.9
E00009344,9.3,90.7
E00009345,11,89
E00009346,22.9,77.1
E00009348,18.6,81.4
E00009349,24.7,75.3
E00009350,16.5,83.5
E00009351,14.8,85.2
E00009352,16.5,83.5
E00009353,8.7,91.3
E00009354,11.7,88.3
E00009355,8.9,91.1
E00009356,11.4,88.6
E00009357,10.8,89.2
E00009358,9.3,90.7
E00009385,23.4,76.6
E00009386,13.4,86.6
E00009387,14,86
E00009388,17.5,82.5
E00009390,6.7,93.3
E00009392,11.8,88.2
E00009394,6.4,93.6
E00009398,8.5,91.5
E00009399,8.8,91.2
E00009400,8.1,91.9
E00009402,17.2,82.8
E00009403,23,77
E00009404,19,81
E00009405,14.1,85.9
E00009406,15.8,84.2
E00009407,7.1,92.9
E00009408,12,88
E00009409,17.7,82.3
E00009410,19.9,80.1
E00009411,19,81
E00009412,9.3,90.7
E00009413,10.4,89.6
E00009414,19.1,80.9
E00009415,8.9,91.1
E00009416,8.1,91.9
E00009417,16.5,83.5
E00009418,19.5,80.5
E00009419,11.3,88.7
E00009420,5.1,94.9
E00009421,7.1,92.9
E00009423,18.6,81.4
E00009425,18.6,81.4
E00009426,13.4,86.6
E00009427,18.9,81.1
E00009428,19.6,80.4
E00009431,7.7,92.3
E00009433,15.7,84.3
E00009434,16.5,83.5
E00009435,7.5,92.5
E00009436,14.4,85.6
E00009437,14.1,85.9
E00009440,8.1,91.9
E00009441,10.7,89.3
E00009442,23,77
E00009443,15.8,84.2
E00009444,15,85
E00009446,16.5,83.5
E00009447,13.2,86.8
E00009448,11.9,88.1
E00009450,6.6,93.4
E00009451,10.8,89.2
E00009453,9.5,90.5
E00009454,11.7,88.3
E00009456,11.8,88.2
E00009458,18.9,81.1
E00009518,14,86
E00009538,21.2,78.8
E00009539,14.7,85.3
E00009540,12.8,87.2
E00009541,11.3,88.7
E00009542,10.3,89.7
E00009543,6.4,93.6
E00009544,7.6,92.4
E00009545,5.7,94.3
E00009546,7.4,92.6
E00009547,11.2,88.8
E00009548,13.1,86.9
E00009549,19.7,80.3
E00009550,9.2,90.8
E00009551,14.3,85.7
E00009552,7.4,92.6
E00009553,15.3,84.7
E00009554,12.9,87.1
E00009555,12.1,87.9
E00009556,15.3,84.7
E00009557,12.3,87.7
E00009558,12.9,87.1
E00009559,9,91
E00009560,15.7,84.3
E00009561,11.5,88.5
E00009562,10.4,89.6
E00009563,9,91
E00009564,14.1,85.9
E00009565,12,88
E00009566,23.7,76.3
E00009567,15.2,84.8
E00009568,12.1,87.9
E00009569,6.5,93.5
E00009570,14.7,85.3
E00009571,9.3,90.7
E00009572,9.6,90.4
E00009573,16.1,83.9
E00009574,20.5,79.5
E00009575,24.2,75.8
E00009576,17.8,82.2
E00009577,13,87
E00009578,7.2,92.8
E00009579,7.5,92.5
E00009580,10.8,89.2
E00009738,20.5,79.5
E00009739,13.1,86.9
E00009740,27.5,72.5
E00009746,21.7,78.3
E00014043,4.9,95.1
E00014044,6.7,93.3
E00014045,5.7,94.3
E00014047,7.5,92.5
E00014048,8.9,91.1
E00014049,9.8,90.2
E00014050,13,87
E00014051,12.9,87.1
E00014052,23,77
E00014053,8,92
E00014054,8.6,91.4
E00014055,8,92
E00014056,14.1,85.9
E00014057,10.4,89.6
E00014058,11,89
E00014061,6.4,93.6
E00014062,7.3,92.7
E00014063,9.9,90.1
E00014064,5.6,94.4
E00014065,8.9,91.1
E00014066,10.6,89.4
E00014067,5,95
E00014068,5.9,94.1
E00014069,5.3,94.7
E00014070,6.3,93.8
E00014071,7,93
E00014072,6.3,93.7
E00014073,3.6,96.4
E00014074,8.8,91.2
E00014075,6.2,93.8
E00014076,8.7,91.3
E00014077,10.8,89.2
E00014080,5.3,94.7
E00014081,3.6,96.4
E00014101,9.9,90.1
E00014103,4.1,95.9
E00014104,6.6,93.4
E00014105,9.4,90.6
E00014116,5,95
E00014117,2.7,97.3
E00014118,2.5,97.5
E00014119,8.3,91.7
E00014120,9.4,90.6
E00014121,7.6,92.4
E00014122,4.5,95.5
E00014123,8.3,91.7
E00014124,9.3,90.7
E00014125,13.6,86.4
E00014126,9.2,90.8
E00014127,9.5,90.5
E00014128,11.6,88.4
E00014129,6.9,93.1
E00014130,7.8,92.2
E00014131,12.3,87.7
E00014132,9.3,90.7
E00014133,5.4,94.6
E00014134,11,89
E00014135,4.6,95.4
E00014136,11.6,88.4
E00014137,10.3,89.7
E00014138,4.1,95.9
E00014140,5.5,94.5
E00014141,6.6,93.4
E00014142,7,93
E00014143,3.7,96.3
E00014144,3.2,96.8
E00014145,5.6,94.4
E00014146,9.2,90.8
E00014147,6.5,93.5
E00014148,4.8,95.2
E00014149,38.3,61.7
E00014183,4.3,95.7
E00014184,16.3,83.7
E00014185,9.1,90.9
E00014186,9.9,90.1
E00014187,6.7,93.3
E00014188,9.1,90.9
E00014189,5.2,94.8
E00014190,5.6,94.4
E00014191,10.8,89.2
E00014192,9.6,90.4
E00014193,7.6,92.4
E00014194,2.1,97.9
E00014195,7.5,92.5
E00014196,3.3,96.7
E00014197,11.2,88.8
E00014198,10.8,89.2
E00014199,4,96
E00014200,8.3,91.7
E00014201,8.3,91.7
E00014202,5.8,94.2
E00014203,16.1,83.9
E00014204,4.2,95.8
E00014205,6.2,93.8
E00014206,9.9,90.1
E00014207,15,85
E00014208,8.2,91.8
E00014209,5.1,94.9
E00014210,8.5,91.5
E00014211,6.8,93.2
E00014212,7,93
E00014213,14.6,85.4
E00014214,3.7,96.3
E00014215,5.6,94.4
E00014217,8.8,91.2
E00014218,6.3,93.7
E00014219,39.6,60.4
E00014220,11.7,88.3
E00014237,20.3,79.7
E00014239,22.3,77.7
E00014241,28.9,71.1
E00014258,11.5,88.5
E00014260,17.5,82.5
E00014261,8.6,91.4
