geography_code,in_full_time_education-001,in_full_time_education-002
E00002660,25.9,74.1
E00002661,27.6,72.4
E00002662,19.6,80.4
E00002663,13.3,86.7
E00002664,19.9,80.1
E00002665,31,69
E00002667,22.8,77.2
E00002668,23.5,76.5
E00002669,24.7,75.3
E00002670,24.5,75.5
E00002672,21.2,78.8
E00002676,18.3,81.7
E00002677,38,62
E00002678,38.2,61.8
E00002679,23.2,76.8
E00002680,13.6,86.4
E00002681,33.1,66.9
E00002682,14.3,85.7
E00002807,18.2,81.8
E00002808,13,87
E00002810,25.4,74.6
E00002811,15.4,84.6
E00002815,15,85
E00002816,18.1,81.9
E00002821,18.4,81.6
E00002822,19.2,80.8
E00002827,16,84
E00002834,19.3,80.7
E00002837,24.3,75.7
E00002839,18.5,81.5
E00002840,15.4,84.6
E00002844,21.5,78.5
E00002845,16.6,83.4
E00002846,26.2,73.8
E00002847,27.8,72.2
E00002848,24.8,75.2
E00004610,32,68
E00004611,7.7,92.3
E00014139,24,76
E00014150,12.3,87.7
E00014151,14.7,85.3
E00014152,10.8,89.2
E00014153,14.4,85.6
E00014154,22.9,77.1
E00014155,9.2,90.8
E00014156,14.3,85.7
E00014157,21,79
E00014158,15.3,84.7
E00014159,14.4,85.6
E00014160,22.1,77.9
E00014161,20,80
E00014162,11,89
E00014163,10.8,89.2
E00014164,12,88
E00014165,15.5,84.5
E00014166,15,85
E00014167,12.2,87.8
E00014168,10.9,89.1
E00014169,8.6,91.4
E00014170,19,81
E00014171,11.9,88.1
E00014172,16.3,83.8
E00014173,13.2,86.8
E00014174,18.3,81.7
E00014175,9.7,90.3
E00014176,10.6,89.4
E00014177,22.8,77.2
E00014178,21.4,78.6
E00014179,18.2,81.8
E00014180,17.6,82.4
E00014181,14,86
E00014300,17.2,82.8
E00014301,14.9,85.1
E00014302,15.3,84.7
E00014303,20,80
E00014304,19.6,80.4
E00014305,22.6,77.4
E00014309,25.8,74.2
E00014310,22.7,77.3
E00014311,22.9,77.1
E00014312,23.8,76.2
E00014314,17.5,82.5
E00014315,11.3,88.7
E00014316,17.6,82.4
E00014321,32.6,67.4
E00014322,16.9,83.1
E00014323,17.6,82.4
E00014324,20.4,79.6
E00014325,19.8,80.2
E00014326,17.1,82.9
E00014327,15.5,84.5
E00014328,14,86
E00014329,11.9,88.1
E00014411,12.1,87.9
E00014412,16.9,83.1
E00014413,15.1,84.9
E00014414,23.6,76.4
E00014415,14.2,85.8
E00014416,10.6,89.4
E00014417,27.6,72.4
E00014418,9.1,90.9
E00014419,27.2,72.8
E00014420,10.1,89.9
E00014421,13.7,86.3
E00014422,22,78
E00014425,21.9,78.1
E00014431,13.6,86.4
E00014432,17.6,82.4
E00014433,12.7,87.3
E00014434,22.2,77.8
E00014435,24.6,75.4
E00014436,20.9,79.1
E00014437,17.5,82.5
E00014438,11.1,88.9
E00014439,16.8,83.2
E00014440,20.5,79.5
E00014441,21.8,78.2
E00014442,18.7,81.3
E00014447,23.7,76.3
E00014448,22.4,77.6
E00014449,22.6,77.4
E00014452,18,82
E00014454,14.3,85.7
E00014455,13.2,86.8
E00014457,12.7,87.3
E00014459,18.1,81.9
E00014461,19.5,80.5
E00014462,24.5,75.5
E00014463,12.7,87.3
E00014464,19.3,80.7
E00014465,22.3,77.7
E00014466,28.5,71.5
E00014468,30.8,69.2
E00014469,26.8,73.2
E00014470,23.6,76.4
E00014471,17.3,82.7
E00014473,17,83
E00014474,17.3,82.7
E00014475,13.2,86.8
E00014476,8.3,91.7
E00014477,21.4,78.6
E00014478,17.2,82.8
