geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00112739,84,11.8,4.2
E00112740,88.5,8.9,2.6
E00145218,89.3,6.7,4.1
E00145244,90.4,7.5,2.1
E00145245,88.4,9,2.6
E00145246,91,7.3,1.7
E00145248,87.1,11.2,1.7
E00158975,72.1,13.5,14.4
E00158981,71.9,15.7,12.4
E00159015,86.4,9.9,3.7
E00159017,76.1,15.1,8.8
E00159018,85.8,12.1,2.1
E00159020,82.5,13.3,4.2
E00159021,85.2,13.2,1.6
E00159024,73.2,17,9.9
E00159025,93.4,6.6,0
E00159030,90.7,7,2.3
E00159032,86.6,11.4,2
E00159033,84.5,15.1,0.4
E00159034,92.8,5.3,2
E00159035,87.9,9.2,2.9
E00159036,89.6,7.7,2.7
E00159037,84.4,12.8,2.7
E00159038,85.1,11.1,3.8
E00159039,87.4,10.4,2.1
E00159050,83.4,12.4,4.2
E00159051,80.4,14.4,5.2
E00159052,89.9,8.6,1.5
E00159053,89.3,8.8,1.9
E00159054,82.3,13.5,4.3
E00159055,86.6,9.2,4.2
E00159056,86.4,10.9,2.6
E00159057,87.2,9.8,3
E00159058,82.8,14.6,2.6
E00159059,83.7,12.7,3.6
E00159060,78.5,15.3,6.1
E00159062,89.2,8.5,2.3
E00159063,82.8,13.6,3.6
E00159064,85.9,10.5,3.6
E00159065,89.9,7.7,2.3
E00159083,89,10.4,0.6
E00159084,84.4,10.1,5.5
E00159085,87.8,10,2.3
E00159086,79.4,14.9,5.7
E00159087,75.7,13.4,10.9
E00159088,83.6,11.8,4.7
E00159089,82.4,12.9,4.7
E00159090,88.7,8.2,3.1
E00159091,76.2,18.6,5.2
E00159092,88.6,9.5,1.8
E00159093,81.2,14.4,4.4
E00159094,79.2,14.7,6.1
E00159095,83.5,10.5,6
E00159096,89.3,6.6,4
E00159125,86.9,10.6,2.4
E00159126,80.1,15.6,4.3
E00159128,82.3,10.6,7.2
E00159129,86.8,9.6,3.6
E00159139,82.4,13.5,4.2
E00159140,81.1,14.1,4.8
E00159141,80.4,14,5.5
E00159142,83.9,11.7,4.4
E00159143,83.3,13.1,3.5
E00159144,80.4,13.4,6.2
E00159145,81.6,15.1,3.3
E00159146,73.6,20.2,6.3
E00159147,79,16.4,4.6
