areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00039212,19,44.3,9.9,22.1,4.7
E00039223,20.3,47.7,9.3,19,3.8
E00039224,28.4,46.4,5,18.5,1.8
E00039229,19.9,51.1,8.8,15.4,4.8
E00039231,15,51,7,25,2
E00039747,31.2,34.1,7.2,24.6,2.9
E00039748,24.8,41.8,7.1,22.7,3.5
E00039750,21.4,42.8,6.9,26.1,2.9
E00039751,19.7,50,8.7,17.7,3.9
E00039752,28.9,36.6,5.7,24.8,4.1
E00039753,14.1,50.3,7,25.9,2.7
E00039754,18.2,47.6,9.3,23.1,1.8
E00039755,31.1,40.1,6.3,18.5,4.1
E00039756,31.8,42.4,7.5,15.7,2.7
E00039757,37.5,43.8,2.7,13.7,2.3
E00039758,48.8,26,5.8,15.1,4.3
E00039759,19.4,45.7,7.8,23.6,3.5
E00039760,31.3,39.5,7,19.9,2.3
E00039761,22.9,46.8,6.5,19.4,4.5
E00039762,24.2,41.1,7.4,23.4,3.9
E00039763,26.8,40.8,11.2,20,1.2
E00039764,25.3,42.2,6.6,23.4,2.5
E00039765,29.3,37.8,7.4,23,2.5
E00039766,34.1,40.1,4,18.9,3
E00039767,27.1,37.5,7.2,24.3,4
E00039768,31.9,39.3,10.1,16.7,1.9
E00039769,22.3,46.7,7.9,19.6,3.4
E00039770,25.7,48.1,4.1,19,3
E00039771,20.8,44.8,7.3,23.4,3.6
E00039772,18.7,43.4,6.4,28.8,2.7
E00039773,18.4,46.2,6.1,28.4,0.9
E00039774,28.6,34.1,5.5,28.6,3.1
E00039775,34.7,39.9,5.2,17.3,2.8
E00039776,26.1,36.5,7.6,24.6,5.2
E00039777,28.5,41.5,6.5,20.2,3.2
E00039778,24.1,39.2,9.3,23.6,3.8
E00039779,27.4,42.7,6.6,21.6,1.7
E00039780,28.7,45.3,5.7,17.4,2.8
E00039781,30.4,35,7,23.8,3.7
E00039782,33.1,36.5,7.7,19.6,3.1
E00039783,31.9,42.7,5.5,15.6,4.2
E00039784,32.9,38.9,6.9,19.4,1.9
E00039785,22.4,45.7,6,24.1,1.7
E00039786,23,40.2,10.2,23.8,2.7
E00039787,39.3,40.7,2.8,15.2,2.1
E00039788,28.2,44.3,5.9,18.5,3.1
E00039789,24,43.5,7.3,21.4,3.8
E00039791,36.5,35.9,10,16.5,1.2
E00039792,37.2,37.7,4.2,16.3,4.6
E00039793,21.9,43,4.8,27.4,2.8
E00039794,25.4,42.1,6.8,23.6,2.1
E00039795,26.5,41.9,12.3,16.6,2.8
E00039796,34.3,43.5,4.9,15.2,2.1
E00039797,29.7,35.1,10.1,22.3,2.7
E00039798,18.6,44.2,5.6,29.1,2.5
E00039799,21.2,39.9,9.1,25.5,4.3
E00039851,25.8,34.4,2.3,35.4,2
E00039852,35.5,35.1,3.4,23.6,2.4
E00039853,29.5,38.8,6.2,22.9,2.7
E00039854,33.4,35.6,4.4,24.1,2.5
E00039856,26.3,41.5,6.9,21.7,3.7
E00039858,34.7,38.2,4.9,17.4,4.9
E00039859,35.5,33.9,5.2,20.6,4.8
E00039860,35.2,33.2,5.2,25.2,1.3
E00039861,28.1,36.9,6.2,26.9,1.9
E00039862,38.3,36,5.7,19.9,0
E00039863,41.2,29.1,4.1,20.3,5.4
E00039864,33.2,35.9,4.1,22.6,4.1
E00039865,35.5,31.8,4.5,25.9,2.3
E00039866,36.5,35.5,2.8,20.4,4.7
E00039867,41.1,36.4,2.8,15,4.7
E00039868,28.7,43.3,3.4,20.8,3.9
E00039869,26.2,45.2,5.8,20.4,2.4
E00039870,37.7,37.7,2.2,18.3,4.1
E00039871,19.6,39.1,5.8,33,2.5
E00039876,17.9,44.9,2.8,31.2,3.3
E00039877,37,32.5,6.5,21.9,2.1
E00039878,25.8,31.9,6.6,30.5,5.2
E00039879,37.7,39,3.2,15.6,4.5
E00039880,43.6,22.5,7.2,18.7,8
E00039881,36,38.4,7.9,15.3,2.5
E00039882,29.6,34.1,3.8,29.6,3
E00039883,26.4,35.5,3.4,31.3,3.4
E00039884,32.7,26,3.8,32.1,5.4
E00039885,28.6,50.9,3.4,13.1,4
E00039886,21.5,34.4,7,34.8,2.3
E00039887,27.6,41.1,3.1,22.9,5.3
E00039888,24.5,39.4,3.2,30.1,2.8
E00039889,37.4,39,3.1,17.7,2.8
E00039890,32.9,36.4,3,25.5,2.2
E00039891,27.8,43.7,4.6,20.5,3.4
E00039892,27,32.4,11.1,27,2.4
E00039893,27.3,35,5.1,27.6,5.1
E00039894,36.6,35.6,5,19.3,3.5
E00039895,41.5,35,4,16.1,3.4
E00039896,32.5,37,6.5,20,4
E00039898,36,41.8,2.9,16.1,3.2
E00039906,34.7,30.7,7.4,25,2.3
E00039908,31.3,36.2,3.1,24.5,4.8
E00039943,35,36,3.5,23,2.5
E00039944,42.1,36.6,2.6,16.1,2.6
E00039945,31.9,35.2,2.9,28.6,1.4
E00039946,23,44.2,0.9,31.9,0
E00040031,34.8,40.6,1.9,19.8,2.9
E00040033,40.9,35,5.2,16.8,2.1
E00040044,45.1,34.8,4.9,12.9,2.3
E00040045,41.7,33.6,4.9,16.2,3.6
E00040046,37.6,28.9,6.9,21.6,5
E00040047,40.9,35.1,4.7,14,5.3
E00040048,55.2,24.5,6.8,10.9,2.6
E00040049,42.1,31,5,16.9,5
E00040050,43.7,33.7,3.2,15.5,3.9
E00040051,36.7,38.5,4,17.3,3.5
E00040052,38.6,37.7,3.4,15.5,4.8
E00040053,31.2,39.7,6,20.1,3
E00040054,55.6,25.5,7.7,8.2,3.1
E00040056,48.7,26.6,3.9,17.8,3
E00040057,39,37.3,2.5,18.2,3
E00040058,37.7,42,4,13.4,2.9
E00040059,29.7,47.2,4.2,15.4,3.4
E00040216,48.7,31,3.4,12.9,3.9
E00040217,30.4,46.4,5,16,2.2
E00040218,39.5,31.8,5.6,17.6,5.6
E00040219,37.1,41.7,5.8,13.8,1.7
E00040221,32.7,35.3,10.3,13.6,8.1
E00040222,32.6,39.8,3.2,20.4,4.1
E00040223,34.8,35.4,5,23.1,1.8
E00040224,31.3,46,3.8,14.2,4.7
E00040225,42.8,32.7,6.3,13.2,5
E00040226,49.4,23.5,7.4,16.7,3.1
E00040227,36.3,42.6,5.4,13,2.7
E00040228,26,48.8,5.8,16.1,3.3
E00040229,38.6,32.3,5.9,19,4.2
E00040230,42.3,29.5,4.4,18.9,4.8
E00040231,29.8,40.4,7.4,18.8,3.7
E00040232,37.8,34.6,5.7,17.5,4.5
E00040233,19.4,52.4,7.5,18.3,2.4
E00040234,39.1,30.9,6.8,22.7,0.5
E00040235,36.6,36.2,8,16.5,2.7
E00040236,27.4,42.1,5,22.7,2.7
E00040237,41.7,29.7,3.9,20.1,4.6
E00040238,47.3,27.9,5.4,17.1,2.3
E00040239,44.2,29.4,5.2,17.1,4.1
E00040240,35,27.8,5.6,24.8,6.9
E00040241,32.7,31,4,26.5,5.8
E00040242,48.9,21.9,4.2,22.8,2.1
E00040243,41.6,30.5,7.1,16.4,4.4
E00040244,34.3,38.6,5.8,16.9,4.3
E00040245,40.7,31.6,3.4,20.5,3.8
E00040246,27.3,51.6,4.2,14.5,2.4
E00040247,31,37.4,3.8,23.7,4.1
E00040248,29.3,39.6,3.5,22.3,5.3
E00040249,45.2,24.4,3.3,22.7,4.3
E00040250,40,31.1,5.3,19.1,4.4
E00040251,28.2,35.9,7.2,25.4,3.3
E00040252,47.8,21.9,4,23.7,2.7
E00040253,53.9,27.7,1.9,13.1,3.4
E00040254,24.8,43.7,6.8,21.8,2.9
E00040255,37,43.9,4.6,12.5,2
E00040256,34,44.7,4.1,14.8,2.5
E00040257,35.2,37,6.8,17.8,3.2
E00040258,35.1,35.6,3.1,20.9,5.3
E00040259,27.4,47.9,6.8,15.8,2.1
E00040260,35.7,35.1,12.3,14.3,2.6
E00040261,33.2,36.7,3.5,23,3.5
E00040262,36.7,43.2,7.5,10.1,2.5
E00040263,28.4,48.3,4.3,16.8,2.2
E00040264,29.5,40.6,6.5,22.1,1.4
E00040265,31,43.7,5.2,18.8,1.4
E00040266,35.5,35.9,3.4,21.4,3.8
E00040267,32.7,33.2,8.5,22.4,3.1
E00040268,30.7,43.2,6.6,17,2.5
E00040269,39.7,38.4,7.9,12.2,1.7
E00040270,35.1,39.3,5.6,17,3
E00040271,28.8,34.6,5.1,28.4,3.1
E00040589,35.2,38.1,4.5,18.4,3.8
E00040800,24.9,36.2,11.4,23.1,4.4
E00040801,34,41.7,6.9,14.3,3.1
E00040802,32.7,34.1,9.8,20,3.4
E00040803,34,40.3,3.4,18.4,3.9
E00040804,28.8,43.1,6.8,18.3,3.1
E00040805,20.9,44,11.6,19.1,4.4
E00040806,34.8,37,6.5,15.8,6
E00040807,28.6,44.5,8.4,15.5,2.9
E00040808,33.3,43.4,5.4,15.1,2.7
E00040809,18.8,41.6,9.2,27.6,2.8
E00040810,32.8,38.7,5.9,19.3,3.4
E00040811,28.9,41.9,3.2,23.7,2.4
E00040819,25.9,45.9,4.3,19.6,4.3
E00040821,34.2,42.5,7.3,14.5,1.6
E00040822,20.5,35.6,8.6,32.7,2.6
E00040823,36.6,43.7,4.9,10.4,4.4
E00040824,27.6,50.6,8.2,13.2,0.4
E00040825,28.1,39.6,6.9,21.5,3.8
E00040826,22.8,45.2,7.3,21,3.7
E00040827,23.3,49,13.3,11.9,2.4
E00040828,32,40.2,7,16.8,4.1
E00040829,32.3,38.9,7.5,18.1,3.1
