areacd,in_full_time_education-001,in_full_time_education-002
E00039212,11.4,88.6
E00039223,23.2,76.8
E00039224,26.9,73.1
E00039229,17.2,82.8
E00039231,20,80
E00039747,19.8,80.2
E00039748,23.6,76.4
E00039750,27.9,72.1
E00039751,14.8,85.2
E00039752,26.3,73.7
E00039753,17,83
E00039754,18.5,81.5
E00039755,36.5,63.5
E00039756,21.5,78.5
E00039757,25.8,74.2
E00039758,11.2,88.8
E00039759,13.8,86.2
E00039760,16.5,83.5
E00039761,14.9,85.1
E00039762,24.8,75.2
E00039763,8.6,91.4
E00039764,29.7,70.3
E00039765,27.2,72.8
E00039766,31.1,68.9
E00039767,29.4,70.6
E00039768,13.8,86.2
E00039769,30.1,69.9
E00039770,28.6,71.4
E00039771,18.9,81.1
E00039772,15.4,84.6
E00039773,14.9,85.1
E00039774,19.8,80.2
E00039775,35,65
E00039776,21.2,78.8
E00039777,20.8,79.2
E00039778,15.6,84.4
E00039779,23.7,76.3
E00039780,20.2,79.8
E00039781,18.5,81.5
E00039782,30,70
E00039783,24.1,75.9
E00039784,27.7,72.3
E00039785,28.9,71.1
E00039786,15.4,84.6
E00039787,13.9,86.1
E00039788,33,67
E00039789,9.2,90.8
E00039791,5.6,94.4
E00039792,29.2,70.8
E00039793,22.8,77.2
E00039794,21.4,78.6
E00039795,17.9,82.1
E00039796,30.4,69.6
E00039797,7.7,92.3
E00039798,21.1,78.9
E00039799,10.3,89.7
E00039851,26.8,73.2
E00039852,36.4,63.6
E00039853,27.6,72.4
E00039854,29,71
E00039856,17.8,82.2
E00039858,36.2,63.8
E00039859,38,62
E00039860,31,69
E00039861,25.8,74.2
E00039862,28.1,71.9
E00039863,42.3,57.7
E00039864,30.8,69.2
E00039865,26.9,73.1
E00039866,36.4,63.6
E00039867,31.7,68.3
E00039868,38.4,61.6
E00039869,37.1,62.9
E00039870,31.1,68.9
E00039871,26.4,73.6
E00039876,32.3,67.7
E00039877,21.1,78.9
E00039878,24.3,75.7
E00039879,16.9,83.1
E00039880,22.4,77.6
E00039881,17.5,82.5
E00039882,24.7,75.3
E00039883,27.7,72.3
E00039884,22.4,77.6
E00039885,12.4,87.6
E00039886,21.1,78.9
E00039887,29.7,70.3
E00039888,24.3,75.7
E00039889,27.8,72.2
E00039890,24.2,75.8
E00039891,31.3,68.7
E00039892,18.9,81.1
E00039893,27.4,72.6
E00039894,33,67
E00039895,18.8,81.2
E00039896,26.8,73.2
E00039898,35.9,64.1
E00039906,14.8,85.2
E00039908,29.4,70.6
E00039943,28.9,71.1
E00039944,35,65
E00039945,35.6,64.4
E00039946,22.6,77.4
E00040031,34.4,65.6
E00040033,31.4,68.6
E00040044,29.3,70.7
E00040045,24.6,75.4
E00040046,28.7,71.3
E00040047,18.6,81.4
E00040048,21.1,78.9
E00040049,30.8,69.2
E00040050,31.7,68.3
E00040051,28.5,71.5
E00040052,28.1,71.9
E00040053,29.8,70.2
E00040054,15.8,84.2
