geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00085001,69,7.5,23.4
E00085002,64.5,7.3,28.1
E00085003,70.3,4.4,25.3
E00085005,78.5,4.9,16.6
E00085006,69.5,3.8,26.7
E00085007,73,5.8,21.2
E00085008,75,4.2,20.8
E00085009,67.1,11,21.9
E00085010,75.5,5.9,18.6
E00085011,76.7,3.9,19.4
E00085012,73.1,6.3,20.7
E00085013,73.8,6.6,19.7
E00085014,72.9,4.5,22.6
E00085015,68,5.9,26
E00085016,78,7.5,14.5
E00085017,78.7,4.3,17
E00085018,77.9,2.5,19.7
E00085019,78.9,5.4,15.7
E00085020,71.3,7.3,21.5
E00085021,78.1,4.9,17
E00085022,78.5,6,15.5
E00085023,73.8,4.6,21.5
E00085024,81.1,1.9,17
E00085025,74.1,5.9,20
E00085026,71.3,5.4,23.3
E00085027,85.3,2.2,12.5
E00085028,81.9,5.6,12.5
E00085029,75.8,7.2,16.9
E00085030,81.3,3.1,15.5
E00085031,80.2,5.8,14
E00085032,65.7,5.3,29
E00085033,82.7,4.6,12.7
E00085034,74.3,8.1,17.6
E00085035,74.1,8.5,17.4
E00085036,73.5,3.3,23.3
E00085037,80.1,2.2,17.7
E00085038,80.4,3.6,16
E00085039,82.2,4.7,13.1
E00085040,85.8,3.4,10.8
E00085041,61.5,2.8,35.8
E00085042,88.1,1.3,10.7
E00085043,80.8,3,16.2
E00085044,75.9,7,17.1
E00085046,80.9,5.5,13.6
E00085047,60.7,5.6,33.7
E00085048,82.9,3.7,13.4
E00085049,75.3,5.7,19
E00085050,76.5,5.9,17.6
E00085051,81.6,4.7,13.7
E00085053,77.2,6.1,16.8
E00085056,81.5,4.4,14.1
E00085057,90.3,2.1,7.7
E00085060,79.8,3,17.2
E00085064,82.3,4.2,13.5
E00085065,84.1,3.2,12.7
E00085066,78.8,3.4,17.9
E00085069,68.8,4.1,27.1
E00085071,73.7,4.7,21.6
E00085073,73.7,6.9,19.4
E00085074,84,3.7,12.3
E00085075,74.2,5.2,20.6
E00085077,75.4,6.1,18.5
E00085078,79.6,0.4,20
E00085079,78,4.6,17.4
E00085080,80.1,4.9,15
E00085081,85.2,1.4,13.4
E00085082,73.9,1.4,24.6
E00085083,76.6,5.2,18.2
E00085084,74.5,5.9,19.6
E00085085,78,6.3,15.7
E00085086,73.6,5,21.3
E00085087,71,4.4,24.6
E00085088,84.7,2.1,13.2
E00085089,93.7,0.9,5.5
E00085090,84.6,3.6,11.9
E00085091,94.1,1.8,4.1
E00085092,91.1,1.2,7.7
E00085093,92.6,0.9,6.6
E00085094,90.4,0,9.6
E00085095,92,0.9,7.2
E00085096,90.5,3,6.6
E00085097,82.5,1.3,16.2
E00085098,83,3.5,13.5
E00085099,76.4,4.2,19.4
E00085100,83.2,3.2,13.5
E00085101,82.1,5,12.9
E00085102,78.8,3.9,17.3
E00085103,72.5,4.5,23
E00085104,67.1,3.5,29.5
E00085105,74.4,2,23.5
E00085106,81.2,3.1,15.7
E00085107,66.2,8.9,24.9
E00085108,77.7,3.1,19.2
E00085109,83.3,3.2,13.6
E00085110,70.4,4.1,25.5
E00085111,79.2,3.2,17.6
E00085112,79.8,5.4,14.8
E00085113,80.6,3.9,15.5
E00085114,90.8,1.3,7.9
E00085115,86.4,2.1,11.6
E00085116,92.7,1.8,5.5
E00085117,93.4,2,4.6
E00085118,93.8,0,6.3
E00085119,88,3.3,8.7
E00085120,94,2,4
E00085121,86.9,5.5,7.6
E00085122,88.9,3.3,7.8
E00085123,93.3,1.3,5.4
E00085124,94.1,0,5.9
E00085125,87.2,2.7,10.1
E00085126,85.9,3.8,10.2
E00085127,90.2,0.5,9.3
E00085128,90.1,2.6,7.3
E00085129,85.8,0,14.2
E00085130,95.4,1.7,2.9
E00085131,74.3,3.8,21.8
E00085132,86.2,3.7,10
E00085133,62.5,3.9,33.6
E00085134,80.5,1.9,17.7
E00085135,74.5,4.9,20.6
E00085136,73.8,3.5,22.7
E00085137,74.9,4.2,20.9
E00085138,75.9,3.8,20.3
E00085139,83.5,3.2,13.3
E00085140,80.6,5.1,14.4
E00085141,84.1,2.3,13.5
E00085142,83.6,3.7,12.7
E00085143,80,5.3,14.7
E00085144,77.5,6.9,15.7
E00085146,67.7,5.4,26.9
E00085147,83.5,8,8.5
E00085148,83.3,4.2,12.5
