geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00085001,36.4,6.3,47.6,9.8
E00085002,40.2,12,42.3,5.6
E00085003,34.2,8.7,44.9,12.2
E00085005,27.6,9,55.1,8.3
E00085006,31.8,7.6,51.8,8.8
E00085007,29.9,8,50.8,11.4
E00085008,32.9,10.8,46.1,10.2
E00085009,30.1,9.7,47.8,12.4
E00085010,29.6,10.1,47.3,13
E00085011,33.7,6.6,50,9.6
E00085012,45.7,8.7,37,8.7
E00085013,26.6,8.9,53.2,11.4
E00085014,32.2,14.6,45.2,8
E00085015,34.5,10,42.7,12.7
E00085016,25,11.4,54.3,9.3
E00085017,40,10.7,40.7,8.7
E00085018,29.5,9.6,53,7.8
E00085019,29.9,4.5,53.7,11.9
E00085020,30.5,10,55.8,3.7
E00085021,21.6,8.6,59.3,10.5
E00085022,28.5,11.3,49,11.3
E00085023,17.3,16.3,56.1,10.2
E00085024,27.3,12.1,50,10.6
E00085025,38.9,5.7,44,11.4
E00085026,25.9,11.7,50,12.3
E00085027,32.5,10.8,51.8,4.8
E00085028,23.3,8.7,52.4,15.5
E00085029,24.5,11.2,51.7,12.6
E00085030,29.1,11.3,50.4,9.2
E00085031,31.8,11.6,48.6,8.1
E00085032,24.6,9.7,53.7,12
E00085033,21.8,8.9,51.5,17.8
E00085034,24.2,8.1,58.9,8.9
E00085035,34,4.7,54.5,6.8
E00085036,25.2,8.6,51.1,15.1
E00085037,32.4,8.8,51.5,7.4
E00085038,33.3,9.5,49.2,7.9
E00085039,28.4,11.2,50.7,9.7
E00085040,29.1,4.9,56.3,9.7
E00085041,30.7,8.7,49.6,11
E00085042,42.5,11.5,41.4,4.6
E00085043,27,7.3,52.6,13.1
E00085044,32.5,10.6,50.4,6.5
E00085046,29.4,13.3,44.1,13.3
E00085047,39.7,5.7,42.4,12.2
E00085048,38.1,8.5,44.1,9.3
E00085049,32.3,8.2,53.2,6.3
E00085050,31,11.7,43.9,13.5
E00085051,23.9,10.6,56.6,8.8
E00085053,35.4,7.3,50,7.3
E00085056,33.6,12.6,44.8,9.1
E00085057,23.1,8.5,59.2,9.2
E00085060,36.4,4.5,46.4,12.7
E00085064,24.8,12.4,47.8,15
E00085065,28.6,17.9,50,3.6
E00085066,24.2,8.1,57.6,10.1
E00085069,40.4,12.8,31.9,14.9
E00085071,31,11.7,51,6.2
E00085073,33,6.4,51.4,9.2
E00085074,30.2,11.9,51.6,6.3
E00085075,28.6,13.7,48.4,9.3
E00085077,27.2,4.5,54,14.4
E00085078,27.1,11,48.4,13.5
E00085079,33.6,6.4,51.4,8.6
E00085080,27,7.3,60.6,5.1
E00085081,32.4,7.4,54.4,5.9
E00085082,33.3,12.4,48.8,5.4
E00085083,25,9.6,53.8,11.5
E00085084,31,9.7,48.7,10.6
E00085085,35.3,13.2,43.1,8.3
E00085086,40.5,7.7,44.6,7.1
E00085087,34.2,9.9,48.7,7.2
E00085088,26.3,10.2,56.8,6.8
