geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00085001,81,4.1,0.7,14.3
E00085002,72.4,8.6,0,19
E00085003,82.4,4.7,1.2,11.8
E00085005,90.2,4.5,1.5,3.8
E00085006,80,14.3,1.4,4.3
E00085007,84.6,5.1,0.9,9.3
E00085008,78.2,9.5,0,12.2
E00085009,85.6,1.1,2.2,11.1
E00085010,82.5,6.3,0.6,10.6
E00085011,78.4,5,0,16.5
E00085012,83.8,3.6,2.7,9.9
E00085013,84.3,7.4,0,8.3
E00085014,84.5,4.3,0.6,10.6
E00085015,79.4,3.7,0,16.8
E00085016,85.5,6.5,0.8,7.3
E00085017,83.1,7.4,0,9.6
E00085018,86.8,8.5,0.8,3.9
E00085019,91.2,4.4,0.9,3.5
E00085020,75.2,6.1,1.2,17.6
E00085021,89.7,5.1,2.9,2.2
E00085022,85.6,7.2,0,7.2
E00085023,87.9,6.1,1,5.1
E00085024,90.6,3.8,1.9,3.8
E00085025,81.7,9.2,0,9.2
E00085026,82.6,6.1,0.8,10.6
E00085027,93.7,1.3,0,5.1
E00085028,90.9,4.5,0,4.5
E00085029,83.6,9.5,0,6.9
E00085030,87.4,2.7,1.8,8.1
E00085031,83.7,6.8,0.7,8.8
E00085032,78.9,7.2,0.7,13.2
E00085033,84.3,6.9,2.9,5.9
E00085034,89.2,1.7,0.8,8.3
E00085035,80.8,8.6,0,10.6
E00085036,81.1,3.8,0,15.2
E00085037,88.8,5.2,0.9,5.2
E00085038,93.7,0.8,0,5.6
E00085039,89.2,1.7,0,9.2
E00085040,93.2,2.5,0,4.2
E00085041,75.6,3.8,1.5,19.1
E00085042,89.6,2.8,0,7.5
E00085043,88.1,4,0,7.9
E00085044,87.3,4.5,0.9,7.3
E00085046,89.7,3.7,0,6.6
E00085047,69.3,9.4,2.1,19.3
E00085048,93.7,5.4,0,0.9
E00085049,87.2,2.7,1.4,8.8
E00085050,85.8,5.2,0.6,8.4
E00085051,87.9,5.2,0,6.9
E00085053,89.3,5.8,0.8,4.1
E00085056,93.1,3.1,0.8,3.1
E00085057,94.6,2.7,0,2.7
E00085060,85.1,3.3,1.7,9.9
E00085064,92.8,2.4,0,4.8
E00085065,86.5,6.7,1,5.8
E00085066,81.7,10.1,0,8.3
E00085069,77.9,4.5,1.9,15.6
E00085071,86.4,6.8,0,6.8
E00085073,79.2,7.5,0.9,12.3
E00085074,90.5,4.3,0,5.2
E00085075,81.1,3,0.8,15.2
E00085077,81.3,8.1,3.1,7.5
E00085078,85,4.3,0.7,10
E00085079,87.9,6.1,2.3,3.8
E00085080,89.4,2.4,0.8,7.3
E00085081,92.3,3,0,4.7
E00085082,81.7,5.8,0.8,11.7
E00085083,86.2,6.2,1.4,6.2
E00085084,85.1,8.9,1,5
E00085085,87.7,7,0,5.3
E00085086,84.8,7.2,0.7,7.2
E00085087,79.7,8.9,2.4,8.9
E00085088,93.9,3.5,0,2.6
E00085089,94.2,2.5,0.8,2.5
E00085090,90.5,6.9,0,2.6
E00085091,90.7,5.9,0.8,2.5
E00085092,89.3,7.4,2,1.3
E00085093,89,4.7,3.1,3.1
E00085094,87,3.7,0,9.3
E00085095,88,5.1,4.3,2.6
E00085096,83.8,8.1,2.7,5.4
E00085097,86.1,4.1,2.5,7.4
E00085098,90.8,3.8,0,5.4
E00085099,86.3,2.9,0,10.8
E00085100,90.2,5.2,1.7,2.9
E00085101,90.9,5,0,4.1
E00085102,88,7.2,0.8,4
E00085103,81.4,10.9,0,7.7
E00085104,84.7,4.6,1.5,9.2
E00085105,78.7,10.7,2.5,8.2
E00085106,90.2,4.5,0,5.3
E00085107,78.1,6.1,1.8,14
E00085108,85.2,8.7,0,6.1
E00085109,88.9,7.1,0,4
E00085110,80,5.4,0,14.6
E00085111,88.4,6.2,0,5.4
E00085112,87.5,5,0.8,6.7
E00085113,87.6,5.5,0,6.9
E00085114,90.6,7.3,0,2.1
E00085115,90.2,2.7,3.6,3.6
E00085116,92.9,2,4.1,1
E00085117,91.7,2.3,2.3,3.8
E00085118,92,3,2,3
E00085119,86.4,5.6,1.6,6.4
E00085120,92.8,2.1,3.1,2.1
E00085121,85.2,10.9,0.8,3.1
E00085122,84.1,10.3,0.9,4.7
E00085123,90.7,2.8,1.9,4.7
E00085124,93.3,1.7,0.8,4.2
E00085125,84.9,3.3,2.6,9.2
E00085126,89.3,6.1,2.3,2.3
E00085127,95.3,1.9,0,2.8
E00085128,91.3,0,0,8.7
