areacd,in_full_time_education-001,in_full_time_education-002
E00140750,18,82
E00140752,17,83
E00140753,17.1,82.9
E00140754,12.1,87.9
E00140755,15,85
E00140756,18.4,81.6
E00140757,14.4,85.6
E00140758,17.4,82.6
E00140759,15.8,84.2
E00140760,12.9,87.1
E00140761,7.7,92.3
E00140762,10.2,89.8
E00140763,12.5,87.5
E00140764,12.5,87.5
E00140765,14.7,85.3
E00140766,24.1,75.9
E00140767,21.3,78.7
E00140769,15.6,84.4
E00140770,14.6,85.4
E00140771,17.1,82.9
E00140772,19.9,80.1
E00140773,18.2,81.8
E00140774,7.5,92.5
E00140775,17.1,82.9
E00140776,15.2,84.8
E00140777,16.7,83.3
E00140778,20.6,79.4
E00140790,12.6,87.4
E00140791,21.1,78.9
E00140793,13.1,86.9
E00140795,20.4,79.6
E00140796,10.9,89.1
E00140799,20.6,79.4
E00140800,15,85
E00140801,17.2,82.8
E00140802,19.9,80.1
E00140803,12.6,87.4
E00140804,15.9,84.1
E00140805,19.3,80.7
E00140807,12.4,87.6
E00140808,23.5,76.5
E00140809,28.9,71.1
E00140810,29.4,70.6
E00140811,13.8,86.2
E00140812,23.1,76.9
E00140813,5.2,94.8
E00140814,18.7,81.3
E00140815,19.7,80.3
E00140816,22.4,77.6
E00140817,23.5,76.5
E00140818,16.1,83.9
E00140819,20.3,79.7
E00140820,9.3,90.7
E00140822,18.2,81.8
E00140823,20.8,79.2
E00140824,19.6,80.4
E00140825,11.5,88.5
E00140826,12.2,87.8
E00140827,14.5,85.5
E00140828,16,84
E00140829,24.5,75.5
E00140830,12.7,87.3
E00140831,20.3,79.7
E00140832,10,90
E00140833,16.4,83.6
E00140834,16.8,83.2
E00140835,17.7,82.3
E00140836,6.6,93.4
E00140837,21.8,78.2
E00140838,25.6,74.4
E00140839,24.3,75.7
E00140840,4.3,95.7
E00140841,9.7,90.3
E00140842,9.3,90.7
E00140843,2.2,97.8
E00140844,8.1,91.9
E00140845,18.2,81.8
E00140846,13.1,86.9
E00140847,15.2,84.8
E00140848,15.4,84.6
E00140849,16.1,83.9
E00140850,12.4,87.6
E00140851,14,86
E00140852,8.9,91.1
E00140853,18.9,81.1
E00140854,16.2,83.8
E00140855,7.3,92.7
E00140856,10.1,89.9
E00140857,6.5,93.5
E00140858,4.4,95.6
E00140859,11.1,88.9
E00140860,15.8,84.2
E00140861,8.9,91.1
E00140862,10.6,89.4
E00140863,23.5,76.5
E00140864,14.1,85.9
E00140865,12.7,87.3
E00140866,17.4,82.6
E00140867,15.7,84.3
E00140868,25.2,74.8
E00140869,21,79
E00140870,15.3,84.7
E00140871,22.7,77.3
E00140872,18.1,81.9
E00140873,24.5,75.5
E00140874,18.3,81.7
E00140875,14.4,85.6
E00140876,16.1,83.9
E00140877,13.9,86.1
E00140878,12.8,87.2
E00140879,12.3,87.7
E00140880,21.1,78.9
E00140881,17.3,82.7
E00140882,23.1,76.9
E00140883,15.1,84.9
E00140884,12.8,87.2
E00140885,24.2,75.8
E00140886,18.1,81.9
E00140887,23,77
E00140888,18.6,81.4
E00140889,20.9,79.1
E00140891,7.7,92.3
E00140892,11.2,88.8
E00140893,16.4,83.6
E00140894,14.7,85.3
E00140898,15,85
E00140901,15.8,84.2
E00140902,17.1,82.9
E00140903,14.9,85.1
E00140904,22.4,77.6
E00140905,14.4,85.6
E00140906,15.4,84.6
E00140907,18.5,81.5
E00140908,16.1,83.9
E00140909,16.1,83.9
E00140910,15.2,84.8
E00140911,14.1,85.9
E00140912,15.2,84.8
E00140913,16.2,83.8
E00140914,8.8,91.2
E00140915,17.7,82.3
E00140916,16.4,83.6
E00140917,13.7,86.3
E00140918,13,87
E00140919,9.7,90.3
E00140920,19.3,80.7
E00140921,13.3,86.7
E00140922,10.2,89.8
E00140923,11.4,88.6
E00140924,13.6,86.4
E00140925,9.2,90.8
E00140926,10.2,89.8
E00140927,13.1,86.9
E00140928,22.1,77.9
E00140929,7.3,92.7
E00140930,15.6,84.4
E00140931,18.4,81.6
E00140932,19.6,80.4
E00140933,13.5,86.5
E00140934,18.7,81.3
E00140935,16.3,83.7
E00140936,9.8,90.2
E00140937,18.7,81.3
E00140938,15.4,84.6
E00140939,21.7,78.3
E00140940,9.6,90.4
E00140941,12.9,87.1
E00140942,24.7,75.3
E00140943,9.6,90.4
E00140944,23.2,76.8
E00140945,20.7,79.3
E00140946,8.8,91.2
E00140947,17.8,82.2
E00140948,16.6,83.4
E00140949,22.8,77.2
E00140950,27.5,72.5
E00140951,25.7,74.3
E00140953,12.2,87.8
E00140954,9.4,90.6
E00140955,8.4,91.6
E00140956,19.5,80.5
E00140957,15.6,84.4
E00140958,10,90
E00140959,4.9,95.1
E00140960,7,93
E00140961,5,95
E00140962,13.9,86.1
E00140963,6.5,93.5
E00140964,6.7,93.3
E00140965,13.2,86.8
E00140966,9.5,90.5
E00140967,18.6,81.4
E00140968,11.8,88.2
E00140969,12.7,87.3
E00140970,10.1,89.9
E00140971,7.5,92.5
E00140972,7.9,92.1
E00140973,11,89
E00140974,16.1,83.9
E00140975,14.2,85.8
E00140976,18.3,81.7
E00140977,12.4,87.6
E00140978,16.1,83.9
E00140979,13.6,86.4
E00140980,19.5,80.5
E00140981,16,84
E00140982,17.6,82.4
E00140983,12.8,87.2
E00140984,13.8,86.2
