areacd,disability_3a-001,disability_3a-002
E00140750,19.3,80.7
E00140752,11,89
E00140753,5.8,94.2
E00140754,17.6,82.4
E00140755,13.4,86.6
E00140756,8.7,91.3
E00140757,10.5,89.5
E00140758,11.2,88.8
E00140759,17.4,82.6
E00140760,16.3,83.8
E00140761,15.5,84.5
E00140762,15.1,84.9
E00140763,21.4,78.6
E00140764,11.7,88.3
E00140765,15.6,84.4
E00140766,13.5,86.5
E00140767,19,81
E00140769,11.9,88.1
E00140770,17.8,82.2
E00140771,19.4,80.6
E00140772,9.2,90.8
E00140773,13.9,86.1
E00140774,29.1,70.9
E00140775,15.6,84.4
E00140776,19.2,80.8
E00140777,9.8,90.2
E00140778,9,91
E00140790,13.8,86.2
E00140791,9.3,90.7
E00140793,9,91
E00140795,10.3,89.7
E00140796,18.7,81.3
E00140799,15,85
E00140800,14.8,85.2
E00140801,15.1,84.9
E00140802,25,75
E00140803,14.5,85.5
E00140804,13.9,86.1
E00140805,16.7,83.3
E00140807,12.2,87.8
E00140808,23.2,76.8
E00140809,24.4,75.6
E00140810,17.4,82.6
E00140811,18.4,81.6
E00140812,18.3,81.7
E00140813,37.6,62.4
E00140814,8.8,91.2
E00140815,20.5,79.5
E00140816,14.7,85.3
E00140817,20.2,79.8
E00140818,13.7,86.3
E00140819,19.3,80.7
E00140820,31.2,68.8
E00140822,17.8,82.2
E00140823,9,91
E00140824,18.8,81.3
E00140825,19.4,80.6
E00140826,23.6,76.4
E00140827,11.2,88.8
E00140828,14.2,85.8
E00140829,10.5,89.5
E00140830,12.2,87.8
E00140831,21,79
E00140832,28.1,71.9
E00140833,21.6,78.4
E00140834,16,84
E00140835,15.8,84.2
E00140836,31.7,68.3
E00140837,10.1,89.9
E00140838,30.4,69.6
E00140839,17.7,82.3
E00140840,18.2,81.8
E00140841,16.6,83.4
E00140842,14.2,85.8
E00140843,19.7,80.3
E00140844,17,83
E00140845,15.8,84.2
E00140846,14.9,85.1
E00140847,8.3,91.7
E00140848,17.9,82.1
E00140849,10.1,89.9
E00140850,15.2,84.8
E00140851,14.7,85.3
E00140852,15.2,84.8
E00140853,7.7,92.3
E00140854,13.9,86.1
E00140855,13.6,86.4
E00140856,14.7,85.3
E00140857,19.6,80.4
E00140858,26.2,73.8
E00140859,16.1,83.9
E00140860,19.7,80.3
E00140861,15.1,84.9
E00140862,15.1,84.9
E00140863,8.2,91.8
E00140864,19.8,80.2
E00140865,11.8,88.2
E00140866,23.8,76.2
E00140867,17.6,82.4
E00140868,24.6,75.4
E00140869,8.3,91.7
E00140870,12.3,87.7
E00140871,10.7,89.3
E00140872,17.4,82.6
E00140873,8.9,91.1
E00140874,18.2,81.8
E00140875,19,81
E00140876,16.7,83.3
E00140877,20.9,79.1
E00140878,19,81
E00140879,19.8,80.2
E00140880,16.4,83.6
E00140881,20.9,79.1
E00140882,7.2,92.8
E00140883,15.5,84.5
E00140884,16.1,83.9
E00140885,9.6,90.4
E00140886,16.8,83.2
E00140887,14.2,85.8
E00140888,11.6,88.4
E00140889,11.3,88.7
E00140891,13.8,86.2
E00140892,11.7,88.3
E00140893,11.8,88.2
E00140894,11.8,88.2
E00140898,13.2,86.8
E00140901,13,87
E00140902,11.9,88.1
E00140903,11.7,88.3
E00140904,19.5,80.5
E00140905,17.2,82.8
E00140906,21.1,78.9
E00140907,13.1,86.9
E00140908,8.8,91.2
E00140909,22.2,77.8
E00140910,23.3,76.7
E00140911,25.6,74.4
E00140912,18.1,81.9
E00140913,18.8,81.2
E00140914,25.4,74.6
E00140915,12.5,87.5
E00140916,20.8,79.2
E00140917,13.3,86.7
E00140918,17.4,82.6
E00140919,36,64
E00140920,12.6,87.4
E00140921,18,82
E00140922,19,81
E00140923,25.1,74.9
E00140924,13.7,86.3
E00140925,15.4,84.6
E00140926,12.1,87.9
E00140927,19.4,80.6
E00140928,12.3,87.7
E00140929,18.8,81.2
E00140930,14.9,85.1
E00140931,11.1,88.9
E00140932,17,83
E00140933,18.6,81.4
E00140934,12.5,87.5
E00140935,17.7,82.3
E00140936,20.5,79.5
E00140937,7.4,92.6
E00140938,9.4,90.6
E00140939,15.7,84.3
E00140940,15.3,84.7
E00140941,15.2,84.8
E00140942,14.1,85.9
E00140943,19.9,80.1
E00140944,16.1,83.9
E00140945,19.4,80.6
E00140946,14.6,85.4
E00140947,20.3,79.7
E00140948,14.8,85.2
E00140949,9,91
E00140950,17.4,82.6
E00140951,14.4,85.6
E00140953,12.6,87.4
E00140954,30.9,69.1
E00140955,20.8,79.2
E00140956,12.3,87.7
E00140957,15.6,84.4
E00140958,13.7,86.3
E00140959,18.2,81.8
E00140960,15.5,84.5
E00140961,19.2,80.8
E00140962,10.4,89.6
E00140963,15.3,84.7
E00140964,26.5,73.5
E00140965,16.3,83.7
E00140966,13.7,86.3
E00140967,13.7,86.3
E00140968,21.4,78.6
E00140969,21.3,78.7
E00140970,14.7,85.3
E00140971,16.9,83.1
E00140972,12.2,87.8
E00140973,10.5,89.5
E00140974,16.6,83.4
E00140975,13.5,86.5
E00140976,11.9,88.1
E00140977,19.5,80.5
E00140978,18.8,81.2
E00140979,14.6,85.4
E00140980,13.1,86.9
E00140981,16.1,83.9
E00140982,13.9,86.1
E00140983,11,89
E00140984,16.2,83.8
E00140985,19.5,80.5
E00141006,17.6,82.4
E00141012,16.5,83.5
E00141014,15.1,84.9
E00141015,19.6,80.4
E00141016,18,82
E00141017,14.8,85.2
E00141018,15.4,84.6
E00141019,14.2,85.8
E00141020,15.7,84.3
E00141021,18.4,81.6
E00141022,14.3,85.7
E00141023,11.6,88.4
E00141024,10.8,89.2
E00141025,18.6,81.4
E00141026,14.9,85.1
E00141027,14.9,85.1
E00141028,19.1,80.9
E00141029,20.4,79.6
E00141030,16.4,83.6
E00141031,19.9,80.1
E00141032,16.5,83.5
E00141033,14.6,85.4
E00141034,15.6,84.4
E00141035,16.7,83.3
E00141036,15.3,84.7
E00141039,12.9,87.1
E00141040,16.4,83.6
E00141041,12.7,87.3
E00141044,19.9,80.1
E00141045,10,90
E00141055,6,94
E00141056,13.9,86.1
E00141057,13.2,86.8
E00141058,18.5,81.5
E00141059,14.2,85.8
E00141060,11.1,88.9
E00141061,12.7,87.3
E00141062,16.2,83.8
E00141063,21.1,78.9
E00141064,13.2,86.8
E00141065,13.7,86.3
E00141066,10.6,89.4
E00141067,12.1,87.9
E00141068,8.3,91.7
E00141069,12.5,87.5
E00141071,24.2,75.8
E00141072,11.8,88.2
E00141074,13.9,86.1
E00141077,17.1,82.9
E00141078,16.6,83.4
E00141079,16.1,83.9
E00141080,17.9,82.1
E00141087,14.8,85.2
E00141088,12.1,87.9
E00141089,12.5,87.5
E00141094,10.2,89.8
E00141095,12.7,87.3
E00141096,16.3,83.7
E00141097,16.3,83.7
E00141098,17.6,82.4
E00141099,13.6,86.4
E00141100,14.8,85.2
E00141101,18.5,81.5
E00141102,16.9,83.1
E00141103,24.2,75.8
E00141104,16.8,83.2
E00141105,33,67
E00141106,15.7,84.3
E00141107,26.7,73.3
E00141108,16.2,83.8
E00141109,15.6,84.4
E00141110,23.2,76.8
E00141111,24.1,75.9
E00141112,20.8,79.2
E00141113,20.6,79.4
E00141114,12.8,87.2
E00141115,15.4,84.6
E00141116,17.7,82.3
E00141117,19.4,80.6
E00141118,31.1,68.9
E00141119,38.8,61.2
E00141120,14.3,85.7
E00141121,17.5,82.5
E00141122,16.1,83.9
E00141123,13,87
E00141124,16.7,83.3
E00141125,21.7,78.3
E00141126,16.1,83.9
E00141127,16,84
E00141128,17.4,82.6
E00141129,18.8,81.2
E00141130,20.5,79.5
E00141131,24.8,75.2
E00141133,15.2,84.8
E00141134,19.6,80.4
E00141136,25.5,74.5
E00141137,7.8,92.2
E00141138,16.6,83.4
E00141139,14.9,85.1
E00141140,17.3,82.7
E00141141,11.4,88.6
E00141142,14.7,85.3
E00141143,17.1,82.9
E00141144,20.5,79.5
E00141145,15.8,84.2
E00141146,22,78
E00141147,19.9,80.1
E00141148,7.7,92.3
E00141149,10.1,89.9
E00141150,17.5,82.5
E00141151,12.9,87.1
E00141152,16.6,83.4
E00141153,10.5,89.5
E00141155,9.1,90.9
E00141156,15.2,84.8
E00141157,9.2,90.8
E00141158,7.5,92.5
E00141159,8.6,91.4
E00141160,8.6,91.4
E00141161,17.9,82.1
E00141162,13.8,86.2
E00141163,12.2,87.8
E00141164,9.5,90.5
E00141165,22.6,77.4
E00141166,17,83
E00141167,16.7,83.3
E00141168,18.2,81.8
E00141170,18.9,81.1
E00141171,20.6,79.4
E00141172,29.2,70.8
E00141173,27.4,72.6
E00141174,21.9,78.1
E00141175,18.1,81.9
E00141176,21.3,78.7
E00141177,11,89
E00141178,12.1,87.9
