areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00140750,43.4,30.9,0.7,25
E00140752,52.2,43.5,0.7,3.6
E00140753,57.3,32.7,0,10
E00140754,50,38.6,0.9,10.5
E00140755,50,36.8,0,13.2
E00140756,55.4,39.3,0,5.4
E00140757,46.5,28.3,4,21.2
E00140758,51.8,43,0.9,4.4
E00140759,60.2,35.4,0.9,3.5
E00140760,64.7,27.6,0,7.8
E00140761,59.4,31.1,2.8,6.6
E00140762,42,39.7,3.8,14.5
E00140763,61.3,26.1,2.1,10.6
E00140764,50.4,37.2,0,12.4
E00140765,47.7,33.3,3,15.9
E00140766,32.1,53.7,3,11.2
E00140767,16.9,30.6,32.3,20.2
E00140769,65.2,14.2,0,20.6
E00140770,68.7,20.1,3,8.2
E00140771,35.3,25.2,26.1,13.4
E00140772,51,35,2.8,11.2
E00140773,47.7,31.1,6,15.2
E00140774,78.6,6.9,0,14.5
E00140775,56.9,26.3,3.8,13.1
E00140776,33.1,29.8,21.9,15.2
E00140777,42.1,26.4,7.1,24.3
E00140778,41.2,30.9,2.9,25
E00140790,50.2,29.2,12.9,7.7
E00140791,58.3,23.3,1.7,16.7
E00140793,47.4,31.6,5.3,15.8
E00140795,52.4,34.1,2.4,11
E00140796,59.7,32.5,1.3,6.5
E00140799,40.1,34.5,11.3,14.1
E00140800,59.1,28,0,12.8
E00140801,51.3,34.5,6.6,7.6
E00140802,19.5,29.2,44.2,7.1
E00140803,65.9,24.2,0,9.8
E00140804,43.4,37.9,10.3,8.3
E00140805,34.6,33.8,1.5,30.1
E00140807,16.5,23.8,1.8,57.9
E00140808,24.1,25,35.7,15.2
E00140809,15.9,26.2,50.8,7.1
E00140810,17.6,24.4,53.4,4.6
E00140811,31,32.5,28.6,7.9
E00140812,26.9,38.8,26.1,8.2
E00140813,15.8,4,71.3,8.9
E00140814,40,49.6,1.6,8.8
E00140815,27.9,44.1,23,4.9
E00140816,48.3,40,0.8,10.8
E00140817,18.3,41.1,31.1,9.4
E00140818,33.6,51.5,0.7,14.2
E00140819,23.3,32.1,29,15.5
E00140820,39.2,32,0.5,28.4
E00140822,46.9,31.3,5.6,16.2
E00140823,44.8,35.9,2.1,17.2
E00140824,50.4,41,0,8.5
E00140825,47.7,31.8,1.5,18.9
E00140826,51.2,26.5,1.2,21.1
E00140827,42.3,31.7,0.8,25.2
E00140828,61.3,11.3,0,27.4
E00140829,50.5,35.1,0,14.4
E00140830,59.2,25.4,1.5,13.8
E00140831,23.9,27.4,37.6,11.1
E00140832,59.8,19.7,4.3,16.2
E00140833,45.3,30.8,8.5,15.4
E00140834,24.1,20.6,1.2,54.1
E00140835,23,31.6,2,43.4
E00140836,78.4,10.3,1,10.3
E00140837,35.4,37,5.5,22
E00140838,6.5,12.3,73.9,7.2
E00140839,40.6,39.6,13.4,6.5
E00140840,55.1,15.9,1.4,27.5
E00140841,18.3,42.3,10.6,28.8
E00140842,11.9,21.4,6.3,60.4
E00140843,66.2,14,3.2,16.6
E00140844,47.1,18.5,7.6,26.8
E00140845,19.2,33.1,13.1,34.6
E00140846,9.7,28.3,4.1,57.9
E00140847,13.9,33,3.5,49.6
E00140848,19.1,33.9,7,40
E00140849,20.9,34.8,3.5,40.9
E00140850,42.3,33.6,2.9,21.2
E00140851,28.1,25.9,9.4,36.7
E00140852,25,33.9,1.6,39.5
E00140853,21.5,35.4,0.8,42.3
E00140854,15.8,30.8,2.5,50.8
E00140855,22.3,27.1,8.4,42.2
E00140856,13.4,9.9,7.4,69.3
E00140857,26.1,15.8,8.5,49.7
E00140858,8.7,16.7,22.7,52
E00140859,51.1,24.1,0.8,24.1
E00140860,57.8,29.6,0,12.6
E00140861,24.2,8.4,4.7,62.8
E00140862,40.7,23.4,0.6,35.3
E00140863,43.4,52.2,0.9,3.5
E00140864,56.9,31,0.9,11.2
E00140865,46,38.7,1.6,13.7
E00140866,69.7,17.2,0,13.1
E00140867,53.4,37.6,0.8,8.3
E00140868,19.3,18.5,52.9,9.2
E00140869,53.2,40.5,1.8,4.5
E00140870,56,34.8,0,9.2
E00140871,48.3,42.5,0.8,8.3
E00140872,51.9,34.3,0,13.9
E00140873,51.6,43,0,5.5
E00140874,49.2,33.6,0,17.2
E00140875,41.7,40.2,2.3,15.9
E00140876,46.5,43.9,4.4,5.3
E00140877,52,29.6,1.6,16.8
E00140878,53.6,32,6.4,8
E00140879,41.9,41.1,7.8,9.3
E00140880,45.9,39.3,1.6,13.1
E00140881,28.2,23.9,39.3,8.5
E00140882,35.7,37.5,5.4,21.4
E00140883,58.3,25.6,2.2,13.9
E00140884,42.7,28.1,14.6,14.6
E00140885,40.8,44.2,10.8,4.2
E00140886,37.6,40.7,12.4,9.3
E00140887,29.2,43.1,21.5,6.2
E00140888,43.5,42.3,3,11.3
E00140889,45.2,30.7,11.4,12.7
E00140891,38.6,22.8,8.8,29.8
E00140892,47.4,20.6,0,32
E00140893,57.8,26.1,0.6,15.5
E00140894,49.5,21.4,1,28.2
E00140898,45.4,28.6,0,26.1
E00140901,54,27,4.8,14.3
E00140902,32.4,25,4.4,38.2
E00140903,56.9,21.5,1.5,20
E00140904,33.5,19.5,9.1,37.8
E00140905,63.6,27.1,0.8,8.5
E00140906,38,30.7,13.9,17.5
E00140907,48.8,38,3.9,9.3
E00140908,53.1,35.9,0,10.9
E00140909,43.5,22.5,25.4,8.7
E00140910,15.3,16.9,50,17.7
E00140911,42.1,38.9,6.3,12.7
E00140912,39.3,31.1,17.2,12.3
E00140913,50,37.5,1.4,11.1
E00140914,24,14.4,8.9,52.7
E00140915,36.2,36.2,6.3,21.3
E00140916,41.1,17.7,31.5,9.7
E00140917,55.1,33.9,0.8,10.2
E00140918,42.5,31.5,1.6,24.4
E00140919,24.4,19.8,44.8,11
E00140920,45.9,35.3,0,18.8
E00140921,25.9,23.1,25.9,25.2
E00140922,33.3,17,25.9,23.8
E00140923,56.9,34.1,0.6,8.4
E00140924,65.1,27.8,1.6,5.6
E00140925,14.5,12.4,16.7,56.5
E00140926,51.7,26.6,0.7,21
E00140927,57.5,26.9,0,15.7
E00140928,53.2,42.9,0,4
E00140929,69.1,20.8,0.7,9.4
E00140930,61.7,33,0,5.2
E00140931,46.1,48.4,0.8,4.7
E00140932,61.7,35.8,0,2.5
E00140933,67.4,26.5,0.8,5.3
E00140934,51.7,41.7,0.8,5.8
E00140935,46.9,36.7,0.8,15.6
E00140936,49.7,23.1,14.4,12.8
E00140937,49.5,46.8,0.9,2.8
E00140938,64.8,35.2,0,0
E00140939,44.3,41.4,2.1,12.1
E00140940,70,22.7,0,7.3
E00140941,65.5,33.6,0.9,0
E00140942,21.7,41.3,24.5,12.6
E00140943,54,20.1,6.5,19.4
E00140944,28.2,40.4,21.2,10.3
E00140945,21.8,27.4,44.1,6.7
E00140946,55.6,35.8,1.2,7.4
E00140947,43.4,51.3,0.9,4.4
E00140948,54.4,36.7,3.4,5.4
E00140949,46.4,39.2,0,14.4
E00140950,40,40.8,7.5,11.7
E00140951,43.1,38.2,12.7,5.9
E00140953,67.6,29.5,0,2.9
E00140954,41.2,2.9,4.4,51.5
E00140955,47.1,19.9,7.4,25.7
E00140956,53.7,26.9,0.7,18.7
E00140957,15.8,18.4,0,65.8
E00140958,7.1,11.3,14.9,66.7
E00140959,53.9,8.7,2.6,34.8
E00140960,5.6,5.6,6.1,82.7
E00140961,15,11.1,27.2,46.7
E00140962,31,27.6,1.1,40.2
E00140963,12.3,9.9,6.2,71.6
E00140964,9.8,9.3,29.5,51.3
E00140965,20.6,16.1,10.3,52.9
E00140966,35.1,13.2,2,49.7
E00140967,36.5,22.6,2.9,38
E00140968,45.2,20,3.5,31.3
E00140969,54.6,18.5,0.8,26.2
E00140970,43.1,19.4,0.5,37
E00140971,38.3,24.1,1.5,36.1
E00140972,32.8,30.3,3.4,33.6
