areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00140750,95.7,3.1,1.2
E00140752,96.8,3.2,0
E00140753,100,0,0
E00140754,100,0,0
E00140755,96.7,3.3,0
E00140756,99.3,0.7,0
E00140757,98,1.5,0.5
E00140758,99.7,0.3,0
E00140759,98.8,1.2,0
E00140760,100,0,0
E00140761,94.9,3.6,1.5
E00140762,97.3,2.7,0
E00140763,100,0,0
E00140764,97.7,2.3,0
E00140765,97.2,2.8,0
E00140766,99.4,0.3,0.3
E00140767,91.7,5.7,2.7
E00140769,99.7,0.3,0
E00140770,99.7,0.3,0
E00140771,96.3,3.7,0
E00140772,98.8,1.2,0
E00140773,99.1,0.9,0
E00140774,99.6,0.4,0
E00140775,99.2,0.3,0.6
E00140776,100,0,0
E00140777,99,1,0
E00140778,100,0,0
E00140790,96.7,2.2,1.1
E00140791,98.6,1.4,0
E00140793,99.2,0.8,0
E00140795,99,1,0
E00140796,98.8,0.6,0.6
E00140799,99.1,0.6,0.3
E00140800,100,0,0
E00140801,98.2,1.6,0.2
E00140802,93.7,6.3,0
E00140803,99.6,0.4,0
E00140804,98.1,1.9,0
E00140805,95.1,3.6,1.3
E00140807,88.7,9.4,1.9
E00140808,88.8,10,1.1
E00140809,88.2,9.3,2.5
E00140810,91.5,7.4,1.1
E00140811,93.7,5.6,0.7
E00140812,96.2,3.8,0
E00140813,94.1,5.2,0.7
E00140814,96.4,3.6,0
E00140815,96.4,2,1.6
E00140816,98.7,1.3,0
E00140817,90.2,8.2,1.6
E00140818,96.6,2.5,0.9
E00140819,94.7,5.3,0
E00140820,96.1,3.7,0.2
E00140822,98.5,0.7,0.7
E00140823,94.7,4.7,0.6
E00140824,100,0,0
E00140825,96.9,3.1,0
E00140826,97.5,2,0.5
E00140827,98.8,1.2,0
E00140828,90.9,7.7,1.4
E00140829,97.3,2.3,0.4
E00140830,97.5,2.5,0
E00140831,98.1,1.9,0
E00140832,96.3,3.7,0
E00140833,97.7,1.9,0.4
E00140834,91.2,7.3,1.5
E00140835,97.7,2.3,0
E00140836,99.4,0.6,0
E00140837,96.1,3.2,0.7
E00140838,97,3,0
E00140839,99.8,0.2,0
