areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00140750,11.8,55.1,24.3,8.8
E00140752,5.8,37,46.4,10.9
E00140753,8.3,35.8,38.5,17.4
E00140754,9.6,44.7,38.6,7
E00140755,11.5,40.4,32.7,15.4
E00140756,2.7,24.1,54.5,18.8
E00140757,7.9,49.5,28.7,13.9
E00140758,3.5,35.7,42.6,18.3
E00140759,6.2,48.7,39.8,5.3
E00140760,7.2,45.9,32.4,14.4
E00140761,13.3,54.3,24.8,7.6
E00140762,17.7,50.8,21.5,10
E00140763,20.6,53.9,19.9,5.7
E00140764,12.4,51.2,23.1,13.2
E00140765,15.8,54.1,25.6,4.5
E00140766,11.3,41.4,36.8,10.5
E00140767,27.5,40.8,25,6.7
E00140769,4.3,34,46.1,15.6
E00140770,5.1,36,43.4,15.4
E00140771,6.7,42.5,36.7,14.2
E00140772,0,45.5,40.6,14
E00140773,6.8,38.1,37.4,17.7
E00140774,19.2,55.4,19.2,6.2
E00140775,6.2,31.7,46,16.1
E00140776,5.3,40.7,39.3,14.7
E00140777,9.3,41.4,30.7,18.6
E00140778,0,32.4,33.8,33.8
E00140790,6.1,40.1,33.5,20.3
E00140791,11.7,16.7,48.3,23.3
E00140793,3.4,42.4,40.7,13.6
E00140795,8.4,30.1,39.8,21.7
E00140796,3.9,28.6,55.8,11.7
E00140799,4.3,37.4,42.4,15.8
E00140800,7.4,31.5,45.7,15.4
E00140801,7.1,31.5,43.7,17.8
E00140802,27.4,42.5,21.2,8.8
E00140803,18.9,37.9,35.6,7.6
E00140804,13.8,42.8,32.4,11
E00140805,16.5,48.1,27.1,8.3
E00140807,29.6,38.9,24.7,6.8
E00140808,34.2,43.2,19.8,2.7
E00140809,31.2,41.6,23.2,4
E00140810,35.9,40.5,19.1,4.6
E00140811,25.4,42.1,18.3,14.3
E00140812,16.5,45.9,26.3,11.3
E00140813,45.1,40.2,11.8,2.9
E00140814,5.6,37.6,46.4,10.4
E00140815,18.6,45.1,32.8,3.4
E00140816,13.1,44.3,32.8,9.8
E00140817,16.8,45.8,29.6,7.8
E00140818,9.6,51.1,28.9,10.4
E00140819,17.9,46.8,27.9,7.4
E00140820,17.5,48.5,27.8,6.2
E00140822,13.3,44.2,33.7,8.8
E00140823,12.4,45.5,35.2,6.9
E00140824,0,31.9,52.6,15.5
E00140825,17.8,49.6,25.2,7.4
E00140826,8.9,45.2,35.1,10.7
