geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00134564,73.6,12.8,13.6
E00134565,76.2,18.6,5.2
E00134566,84.6,11.3,4.1
E00134718,83,14.2,2.7
E00134748,78.3,16.6,5.1
E00134749,88.1,8.3,3.6
E00134750,87.9,9.7,2.4
E00134751,87.1,10.2,2.6
E00134752,81.4,13.2,5.4
E00134753,86.1,12,1.9
E00134754,79.1,14.7,6.2
E00134755,84.6,11.9,3.5
E00134756,87.7,10.5,1.8
E00134757,76.7,16.6,6.7
E00134758,89.1,6.3,4.6
E00134759,76.7,18.3,5
E00134760,71,19.1,10
E00134761,83.5,13.7,2.8
E00134762,74.2,21.4,4.4
E00134763,80.2,14.7,5.2
E00134764,75,18.5,6.5
E00134765,76.7,20,3.3
E00134766,77,19.6,3.3
E00134783,83.4,12.3,4.3
E00134784,83.1,13.5,3.4
E00134787,82.5,14.3,3.3
E00134788,84.9,13.4,1.7
E00134789,72.7,21.1,6.2
E00134790,74.1,18.9,7
E00134791,76.8,17.3,5.9
E00134792,83.8,14.4,1.8
E00134793,65.7,20.8,13.6
E00134794,76,17.4,6.6
E00134795,73.3,20.9,5.9
E00134796,68.1,24.8,7
E00134797,69.7,23.8,6.5
E00134798,70.1,21.9,7.9
E00134799,70.8,22.1,7.1
E00134800,77.2,19.3,3.5
E00134801,80.5,15.8,3.6
E00134802,71.7,16.2,12.1
E00134803,78.4,14.8,6.8
E00134804,75.5,18.9,5.6
E00134805,73.5,19.2,7.3
E00134806,81.8,15,3.1
E00134807,75.7,20.9,3.4
E00134808,84.2,11.5,4.3
E00134809,76.3,18,5.7
E00134810,79.9,18.3,1.8
E00134811,82.3,12.1,5.6
E00134812,79.6,16,4.4
E00134813,79,16.6,4.5
E00134814,87.6,8.6,3.8
E00134815,80.4,15.2,4.3
E00134816,79.8,14.8,5.4
E00134817,79.1,16.3,4.6
E00134818,68.8,23.3,7.9
E00134819,81.4,13.1,5.5
E00134820,85.3,10.7,4
E00134821,77,19.2,3.8
E00134822,80.3,14.7,5
E00134823,79.3,16.7,4
E00134824,76,16.9,7.1
E00134825,76.1,17.4,6.5
E00134859,86.9,9.1,4
E00134860,78.4,17.8,3.8
E00134861,87.1,10.9,2
E00134862,82.6,11.9,5.5
