geography_code,disability_3a-001,disability_3a-002
E00134564,25.2,74.8
E00134565,19.9,80.1
E00134566,15.8,84.2
E00134718,16,84
E00134748,25.4,74.6
E00134749,14.3,85.7
E00134750,17.8,82.2
E00134751,12.9,87.1
E00134752,18.9,81.1
E00134753,14.2,85.8
E00134754,20.7,79.3
E00134755,16.5,83.5
E00134756,10.5,89.5
E00134757,25.8,74.2
E00134758,10.9,89.1
E00134759,17.6,82.4
E00134760,30.7,69.3
E00134761,18.1,81.9
E00134762,20.7,79.3
E00134763,19.8,80.2
E00134764,23.9,76.1
E00134765,22.6,77.4
E00134766,23.1,76.9
E00134783,16.1,83.9
E00134784,15.7,84.3
E00134787,18.2,81.8
E00134788,17.6,82.4
E00134789,25.4,74.6
E00134790,24.7,75.3
E00134791,22.2,77.8
E00134792,16.1,83.9
E00134793,34.7,65.3
E00134794,21.3,78.7
E00134795,24.2,75.8
E00134796,26.6,73.4
E00134797,27.5,72.5
E00134798,27.7,72.3
E00134799,24.5,75.5
E00134800,22.6,77.4
E00134801,15.2,84.8
E00134802,29.7,70.3
E00134803,22,78
E00134804,20.5,79.5
E00134805,23.1,76.9
E00134806,20.8,79.2
E00134807,21.6,78.4
E00134808,17.5,82.5
E00134809,26.7,73.3
E00134810,21.2,78.8
E00134811,21.7,78.3
E00134812,15.5,84.5
E00134813,20.4,79.6
E00134814,11.1,88.9
E00134815,15.5,84.5
E00134816,23.7,76.3
E00134817,14.5,85.5
E00134818,30.3,69.7
E00134819,19.9,80.1
E00134820,14.1,85.9
E00134821,20.2,79.8
E00134822,18,82
E00134823,20.7,79.3
E00134824,23.7,76.3
E00134825,18.7,81.3
E00134859,13,87
E00134860,22,78
E00134861,12.2,87.8
E00134862,19.5,80.5
E00134863,17.6,82.4
E00134864,17.4,82.6
E00134865,20.2,79.8
E00134866,10,90
E00134867,20.8,79.2
E00134868,18.4,81.6
E00134869,14.9,85.1
E00134870,12.7,87.3
E00134871,18.6,81.4
E00134872,17.2,82.8
E00134873,15.6,84.4
E00134874,17.1,82.9
E00134875,19.5,80.5
E00134876,16.1,83.9
E00134877,17.1,82.9
E00134878,13.7,86.3
E00134879,36.5,63.5
E00134880,20.6,79.4
E00134882,18.5,81.5
E00134883,17.2,82.8
E00134884,19.2,80.8
E00134885,12.6,87.4
E00134887,16.4,83.6
E00134888,10.4,89.6
E00134889,19.8,80.2
E00134892,11.3,88.7
E00134902,14.4,85.6
E00134905,27,73
E00134906,16.8,83.2
E00134907,13.4,86.6
E00134908,28.4,71.6
E00134909,16.5,83.5
E00134910,20.3,79.7
E00134911,14.4,85.6
E00134912,15,85
E00134913,7.5,92.5
E00134914,13.6,86.4
E00134915,17.2,82.8
E00134916,19.5,80.5
E00134917,23,77
E00134918,21.7,78.3
E00134919,17.3,82.7
E00134920,18.2,81.8
E00134921,18.4,81.6
E00134922,23.9,76.1
E00134923,18.2,81.8
E00134924,13,87
E00134925,23,77
E00134926,24,76
E00134927,17.6,82.4
E00134928,10.7,89.3
E00134929,10.5,89.5
E00134930,19.2,80.8
E00134931,19.7,80.3
E00134932,20.3,79.7
E00134933,10.4,89.6
E00134934,13.8,86.2
E00134935,18.1,81.9
E00134936,17.7,82.3
E00134937,20.4,79.6
E00134938,32.2,67.8
E00134939,20.7,79.3
E00134940,16,84
E00134941,24.5,75.5
E00134942,19.4,80.6
E00134943,20.3,79.7
E00134944,21,79
E00134945,21.3,78.7
E00134946,24.3,75.7
E00134947,16.5,83.5
E00134948,17.9,82.1
E00134949,24.6,75.4
E00134950,21.3,78.7
E00134952,19.1,80.9
E00134953,26.2,73.8
E00134954,15.5,84.5
E00134955,17.4,82.6
E00134956,13.8,86.2
E00134957,19.3,80.7
E00134958,13.7,86.3
E00134959,18.5,81.5
E00134960,22.7,77.3
E00134962,16.4,83.6
E00134963,23,77
E00134964,19.5,80.5
E00134965,23.2,76.8
E00134966,15.2,84.8
E00134967,36.9,63.1
E00134968,11.4,88.6
E00134969,11.1,88.9
E00134970,17.3,82.7
E00134971,8.5,91.5
E00134972,10.2,89.8
E00134973,13.4,86.6
E00134974,20.7,79.3
E00134975,16.2,83.8
E00134976,10.7,89.3
E00134977,17.3,82.7
E00134978,13.4,86.6
E00134979,25.8,74.2
E00134980,17.9,82.1
E00134981,13.9,86.1
E00134982,11.1,88.9
E00134983,16.8,83.2
E00134984,9.6,90.4
E00134985,21.5,78.5
E00134986,26.7,73.3
E00134987,24.1,75.9
E00134988,18.9,81.1
E00134989,18.3,81.7
E00134990,19.6,80.4
E00134991,15,85
E00134992,18.4,81.6
E00134993,14.9,85.1
E00134994,15,85
E00134995,16.5,83.5
E00134996,22,78
E00134997,14,86
E00134998,14.5,85.5
E00134999,18.2,81.8
E00135000,14.5,85.5
E00135001,20.2,79.8
E00135002,20.2,79.8
E00135003,16.6,83.4
E00135004,21,79
E00135005,17.6,82.4
E00135006,19.7,80.3
E00135007,13.2,86.8
E00135008,13.9,86.1
E00135009,24.5,75.5
E00135010,18.4,81.6
E00135011,16.1,83.9
E00135012,43.4,56.6
E00135013,22.6,77.4
E00135014,11.1,88.9
E00135015,35,65
E00135016,21.9,78.1
E00135017,15.9,84.1
E00135018,13.4,86.6
E00135019,22.4,77.6
E00135020,18.7,81.3
E00135021,14.5,85.5
E00135022,20.4,79.6
E00135023,15.1,84.9
E00135024,14.4,85.6
E00135025,23.5,76.5
E00135026,12.6,87.4
E00135027,6.8,93.2
E00135028,14.5,85.5
E00135029,15.4,84.6
E00135030,12.7,87.3
E00135031,10.7,89.3
E00135032,12.3,87.7
E00135033,25.4,74.6
E00135034,11,89
E00135035,16.7,83.3
E00135037,20.8,79.2
E00135038,25.5,74.5
E00135039,28.9,71.1
E00135040,16.7,83.3
E00135041,14.4,85.6
E00135042,25.5,74.5
E00135043,11.1,88.9
E00135044,10.4,89.6
E00135045,11.6,88.4
E00135046,10.4,89.6
E00135047,10.7,89.3
E00135048,21.3,78.7
E00135049,13.1,86.9
E00135050,17.6,82.4
E00135051,16.9,83.1
E00135052,21.9,78.1
E00135056,22.6,77.4
E00136233,29.6,70.4
E00136234,14.7,85.3
E00136235,19.9,80.1
E00136238,22.4,77.6
E00136239,21.1,78.9
E00136240,21.3,78.7
E00136241,18.7,81.3
E00136242,19.7,80.3
E00136243,20.4,79.6
E00136244,25.9,74.1
E00136245,19.7,80.3
E00136246,22.3,77.7
E00136247,26.6,73.4
E00136248,29.2,70.8
E00136249,21.2,78.8
E00136250,18.6,81.4
E00136251,34,66
E00136252,30.7,69.3
E00136253,27.2,72.8
E00136254,16.9,83.1
E00136255,20.8,79.2
E00136256,32.2,67.8
E00136257,24.4,75.6
E00136258,16.1,83.9
E00136259,20.8,79.2
E00136260,14.2,85.8
E00136261,32.2,67.8
E00136262,13.8,86.2
E00136263,22.3,77.7
E00136264,22.2,77.8
E00136265,16.7,83.3
E00136266,17.8,82.2
E00136267,21.8,78.2
E00136268,29.3,70.7
E00136269,18.9,81.1
E00136270,25.9,74.1
E00136271,19.6,80.4
E00136272,20.5,79.5
E00136273,16.2,83.8
E00136274,11.1,88.9
E00136276,14.8,85.2
E00136277,19.3,80.7
E00136278,20.4,79.6
E00136279,29.3,70.7
E00136280,21.9,78.1
E00136281,17.2,82.8
E00136282,17.4,82.6
E00136283,19.4,80.6
E00136284,18.4,81.6
E00136285,28.1,71.9
E00136286,27.7,72.3
E00136287,17.7,82.3
E00136288,12.5,87.5
E00136289,25.6,74.4
E00136290,21.6,78.4
E00136291,14.4,85.6
E00136292,22.1,77.9
E00136293,25.6,74.4
E00136294,20,80
E00136295,27,73
E00136296,22.1,77.9
