geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00049363,88.7,11.3
E00049365,90.6,9.4
E00049366,84.8,15.2
E00049368,96.1,3.9
E00049369,93,7
E00049370,90.2,9.8
E00049374,89.7,10.3
E00049375,94.4,5.6
E00049376,89.7,10.3
E00049378,73.1,26.9
E00049379,84.1,15.9
E00049380,88.3,11.7
E00049381,91.2,8.8
E00049382,85.4,14.6
E00049383,85.5,14.5
E00049384,90.9,9.1
E00049385,84.8,15.3
E00049386,87.2,12.8
E00049387,77,23
E00049388,86.1,13.9
E00049389,89.9,10.1
E00049390,96,4
E00049391,93.8,6.3
E00049392,93.2,6.8
E00049393,95.5,4.5
E00049394,96.6,3.4
E00049395,89,11
E00049396,93.9,6.1
E00049397,84,16
E00049444,97.6,2.4
E00049446,90.4,9.6
E00049447,96.3,3.7
E00049448,95,5
E00049449,93.2,6.8
E00049466,90.2,9.8
E00049468,96.3,3.7
E00049469,98.9,1.1
E00049470,93.9,6.1
E00049471,94.4,5.6
E00049473,96,4
E00049474,94.6,5.4
E00049475,98,2
E00049476,94.9,5.1
E00049482,93.7,6.3
E00049512,96.4,3.6
E00049775,92.6,7.4
E00049776,94.1,5.9
E00049777,90.4,9.6
E00049778,78.4,21.6
E00049779,79.5,20.5
E00049780,76.7,23.3
E00049782,82.3,17.7
E00049785,77.1,22.9
E00049786,77.6,22.4
E00049787,89.4,10.6
E00049788,81.6,18.4
E00049789,98.2,1.8
E00049791,92.7,7.3
E00049793,76.5,23.5
E00049794,91.9,8.1
E00049795,98,2
E00049796,66.5,33.5
E00049797,64.1,35.9
E00049798,66.8,33.2
E00049799,71.9,28.1
E00049800,69.5,30.5
E00049801,87.3,12.7
E00049803,76.2,23.8
E00049936,92,8
E00049942,95.6,4.4
E00049943,90.7,9.3
E00049944,93.8,6.2
E00049945,85.8,14.2
E00049946,92.9,7.1
E00049947,90,10
E00049948,94.5,5.5
E00049949,88.6,11.4
E00049950,93.8,6.3
E00049951,95,5
E00049952,95,5
E00049953,94,6
E00049954,98,2
E00049967,93.1,6.9
E00049968,93.1,6.9
E00049969,91.2,8.8
E00049973,93.3,6.7
E00049974,95.3,4.7
E00049975,66,34
E00049977,87.3,12.7
E00049980,88.8,11.2
E00049981,88.9,11.1
E00049982,61.2,38.8
E00049983,83.8,16.2
E00049989,72.8,27.2
E00049990,75.7,24.3
E00049992,93.6,6.4
E00049993,93.9,6.1
E00049994,92.5,7.5
E00049996,68.2,31.8
E00049997,92.5,7.5
E00049999,86.9,13.1
E00050000,81.6,18.4
E00050002,57.9,42.1
E00050005,91.5,8.5
E00050010,87.7,12.3
E00050011,87.2,12.8
E00050013,90.3,9.7
E00050014,75.8,24.2
E00050015,85.6,14.4
E00050016,69,31
E00050017,69.8,30.2
E00050018,77.6,22.4
E00050019,83.2,16.8
E00050020,77.9,22.1
E00050021,82.1,17.9
E00050022,80.2,19.8
E00050023,88.6,11.4
E00050024,80.9,19.1
E00050025,71.8,28.2
E00050026,90.6,9.4
E00050027,93.3,6.7
E00050028,71.2,28.8
E00050029,64.1,35.9
E00050030,73.9,26.1
E00050031,73.6,26.4
E00050032,90.1,9.9
E00050033,82.3,17.7
E00050034,92.4,7.6
E00050035,86.6,13.4
E00050036,60.4,39.6
E00050037,72.7,27.3
E00050038,71.4,28.6
E00050039,74,26
E00050040,75,25
E00050041,67.5,32.5
E00050042,62.8,37.2
