geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00049363,40,35.7,18.3,6.1
E00049365,17.5,47.4,28.1,7
E00049366,29.2,45.4,18.5,6.9
E00049368,12.4,42.6,34.1,10.9
E00049369,25.9,45.4,21.3,7.4
E00049370,24.1,40.6,27.1,8.3
E00049374,40.1,43.1,12.6,4.2
E00049375,39.3,38.6,13.1,9
E00049376,30.2,55.2,12.9,1.7
E00049378,27,50,16.4,6.6
E00049379,25.4,43.2,28,3.4
E00049380,28.7,47,20,4.3
E00049381,33.1,45.8,18.6,2.5
E00049382,37.2,42.6,17.8,2.3
E00049383,23.2,31.9,30.4,14.5
E00049384,31.5,40.3,23.4,4.8
E00049385,18.8,46.4,26.1,8.7
E00049386,31.5,44.9,15.7,7.9
E00049387,24,40.4,29.8,5.8
E00049388,20.2,44.8,29,6
E00049389,11,42.5,29.1,17.3
E00049390,21.4,48.4,23.8,6.3
E00049391,35.4,39.2,22.3,3.1
E00049392,19.2,34.6,36.9,9.2
E00049393,21.7,48.3,24.2,5.8
E00049394,18.1,35.4,32.3,14.2
E00049395,28.8,50.9,17.8,2.5
E00049396,8.1,45.6,32.4,14
E00049397,37.3,41.5,16.1,5.1
E00049444,5.2,43.1,37.1,14.7
E00049446,41.1,37.6,15.6,5.7
E00049447,11.5,32,42.6,13.9
E00049448,14.6,43.1,25.5,16.8
E00049449,13.8,42.8,30.3,13.1
E00049466,5.8,40.4,37.5,16.3
E00049468,16.4,33.6,33.6,16.4
E00049469,15.9,33.3,38.9,11.9
E00049470,20.5,37.7,27,14.8
E00049471,12.4,26.5,37.2,23.9
E00049473,20.3,45.3,25,9.4
E00049474,23,38.5,28.7,9.8
E00049475,31.6,39,22.6,6.8
E00049476,12.4,41.3,30.6,15.7
E00049482,9.3,49.5,31.9,9.3
E00049512,4.7,34.6,40.2,20.5
E00049775,16,32.7,34,17.3
E00049776,10.9,51.3,29.4,8.4
E00049777,32.5,42.2,19.5,5.8
E00049778,20,32.5,36.7,10.8
E00049779,17.5,37.5,34.2,10.8
E00049780,17.7,55.4,23.8,3.1
E00049782,47.6,31.7,13.8,6.9
E00049785,37.5,39.1,14.8,8.6
E00049786,30.8,48.6,12.3,8.2
E00049787,34.2,42.1,20.4,3.3
E00049788,35.6,42.2,18.5,3.7
E00049789,15.2,51.4,26.7,6.7
E00049791,44.8,38.1,16.2,1
