geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00049363,33.6,40.4,7.6,16.6,1.8
E00049365,27.8,40.9,6.3,21.9,3
E00049366,26.7,45.3,6.6,16.7,4.7
E00049368,21.2,38.7,12.6,23,4.5
E00049369,30.1,36.7,8.7,20.9,3.6
E00049370,33.2,38.9,5.7,19.2,3
E00049374,27.4,47,4.9,17.7,3
E00049375,31.6,50.2,3,11.8,3.4
E00049376,34.9,36.8,6.7,16.7,4.8
E00049378,34.4,40.4,7.4,14.8,3
E00049379,32.5,45.4,3.2,14.5,4.4
E00049380,35.5,43.2,3,15.8,2.6
E00049381,29.4,43.4,7.9,17.5,1.8
E00049382,27.8,43.6,4.1,21.6,2.9
E00049383,26.3,41,5.2,25.4,2.1
E00049384,31.8,44.3,5.1,17.3,1.6
E00049385,30.2,39.3,6,21.1,3.4
E00049386,36.3,40.8,5.2,14.1,3.6
E00049387,26.8,42.1,2.4,25.4,3.3
E00049388,25,42.7,7.3,23.1,1.9
E00049389,25.6,38.6,7.8,25.6,2.4
E00049390,33.9,49.2,5.9,10.6,0.4
E00049391,42.7,37.2,8.1,9.8,2.1
E00049392,27.6,42.3,4.4,22.4,3.3
E00049393,21.4,46.8,6,23,2.8
E00049394,24.7,40,7.1,25.1,3.1
E00049395,35.7,44.4,5.3,11.1,3.5
E00049396,26.6,41,7.7,21.4,3.3
E00049397,32.7,45.7,3.7,15.6,2.2
E00049444,24.6,48.8,4.8,20.6,1.2
E00049446,34.8,38.3,3.5,19.4,4
E00049447,20.6,43.9,6.9,27.1,1.5
E00049448,22.9,45.1,6.3,20.8,4.9
E00049449,22.6,43.8,8.9,21.9,2.7
E00049466,23.3,42.5,7.3,26.9,0
E00049468,20.7,45.4,7.5,25.1,1.3
E00049469,22.1,45,9.2,21.3,2.5
E00049470,27.4,41.7,5.6,22.6,2.8
E00049471,14.7,46.5,6.1,29.4,3.3
E00049473,27.4,47.1,6.9,15.1,3.5
E00049474,31.1,37.7,5.7,21.3,4.1
E00049475,37.3,39.5,5.2,14.8,3.3
E00049476,21.3,39.8,9.1,26,3.9
E00049482,14,43.6,5.5,35.1,1.9
E00049512,16.7,43.3,7.4,30.5,2.1
E00049775,29.6,35.5,7.2,25,2.6
E00049776,24.4,44,7.3,23.9,0.4
E00049777,32.3,43.7,6.3,15.4,2.4
E00049778,29,46,2.9,19.5,2.6
E00049779,29.5,44.9,3.9,18.9,2.8
E00049780,31.1,35.5,7.2,22.3,4
E00049782,25,51.3,5.2,15.9,2.6
E00049785,24.3,45.3,6.6,21.8,2.1
E00049786,36.2,42.4,4.3,16.7,0.4
E00049787,36.3,43.1,1.9,14.2,4.5
E00049788,30.6,40.5,3.2,23.4,2.4
E00049789,34.3,36.7,6.8,15.9,6.3
E00049791,47.7,36.2,5.2,8,2.9
E00049793,28.3,40.1,5.7,22.7,3.2
E00049794,27.4,47.8,6.7,13.7,4.4
E00049795,23.3,50.7,5.2,18.1,2.6
E00049796,35.7,39,6.6,14.9,3.7
E00049797,31.5,42.5,4.3,17.7,4
E00049798,32.1,43.9,4.5,16,3.5
E00049799,37.2,38.9,3,17.1,3.8
E00049800,26.1,46.7,4.3,18.7,4.3
E00049801,33.2,31.1,1.8,20.5,13.3
E00049803,34.2,40.5,4.7,18.7,1.9
E00049936,46.6,33.2,3.8,12.5,3.8
E00049942,30.2,41.5,9.3,15.6,3.4
E00049943,26.1,46.7,2.9,21,3.3
E00049944,28.7,41.9,7.2,18.9,3.4
E00049945,26.7,46.2,5.3,19.1,2.7
E00049946,28.3,44.5,8.1,17,2.1
E00049947,29.5,39.9,4.1,22.9,3.7
E00049948,21.6,48.1,10.8,16.4,3
E00049949,31.1,48.4,4.6,14.2,1.8
E00049950,30.4,41.9,6.7,17,4
E00049951,37.4,43.8,3.8,13.6,1.3
E00049952,27.4,40.1,5.2,22.6,4.8
E00049953,22.2,48.5,4,23.7,1.5
E00049954,22.6,48.4,9.2,18.4,1.4
E00049967,26.6,46.9,4.7,19.5,2.3
E00049968,25.3,43.8,6,20.2,4.7
E00049969,27.2,38.7,8.8,18.4,6.9
E00049973,38.7,46.2,3.8,9.2,2.1
E00049974,33.1,44.2,5.8,15.7,1.2
E00049975,27,36.8,5.8,23,7.4
E00049977,22.2,42.8,9.3,24.2,1.6
E00049980,21.1,50.2,4.2,21.8,2.7
E00049981,39.4,40,6.7,12.2,1.7
E00049982,32.8,36.2,3.8,23,4.2
E00049983,29.8,48.8,9.3,12.2,0
E00049989,26.3,40.9,4.3,25.8,2.7
E00049990,35,37,1.5,23.5,3
E00049992,41.7,35.3,6.4,12.7,3.9
E00049993,49.5,29.3,3.4,12.5,5.3
E00049994,31.7,43.1,5,17,3.2
E00049996,25.6,47.3,4.6,20.1,2.4
E00049997,25.4,44.3,7.1,20.4,2.9
E00049999,29.8,47.2,5.2,16.7,1.2
E00050000,28.5,41.2,7.2,20.4,2.7
E00050002,39,30.8,3,23.5,3.7
E00050005,13.2,42.1,3.5,39.5,1.8
E00050010,24.9,43.7,5.2,23.3,2.9
E00050011,28.9,37.6,3.1,27.3,3.1
E00050013,20.5,40.9,6.1,28,4.5
E00050014,34.7,34,1.5,26.1,3.7
E00050015,21.2,39.6,6.6,29.9,2.8
E00050016,29.4,43.4,4,18.4,4.8
E00050017,31.5,39.8,5.5,19.7,3.5
E00050018,27.6,40.3,7.4,19.8,4.9
E00050019,29.7,40.6,4.8,18.9,6
E00050020,33.5,41.7,4.3,16.9,3.5
E00050021,34.3,38.9,5.9,15.9,5
E00050022,36.8,40.7,5,15.6,2
E00050023,21.8,46.2,5.6,23.4,3
E00050024,28.6,42.9,2.2,24.2,2.2
E00050025,28.4,37.8,2.5,23,8.3
E00050026,21.1,40.6,4.4,32.3,1.6
E00050027,16.2,42.1,3.4,37.2,1.1
E00050028,39.5,35.1,4.1,17.2,4.1
E00050029,36,37.2,7.1,17.2,2.5
E00050030,30.1,36.5,10.4,21.1,2
E00050031,23.7,38.4,4.3,27.7,5.8
E00050032,19.9,48.4,9,19.9,2.9
E00050033,34.8,41,4.7,16,3.5
E00050034,23.4,52,5.2,17.1,2.2
E00050035,24.1,51.9,5.4,16.6,2.1
E00050036,34.2,35,3.5,22.6,4.7
E00050037,28.7,45.7,2.3,21.9,1.5
E00050038,30.8,38.1,5.2,20.4,5.5
E00050039,43.3,33.7,3.1,15.5,4.5
E00050040,40.6,35.9,5.1,10.9,7.4
E00050041,32.7,44.4,4.3,12.8,5.8
E00050042,28.7,34.3,3.1,27.6,6.3
E00050043,38.1,36.4,3.4,21,1
E00050044,31,45.1,3.5,15.9,4.4
E00050046,37.1,40.2,2,19.1,1.6
E00050047,29.6,44.4,2.6,17.9,5.6
E00050048,25,39.5,2.9,28.3,4.3
E00050049,27.6,42.3,5.1,20.9,4.1
E00050051,30.4,37.9,4.8,23.3,3.5
E00050052,32,39,5.9,19.5,3.7
E00050053,35.6,35,6.9,19.4,3.1
E00050054,26.5,40.2,5.9,24.5,2.9
E00050055,17,38.9,4.2,36.1,3.8
E00050224,28.1,43.3,4.3,22.4,1.9
E00050225,33.3,42,4.9,15.6,4.1
E00050227,31,45.9,7,13.6,2.5
E00050228,35.5,41,4.8,14.1,4.5
E00050229,32.9,43.4,7,14,2.6
E00050230,23.1,39.4,5.4,27.4,4.7
E00050231,23.5,43,3.9,26.5,3
E00050232,25.4,41.4,7.1,20.7,5.4
E00050233,28.6,46.6,6.4,15,3.4
E00050234,26.1,47.9,7.4,17.5,1.2
E00050235,29.8,40.7,6.1,20.7,2.7
E00050261,24.6,33.6,3.3,35.5,2.8
E00050262,30.4,39.7,3.7,22.9,3.3
E00050264,30.1,41,6.9,16.2,5.8
E00050265,33.8,38.9,6.8,19.7,0.9
E00050266,28.3,42.2,3.4,23.6,2.5
E00050464,34.3,45.7,3.9,12.9,3.2
E00050465,39.4,33.9,3.9,20.1,2.8
E00050466,16.7,50,3.5,25.6,4.3
E00050468,41.9,34.9,3.9,14.9,4.4
E00050469,33.9,39.1,5.2,18.1,3.7
E00050470,31.5,42.7,5.6,18,2.2
E00050471,41.6,35.6,4.7,14.2,3.9
E00050473,36.3,46.1,2.3,11.3,3.9
E00050474,40.3,32.6,3.7,21.5,2
E00050475,30.5,42.5,4.9,18.6,3.5
E00050476,28.7,41,6.2,20,4.1
E00050477,44.6,34.4,3.5,13.3,4.2
E00050478,37.5,37.5,6.7,13.5,4.9
E00050479,32.2,37.5,5.4,19.2,5.7
E00050480,33.5,40.8,8.5,14.6,2.7
E00050488,32.8,38.3,4,21.9,2.9
E00050493,42.3,39.6,4.4,11,2.7
E00050494,44.7,34.5,3.9,10.7,6.3
E00050495,17.3,43,5.9,29.8,4.1
E00050496,30.8,41.1,5.6,20.5,2
E00050497,20,46.2,4.9,23.6,5.2
E00050499,24.5,40.5,5.8,25.5,3.6
E00050501,30.1,41.1,3.4,22.4,3.1
E00050502,23.7,44.7,7.8,21.4,2.3
E00050503,40,34.5,3.4,17.9,4.3
E00050504,41.4,41,3.3,11,3.3
E00050593,32,38.5,9.1,18.2,2.2
E00050608,18.6,54.9,1.7,22.8,2.1
E00050609,42.3,28.9,8.7,16.8,3.4
E00050616,30.9,46,4.5,17.2,1.4
E00050617,28.7,43,3.4,24.9,0
E00050657,24.9,36.3,2.2,33.4,3.2
E00050658,26.5,44.3,4.7,21.1,3.4
E00050659,29.7,46.2,2.4,19.6,2.1
E00050662,38.6,36.6,4,14.9,5.9
E00050664,20.9,43.3,6.7,24.3,4.9
E00050665,19.8,46.3,5.1,26.6,2.3
E00050668,29.7,40.1,4.5,23.8,1.9
E00050670,28.6,42,4.2,17.6,7.6
E00050686,31,34.5,5.2,23.9,5.5
E00050687,29.4,37.3,4.4,25.6,3.3
E00050688,20.1,37.6,4.3,34.8,3.2
E00050689,38.9,33.2,4.1,21.8,2.1
E00050690,33.6,40.2,5.3,17.1,3.7
E00050691,16.9,48.2,3,31.9,0
E00050730,28,44,5.5,18.5,4
E00050770,31.4,44.7,5.9,16,2.1
E00050771,17.8,43,5.8,30.6,2.7
E00050773,34.8,45.5,3.2,13.8,2.8
E00050774,25.7,39.5,4.1,26.7,4.1
E00050775,18.9,45.5,6.5,25.1,4
E00050776,25.9,49.4,6.8,16,1.9
E00050777,21.9,44.6,7.6,23.7,2.2
E00050778,30.4,47.5,4.9,16,1.1
E00050779,27.5,43.6,6.1,19.6,3.2
E00050780,24.8,49.7,4,18.9,2.6
E00050781,25.4,49.6,6.9,15.1,3
E00050782,30,42.9,6.9,17.7,2.5
E00050783,27.7,49.6,6.5,14,2.2
E00050786,38.2,40.8,4.3,10.7,6
E00050787,21.6,53.5,5.3,19.6,0
E00050788,30.1,42.4,5.5,18.6,3.4
E00050789,29.1,45.3,12.3,10.6,2.8
E00050790,29.8,45.7,8.1,13.2,3.1
E00050791,34.5,39.4,2.8,18.5,4.8
E00050792,32.9,36.2,8.1,20.5,2.4
E00050793,30.2,47,5.6,15.3,1.9
E00050801,23.3,44.7,5.1,24.1,2.8
E00050802,19.6,52.1,6.7,17.9,3.8
E00050803,29.5,40.1,8.8,18.1,3.5
E00050804,34.5,44.1,5.2,12.2,3.9
E00050805,26.6,44.1,5.1,18.8,5.5
E00050806,36,44,6.3,12.6,1.1
E00050807,36.3,39.9,5.9,14.5,3.3
E00050808,31.5,42.9,6.8,16.9,1.8
E00050809,32.5,37.5,5.1,20.9,4
E00050810,27.8,43.9,7.2,17.5,3.6
E00050811,34.2,39.6,9.8,14.2,2.2
E00050903,44.9,35.9,4.3,12.7,2.2
E00050904,14.8,50.7,3.8,28.3,2.4
E00050905,33.1,38.4,3.7,21.5,3.3
E00050906,25.5,38.5,2.5,31.3,2.2
E00050907,35,41.3,5.4,13.3,5
E00050910,20.2,41.4,3.6,30.1,4.6
E00050911,22,41.3,2.7,32,2
E00050912,36.2,43.4,6,10.6,3.8
E00050913,39.5,42.4,2.4,12.3,3.4
E00050914,27.9,43.2,4.2,21.8,2.8
E00050915,32.3,46.8,5.1,12.3,3.4
E00050916,33.7,37.5,4.5,18.4,5.8
E00050917,33.9,37.5,5.2,19,4.4
