geography_code,in_full_time_education-001,in_full_time_education-002
E00130017,21.7,78.3
E00130018,15.7,84.3
E00130019,16.7,83.3
E00130020,9.4,90.6
E00130021,17.6,82.4
E00130022,17.6,82.4
E00130024,24.6,75.4
E00130131,21.3,78.7
E00130132,16.6,83.4
E00130133,19.8,80.2
E00130134,22.2,77.8
E00130135,20.1,79.9
E00130136,16.9,83.1
E00130137,16.5,83.5
E00130213,23.5,76.5
E00130214,13.1,86.9
E00130215,12,88
E00130217,12.3,87.7
E00130219,11.6,88.4
E00130220,11.6,88.4
E00130221,20.4,79.6
E00130222,14.9,85.1
E00130223,16.4,83.6
E00130224,15.2,84.8
E00130225,10.4,89.6
E00130228,16.3,83.7
E00130229,16.8,83.2
E00130230,15.3,84.7
E00130231,20,80
E00130232,18.8,81.2
E00130233,18.1,81.9
E00130234,16.7,83.3
E00130235,14.3,85.7
E00130236,21.7,78.3
E00130773,15.5,84.5
E00130776,20,80
E00130778,18.2,81.8
E00130781,18.2,81.8
E00130782,19.5,80.5
E00130783,15.6,84.4
E00130789,14.2,85.8
E00130996,21.7,78.3
E00130997,18.2,81.8
E00130998,12.3,87.7
E00130999,18.3,81.7
E00131000,12.3,87.7
E00131001,13.5,86.5
E00131012,11.5,88.5
E00131025,18.6,81.4
E00131026,22.9,77.1
E00131027,21.1,78.9
E00131028,13,87
E00131030,14.9,85.1
E00131031,21,79
E00131032,20.2,79.8
E00131033,20.2,79.8
E00131034,15.5,84.5
E00131035,11.7,88.3
E00131036,16.6,83.4
E00131037,10.9,89.1
E00131038,14.4,85.6
E00131039,12.4,87.6
E00131040,12.7,87.3
E00131041,19.7,80.3
E00131042,6.3,93.7
E00131043,18.3,81.7
E00131044,16,84
E00131045,22.6,77.4
E00131046,23.4,76.6
E00131047,12.3,87.7
E00131048,17.2,82.8
E00131049,12.3,87.7
E00131050,15.8,84.2
E00131051,16.9,83.1
E00131052,16.2,83.8
E00131053,16.3,83.7
E00131054,8.8,91.2
E00131055,18.5,81.5
E00131056,22.7,77.3
E00131057,14.6,85.4
E00131058,18.4,81.6
E00131059,16.5,83.5
E00131060,20,80
E00131061,22.3,77.7
E00131062,10.1,89.9
E00131063,17.7,82.3
E00131064,16.1,83.9
E00131065,14.3,85.7
E00131066,6.6,93.4
E00131067,13,87
E00131068,10,90
E00131069,16.9,83.1
E00131070,21,79
E00131071,26,74
E00131072,14.1,85.9
E00131073,20.6,79.4
E00131074,20.6,79.4
E00131075,22,78
E00131076,20.2,79.8
E00131077,11.5,88.5
E00131078,18.8,81.3
E00131081,14.6,85.4
E00131082,12.6,87.4
E00131083,11,89
E00131084,14.9,85.1
E00131085,16.7,83.3
E00131086,16.9,83.1
E00131087,21.8,78.2
E00131088,15.2,84.8
E00131089,26.8,73.2
E00131090,15.8,84.2
E00131091,11.9,88.1
E00131092,11.9,88.1
E00131093,13,87
E00131094,11.2,88.8
E00131095,16.3,83.7
E00131096,22.7,77.3
E00131097,18.9,81.1
