geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00130017,4.5,22.3,73.2
E00130018,4.7,26.4,68.9
E00130019,6.3,26.2,67.5
E00130020,0.8,30.3,68.9
E00130021,4,26.6,69.4
E00130022,4.2,28.6,67.2
E00130024,2.1,18.8,79.2
E00130131,4.7,19.7,75.6
E00130132,3.7,20.4,75.9
E00130133,3.8,19.9,76.3
E00130134,5.8,29.7,64.5
E00130135,2.1,16.7,81.3
E00130136,4.2,30.3,65.5
E00130137,3.7,27.6,68.7
E00130213,1.6,17.7,80.6
E00130214,4.3,29,66.7
E00130215,2.5,18.6,78.8
E00130217,1.6,29.5,68.9
E00130219,7,28.9,64.1
E00130220,1.9,30.1,67.9
E00130221,4.1,28.5,67.5
E00130222,5,25.7,69.3
E00130223,4.8,23.1,72.1
E00130224,0,32.1,67.9
E00130225,1.6,21.1,77.2
E00130228,1.5,21.9,76.6
E00130229,2.5,19.7,77.9
E00130230,2.3,26.3,71.3
E00130231,0.8,22.2,77
E00130232,4.1,31.5,64.4
E00130233,0.9,22.2,76.9
E00130234,3.8,14.4,81.7
E00130235,2.1,50.7,47.1
E00130236,0,5.5,94.5
E00130773,2.3,19.5,78.2
E00130776,1.7,53,45.2
E00130778,4.8,21.4,73.8
E00130781,4.5,16.4,79.1
E00130782,0.8,25.6,73.6
E00130783,5.6,21.4,73
E00130789,5.8,21.7,72.5
E00130996,0.9,19.8,79.3
E00130997,5.8,13.6,80.5
E00130998,3.9,26.3,69.7
E00130999,6.6,23.2,70.1
E00131000,7.6,33.1,59.3
E00131001,5,19.3,75.6
E00131012,3.6,17.9,78.6
E00131025,3.5,33.1,63.4
E00131026,2.5,34.4,63.1
E00131027,6.6,29.8,63.6
E00131028,4.7,20.3,75
E00131030,4.4,22.8,72.8
E00131031,5.8,30.4,63.8
E00131032,3.3,17.9,78.9
E00131033,5.6,21,73.4
E00131034,6.1,28,65.9
E00131035,1.8,49.7,48.5
E00131036,3,31.9,65.2
E00131037,2.8,14.2,83
E00131038,3.6,52.4,44
E00131039,3.8,45.7,50.5
E00131040,0.8,17.4,81.8
E00131041,4.8,29.5,65.8
E00131042,6.7,48.1,45.2
E00131043,3.6,28.5,67.9
E00131044,3.9,26,70.1
E00131045,4.9,23.9,71.1
E00131046,1.3,32.9,65.8
E00131047,0,27,73
E00131048,2.8,30.6,66.7
E00131049,3,42.9,54.1
E00131050,5.3,24.3,70.4
E00131051,0,24.7,75.3
E00131052,2.6,41.4,56
