geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00130017,32.9,20.5,28.1,18.5
E00130018,24.1,26.5,30,19.4
E00130019,19.5,34.4,31.3,14.8
E00130020,26.7,27.6,25.7,20
E00130021,22.9,30.1,28.3,18.7
E00130022,31.8,33.3,28.7,6.2
E00130024,29.4,20.6,29.4,20.6
E00130131,38,20.1,22.3,19.7
E00130132,30.1,18.6,34.1,17.2
E00130133,28.4,16.8,43.3,11.5
E00130134,35.8,16.2,27.2,20.8
E00130135,35.8,17,28.4,18.8
E00130136,34.4,15,29.4,21.1
E00130137,26.5,22.5,39.5,11.5
E00130213,7.2,18.8,58,15.9
E00130214,17.2,37.9,27.6,17.2
E00130215,21.4,29.4,35.7,13.5
E00130217,25.1,27.4,27.4,20.1
E00130219,15.6,27.9,36.9,19.7
E00130220,23,36.2,27.6,13.2
E00130221,27.4,24,31.5,17.1
E00130222,17,31,39,13
E00130223,23.6,26.4,37.4,12.6
E00130224,16.5,38.6,33.1,11.8
E00130225,23.7,23.7,36.6,16
E00130228,27.3,20.8,39,13
E00130229,20,25,43.6,11.4
E00130230,18,30.7,31.7,19.5
E00130231,35.4,24.8,21.1,18.6
E00130232,29.9,19.1,28,22.9
E00130233,26.1,27.3,31.5,15.2
E00130234,32.1,29.2,25.5,13.1
E00130235,26.8,30.7,22.8,19.7
E00130236,24.5,27.5,32.4,15.7
E00130773,33.3,24.7,32.1,9.9
E00130776,37.3,25.4,22.4,14.9
E00130778,32.2,28.2,18.6,20.9
E00130781,30.6,23.1,28.6,17.7
E00130782,25.4,21.6,39.6,13.4
E00130783,29.9,27.3,32.5,10.4
E00130789,13.3,32.1,41.2,13.3
E00130996,27.9,34.7,24.5,12.9
E00130997,12.4,27.6,50.2,9.7
E00130998,8.2,42.9,41.8,7.1
E00130999,24.6,27.2,38.4,9.8
E00131000,12.1,34.6,39.6,13.7
E00131001,17.5,30.7,40.1,11.7
E00131012,27.1,17.1,41.1,14.7
E00131025,42.6,27.2,12.5,17.6
E00131026,46.5,28.5,8.3,16.7
E00131027,32.8,34.5,19.3,13.4
E00131028,33.1,31.1,22.3,13.5
E00131030,32.2,33.1,18.2,16.5
E00131031,28.5,27.8,27.1,16.7
E00131032,32.6,26.3,26.9,14.3
E00131033,37.6,27.9,20,14.5
E00131034,30,31,27.1,11.9
E00131035,28,33.3,22.7,16
E00131036,33.1,25.2,24.5,17.3
E00131037,39.2,28,15.2,17.6
E00131038,40.4,25.7,23.4,10.5
E00131039,34.4,24.6,23.8,17.2
E00131040,34.6,27.1,21.1,17.3
E00131041,33.5,24.5,21.3,20.6
E00131042,31.9,25.7,24.3,18.1
E00131043,28.6,24.4,29.6,17.4
E00131044,31,32.6,22.5,14
E00131045,27.6,32.9,20.4,19.1
E00131046,37.7,28.4,14.8,19.1
E00131047,30.8,30.1,27.3,11.9
E00131048,36.7,22.4,24.5,16.3
E00131049,28.6,27.9,23.8,19.7
E00131050,40,23.9,18.3,17.8
E00131051,24.9,32.4,27.7,15
E00131052,38.6,30.7,21.8,8.9
E00131053,38.2,25,17.6,19.1
E00131054,39.2,25.5,25.5,9.8
E00131055,26.2,17.2,45.1,11.5
E00131056,34.1,27.8,24.6,13.5
E00131057,31.8,20.9,34.5,12.8
E00131058,29.7,20.6,35.8,13.9
E00131059,21.2,25.6,42.3,10.9
E00131060,20.1,33.8,39.6,6.5
E00131061,35.7,27.3,21.4,15.6
E00131062,25.2,25.2,37.8,11.9
E00131063,18,27.5,41,13.5
E00131064,24.5,20.3,43.2,12
E00131065,35.6,32.7,20.2,11.5
E00131066,38.5,15.4,32.1,14.1
E00131067,25,22.4,37.1,15.5
E00131068,31,33.3,28.6,7.1
E00131069,34.4,29.6,25.6,10.4
E00131070,36.7,24.2,25.8,13.3
E00131071,38,31.4,13.1,17.5
E00131072,38.4,23.3,20.5,17.8
E00131073,30.4,31.3,20.5,17.9
E00131074,35.9,29.7,13.8,20.7
E00131075,28.9,24.1,39.2,7.8
E00131076,25.2,23.7,39.8,11.2
E00131077,20.6,32.1,36.6,10.7
E00131078,24.4,27.6,39.8,8.1
E00131081,32.1,27.7,26.8,13.4
E00131082,28.1,26.3,27.5,18
E00131083,20.5,31.3,38,10.2
E00131084,34.3,31.5,19.4,14.8
E00131085,27,32.9,25,15.1
E00131086,30.4,23.2,31.5,14.9
E00131087,24.5,23.8,41.8,9.9
E00131088,17.8,25.2,47,9.9
E00131089,19.3,26.3,42.3,12
E00131090,26.2,24.8,40.7,8.4
E00131091,28.5,31.6,30.4,9.5
E00131092,21.2,42.4,27.3,9.1
E00131093,30.9,24.7,29.9,14.4
E00131094,25.3,28.4,33.7,12.6
E00131095,33.6,21.8,30.9,13.6
E00131096,19,31,40.5,9.5
E00131097,25.3,27.3,37,10.4
E00131098,18.1,21.6,37.1,23.3
E00131099,26.9,26.9,34.2,11.9
E00131100,22,29.8,36.9,11.3
E00131101,23.6,35,30.9,10.6
E00131102,28.1,25.9,29.5,16.5
E00131115,25.7,28.2,28.7,17.3
E00131116,28.3,24.4,25.6,21.7
E00131118,46.9,17.2,25,10.9
E00131119,31.2,19.7,33.8,15.3
E00131120,40.9,17.4,20,21.7
E00131121,41.3,21.9,20.4,16.3
E00131122,39.6,20.3,24,16.1
E00131123,37.9,28.4,17.2,16.4
E00131124,34.8,31.2,18.4,15.6
E00131126,32.7,28.8,23.7,14.7
E00131127,35.8,24.7,26.5,13
E00131128,31.3,20.2,21.2,27.3
E00131129,31.2,25.6,23.3,20
E00131130,25.2,33.3,21.9,19.5
E00131131,26.7,24,28.1,21.2
E00131132,34.9,21.7,22.9,20.5
E00131133,34.2,27.2,25,13.6
E00131134,42.1,26.4,23.9,7.6
E00131135,35.2,27.8,19.4,17.6
E00131136,31,25.9,26.7,16.4
E00131137,29.3,25.3,26.7,18.7
E00131138,28.3,26.8,27.6,17.3
E00131139,37.1,32,17.5,13.4
E00131140,38.4,20.9,27.9,12.8
E00131141,28,26.8,32.9,12.2
E00131142,32.4,28.3,20,19.3
E00131143,34.6,26.7,22.1,16.6
E00131144,40.7,23.6,17.1,18.7
E00131166,30.1,20.1,34.5,15.3
E00131167,44.1,23.8,18.8,13.4
E00131168,29,18.8,31.9,20.3
E00131169,39.3,21.3,24.7,14.7
E00131170,35,21.3,29,14.8
E00131171,41.7,23,19.4,15.8
E00131172,39.4,15.7,29.6,15.3
E00131173,36.5,20.8,33.1,9.6
E00131174,34.5,28.8,17.3,19.4
E00131175,40.6,26.2,23.8,9.4
E00131176,44.5,18.8,24.2,12.5
E00131177,44,24,16,16
E00131178,33.8,24.1,27.1,15
E00131179,33.5,24.2,30.2,12.1
E00131180,33.7,24.5,28.4,13.5
E00131181,42.1,23.3,21.1,13.5
E00131182,38.1,23.9,29.9,8.2
E00131183,35.6,25.1,24.6,14.7
E00131184,38.4,26,21.2,14.4
E00131185,38.5,21.9,25.1,14.4
E00131186,35.1,15.8,31.6,17.5
E00131187,34.6,28.2,23.7,13.5
E00131191,40.3,21.4,23.4,14.9
E00131192,43.2,20.5,20.5,15.9
E00131193,30.8,30.4,27.1,11.7
E00131196,33.9,27,30.4,8.7
E00131197,38.5,23.1,21.4,17.1
E00131198,28.3,24.4,34.6,12.6
E00131199,37.4,23.4,24.3,15
E00131200,42.7,15.4,28.2,13.7
E00131201,33.6,24.7,29.5,12.3
E00131202,34.5,23.6,23.6,18.2
E00131203,36.7,19.7,30.6,12.9
E00131205,41,28.2,22.5,8.4
E00131206,35.9,22.9,26.8,14.4
E00131207,28.3,28.3,28.3,15.2
E00131208,33.7,36,24.4,5.8
E00131209,47.1,21.8,14.3,16.8
E00131210,27.9,30.9,25,16.2
E00131211,46.8,17.7,24.1,11.4
E00131212,35,22.6,25.2,17.3
E00131213,25.4,28.8,36.7,9
E00131214,28.6,18.7,34.1,18.7
E00131215,28.9,25.4,30.3,15.4
