areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00102027,88.4,9.8,1.9
E00102137,84.5,12.1,3.4
E00102138,81,15.3,3.6
E00102139,78.5,16,5.5
E00102140,72.9,20,7.1
E00102141,84.1,12.8,3.1
E00102142,79.3,16.7,4
E00102143,74,16.8,9.2
E00102144,76.3,16.7,7
E00102146,82.2,12.7,5.1
E00102147,85,13.1,1.9
E00102148,83,10.8,6.2
E00102149,81,15.6,3.4
E00102150,86.5,8.7,4.8
E00102164,82.3,13.2,4.6
E00102165,85.2,10.7,4.1
E00102166,83.1,11.2,5.7
E00102167,71,24.3,4.7
E00102168,84.8,9.8,5.4
E00102169,76.9,18.5,4.6
E00102170,66.3,24.6,9.1
E00102171,87,11.2,1.9
E00102172,79.8,14.4,5.7
E00102173,83.7,13.8,2.4
E00102174,82.2,14.4,3.4
E00102175,82.4,11.6,6
E00102176,80.2,14,5.8
E00102177,81.3,12.7,6
E00102178,84.8,12,3.2
E00102179,82.5,13,4.5
E00102180,86.6,8.9,4.5
E00102181,78.9,15,6.1
E00102182,79,15.9,5.1
E00102200,83.5,14.2,2.3
E00102201,81.2,12.4,6.5
E00102202,78.4,16.7,5
E00102203,78.3,15.2,6.5
E00102204,83.8,15,1.1
E00102205,74.4,19.7,5.9
E00102206,79.7,14.6,5.7
E00102209,81.7,11.9,6.5
E00102210,83.8,14.4,1.8
E00102211,88.3,7.9,3.8
E00102212,70.3,22.4,7.3
E00102263,80.6,16.8,2.6
E00102264,54.8,29.6,15.6
E00102265,79.3,12.8,7.9
E00102266,50.3,32.7,17
E00102267,70.2,17.8,12
E00102268,86.5,10.9,2.6
E00102269,82.7,12.3,4.9
E00102270,85.3,11.3,3.4
