areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00073143,4.7,36.9,45,13.4
E00073145,35.4,28.6,23,13
E00073147,5.8,38.6,43.3,12.3
E00073148,52.5,24.1,11.3,12.1
E00073150,7.5,46.5,32.1,13.9
E00073152,6.3,14.6,38.2,41
E00073153,13.2,19.8,40.6,26.4
E00073154,6.2,4.6,38.5,50.8
E00073155,23.3,28.1,12.3,36.3
E00073156,15.7,33.9,44.6,5.8
E00073157,22.8,15.8,14.6,46.8
E00073158,19.9,18.5,51,10.6
E00073159,17.5,9.5,15.1,57.9
E00073160,16.3,23.8,26.7,33.1
E00073161,11.5,31.2,41.4,15.9
E00073162,33.7,20.5,15.7,30.1
E00073163,6.7,10,10,73.3
E00073164,1.6,44.4,47.6,6.3
E00073165,29.5,23.3,10.9,36.4
E00073166,4.4,38.1,47.8,9.7
E00073167,30,32.1,20.5,17.4
E00073168,19.1,46.5,29.3,5.1
E00073169,22.4,18.2,29.2,30.2
E00073170,27.1,42.5,10.3,20.1
E00073171,21.3,43.5,21.7,13.5
E00073172,25.7,40.1,30.9,3.3
E00073173,12.3,20.3,32.6,34.8
E00073174,22.2,22.9,29.9,25
E00073176,46.6,33.9,9.8,9.8
E00073177,52.2,28.3,8.8,10.7
E00073178,21.7,22.4,25.9,30.1
E00073179,19,26.3,31.4,23.4
E00073181,33,39,18.5,9.5
E00073182,41.3,30.2,10.1,18.5
E00073263,15.9,15.2,31.8,37.1
E00073264,12.3,5.4,33.8,48.5
E00073266,8.3,35.6,39.4,16.7
E00073267,4.2,21,47.1,27.7
E00073268,13.8,40.2,31.6,14.4
E00073269,12.3,36.2,31.3,20.2
E00073270,8,9.5,33.6,48.9
E00073271,7.4,31.7,33.3,27.5
E00073272,7,12.5,48.4,32
E00073273,17.1,25.2,30.1,27.6
E00073274,0.9,15.7,53.9,29.6
E00073276,26.4,30.2,15.5,27.9
E00073277,9.4,20.3,43,27.3
E00073278,0.8,5.3,34.4,59.5
E00073280,0.9,5.1,37.6,56.4
E00073281,6.4,15.6,31.9,46.1
E00073282,3.2,5.6,31,60.3
E00073283,2.6,7.7,36.8,53
E00073284,57.4,26.1,6.1,10.4
E00073285,14.7,10.5,19.6,55.2
E00073286,6.6,37.1,33.1,23.2
E00073287,7.4,27,32.8,32.8
E00073288,10.1,17.1,31.8,41.1
E00073289,8.6,12.5,25.8,53.1
E00073290,6.7,13.4,21,58.8
E00073291,15.6,10.2,33.6,40.6
E00073292,5.6,24.2,37.4,32.8
E00073293,4.1,6.8,49,40.1
E00073294,7.4,24.3,36.5,31.8
E00073295,3.8,4.6,64.9,26.7
E00073296,0,13,54.8,32.2
E00073297,13.6,27.9,32.9,25.7
E00073298,34,37.2,13.8,14.9
E00073299,3.4,40.7,41.4,14.5
E00073300,1.9,24.3,56.1,17.8
E00073414,39,25.4,19.5,16.1
E00073415,24,51,11,14
E00073416,35.1,23.1,14.2,27.6
E00073419,57.2,20.1,10.7,11.9
E00073420,49.5,18.7,12.1,19.8
E00073421,22.1,15.4,11.5,51
E00073422,42.4,52.5,5.1,0
E00073423,40,24.3,14.8,20.9
E00073424,38.4,54.4,7.2,0
E00073425,27.7,36.2,20,16.2
E00073426,8.7,1.6,32.5,57.1
E00073431,23.9,24.5,19.7,31.9
E00073433,42.3,35.2,7.1,15.4
E00073439,45.2,39,8.9,6.8
E00073440,35.2,30.5,13.3,21.1
E00073441,37.4,51.1,6.9,4.6
E00073442,8.5,23.6,23.6,44.2
E00073443,16.2,25.6,25.6,32.5
E00073444,32.2,46.1,16.5,5.2
E00073445,10.6,45.1,30.1,14.2
E00073446,37.5,18.8,13.8,30
E00073449,22.5,64,9.9,3.6
E00073450,9.4,56.7,20.5,13.4
E00073451,19.9,54.8,11,14.4
E00073452,27.2,48.3,15.9,8.6
E00073472,11.1,48.4,23.8,16.7
E00073473,66,19.1,5.3,9.6
E00073474,12.5,37.5,23.8,26.3
E00073476,44.2,25.6,9.3,20.9
E00073477,19.3,25.2,25.2,30.4
E00073478,21.4,53.2,18.3,7.1
E00073479,25.4,24.6,18,32
E00073480,13.8,44.8,24.8,16.6
E00073481,20.3,39.2,11.7,28.8
E00073482,26,30.1,25.4,18.5
E00073483,27.4,38.2,19.1,15.3
E00073484,24.2,40.3,26.6,8.9
E00073485,57.8,26.7,3.4,12.1
E00073486,23.4,50.6,14.9,11
E00073487,31.3,26,14.5,28.2
E00073488,36.8,47,7.7,8.5
E00073489,15.5,48.3,23.3,12.9
E00073490,25.8,40.9,12.1,21.2
E00073491,33.3,49.6,5.2,11.9
E00073492,23.8,40.6,18.9,16.8
E00073493,45.9,26.7,11.1,16.3
E00073494,30.8,48.1,13.5,7.5
E00073495,53.2,34.2,9,3.6
E00073497,7.9,49.6,25.2,17.3
E00073498,30.6,23.4,18,27.9
E00073499,50.4,11.3,9.6,28.7
E00073500,17.9,28.8,16.7,36.5
E00073501,7.5,28.6,23.3,40.6
E00073502,10,35,29.3,25.7
E00073503,29.5,50,14.4,6.1
E00073504,21.7,27.9,12.4,38
E00073505,42.6,43.6,6.9,6.9
E00073506,14.3,51.1,18,16.5
E00073507,43.3,39.2,6.2,11.3
E00073508,20.6,37.4,15,27.1
E00073509,19,45.2,21.4,14.3
E00073510,17.9,49.6,5.7,26.8
E00073511,39.7,24.6,16.7,19
E00073512,12,23.2,20,44.8
E00073513,30.4,58.2,3.8,7.6
E00073514,31.4,19.7,12.4,36.5
E00073515,26,28.3,21.3,24.4
E00073516,37.9,33.3,5.2,23.5
E00073517,58.3,17.4,8.3,15.9
E00073518,19.8,56.9,15.5,7.8
E00073519,25,36,10.3,28.7
E00073520,31.9,50.6,5.4,12
E00073521,24.8,40,8.8,26.4
E00073522,23.1,21.5,12.4,43
E00073523,41.7,40.2,11.8,6.3
E00073524,15,49.6,11.8,23.6
E00073525,25.6,46.8,11.5,16
E00073526,39,27.6,12.2,21.1
E00073527,34.3,33.6,8.4,23.8
E00073528,31.9,36.1,11.8,20.2
E00073529,27.7,42.3,13.1,16.8
E00073530,9.9,37.4,16.8,35.9
E00073531,23.2,29,18.8,29
E00073532,19.4,29.5,23.5,27.6
E00073533,6.2,6.2,18.6,69
E00073534,14.3,37,8.4,40.3
E00073535,15.4,53.8,12.5,18.3
E00073536,42.3,35.1,9.9,12.6
E00073537,17.9,28.3,24.1,29.7
E00073538,18.5,25.2,21.8,34.5
E00073539,37.3,31.8,11.8,19.1
E00073540,36,31,8,25
E00073541,22.4,23.3,20.7,33.6
E00073542,24,42.4,15.2,18.4
E00073543,34.1,29.5,8.3,28
E00073544,33.1,18.1,11.8,37
E00073545,37.6,31.2,13.2,18
E00073546,21.3,18.1,13.4,47.2
E00073547,34.5,45.9,9.5,10.1
E00073548,31.3,24.3,4.9,39.6
E00073549,32.9,46.7,9.9,10.5
E00073550,17.5,26.7,16.7,39.2
E00073551,22.6,25.2,13,39.1
E00073552,28,28.8,13.6,29.7
E00073553,20.2,37.7,14,28.1
E00073554,29.4,11.8,12.7,46.1
E00073555,33.9,44.1,7.9,14.2
E00073556,27.7,27.7,20.8,23.8
E00073557,2.6,10.3,17.2,69.8
E00073558,21.4,38.6,20.7,19.3
E00073559,4.9,34.7,52.8,7.6
E00073560,29.3,38.9,24.2,7.6
E00073561,9.4,19.3,53.8,17.5
E00073562,5.1,26.9,50,17.9
E00073563,6.3,24.3,45.8,23.6
E00073564,4.6,40.1,47.4,7.9
E00073565,34.3,35.2,21,9.4
E00073566,26.1,40.9,24.3,8.7
E00073567,11.7,38.7,43.1,6.6
E00073568,3.8,51.9,34.2,10.1
E00073569,4.6,18.3,56,21.1
E00073570,5.6,53.5,33.3,7.6
