areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00073143,26.8,24.8,48.4
E00073145,21.9,26.3,51.9
E00073147,26.6,22,51.4
E00073148,22,40.4,37.6
E00073150,25.4,26.5,48.1
E00073152,14.1,16.9,69
E00073153,21.3,20.3,58.4
E00073154,8.7,19.8,71.4
E00073155,20.1,26.8,53
E00073156,20.5,28.7,50.8
E00073157,21,26.8,52.2
E00073158,18.4,36.8,44.7
E00073159,8.1,28.2,63.7
E00073160,17.3,27.7,54.9
E00073161,17.8,25.2,57.1
E00073162,23,33.9,43
E00073163,9.8,17.2,73
E00073164,29.1,22.8,48
E00073165,31.3,26.1,42.5
E00073166,25,20.5,54.5
E00073167,24.4,28.5,47.2
E00073168,22.5,25,52.5
E00073169,22.7,28.9,48.5
E00073170,34.7,25.8,39.4
E00073171,25.5,26.4,48.1
E00073172,14.5,40.8,44.7
E00073173,14.5,35.5,50
E00073174,16.8,37.8,45.5
E00073176,19.5,41.4,39.1
E00073177,14.2,42.6,43.2
E00073178,29.9,30.6,39.6
E00073179,21.7,30.4,47.8
E00073181,15.3,43.1,41.6
E00073182,25.5,40.2,34.2
E00073263,20.1,21.4,58.4
E00073264,18.6,20.9,60.5
E00073266,18.5,26.7,54.8
E00073267,10.8,31.7,57.5
E00073268,19.9,26.9,53.2
E00073269,19.6,23.9,56.4
E00073270,17,23.7,59.3
E00073271,19.5,23.2,57.4
E00073272,19.4,20.9,59.7
E00073273,15.3,36.3,48.4
E00073274,13.9,21.7,64.3
E00073276,33.6,32.8,33.6
E00073277,15.4,26.9,57.7
E00073278,12.9,14.4,72.7
E00073280,8.6,9.5,81.9
E00073281,18.4,17,64.5
E00073282,15,15,70.1
E00073283,13.7,11.1,75.2
E00073284,6.1,65.2,28.7
E00073285,16.9,20.4,62.7
E00073286,12.4,34.6,52.9
E00073287,12.4,29.8,57.9
E00073288,12.4,24.8,62.8
E00073289,15.4,16.9,67.7
E00073290,8.4,11.8,79.8
E00073291,14.7,22.5,62.8
E00073292,25,20.9,54.1
E00073293,15.2,22.1,62.8
E00073294,27,17.6,55.4
E00073295,7.6,27.5,64.9
E00073296,18.4,22.8,58.8
E00073297,17.4,26.8,55.8
E00073298,29.3,31.9,38.8
E00073299,15.3,22.2,62.5
E00073300,9.5,21.9,68.6
E00073414,28.4,39.7,31.9
E00073415,39.2,24.5,36.3
E00073416,17.3,32.3,50.4
E00073419,16.9,43.1,40
E00073420,29.7,40.7,29.7
E00073421,60.8,20.6,18.6
E00073422,6.8,52.1,41
E00073423,26.5,46.2,27.4
E00073424,4.7,42.5,52.8
E00073425,34.6,37.6,27.8
E00073426,58.4,15.2,26.4
E00073431,38.4,29.7,31.9
E00073433,32.8,38.8,28.4
E00073439,12.2,38.8,49
E00073440,16,29.8,54.2
E00073441,13.1,53.8,33.1
E00073442,24.7,22.9,52.4
E00073443,22.4,23.3,54.3
E00073444,20.9,33,46.1
E00073445,43.2,27.9,28.8
E00073446,35.6,30.6,33.8
E00073449,17.9,38.5,43.6
E00073450,16.9,30,53.1
E00073451,11,37.9,51
E00073452,13.9,40.4,45.7
E00073472,14.8,36.7,48.4
E00073473,1.1,73.9,25
E00073474,15.4,28.2,56.4
E00073476,14.6,43.1,42.3
E00073477,9.6,34.6,55.9
E00073478,18,36.7,45.3
E00073479,8.3,38.8,52.9
E00073480,8.3,36.8,54.9
E00073481,20.7,36.5,42.8
E00073482,33.5,29.5,37
E00073483,28.8,35.3,35.9
E00073484,10.3,34.1,55.6
