areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00073143,27.7,37.2,6.8,28.4
E00073145,7,7.6,43.7,41.8
E00073147,24,26.3,23.4,26.3
E00073148,7.7,9.2,26.8,56.3
E00073150,20.4,26.7,26.7,26.2
E00073152,29.9,41.7,0.7,27.8
E00073153,32,32.5,6.1,29.4
E00073154,33.8,51.5,0,14.6
E00073155,23,30.4,6.8,39.9
E00073156,26.4,29.8,18.2,25.6
E00073157,23.5,36.4,0,40.1
E00073158,29.8,27.8,18.5,23.8
E00073159,33.1,37.8,0.8,28.3
E00073160,26.7,34.1,9.1,30.1
E00073161,27.7,30.2,15.1,27
E00073162,18.5,22,1.2,58.3
E00073163,43.8,35.5,0,20.7
E00073164,39.7,31,4.8,24.6
E00073165,16.7,21.2,7.6,54.5
E00073166,29.1,39.1,6.4,25.5
E00073167,13.9,27.8,18.7,39.6
E00073168,15.9,22.9,20.4,40.8
E00073169,23.8,26.9,10.4,38.9
E00073170,9.8,17.8,7.9,64.5
E00073171,8.3,21.4,28.2,42.2
E00073172,16.6,25.8,41.1,16.6
E00073173,29.2,27.7,23.4,19.7
E00073174,29.9,31.3,22.2,16.7
E00073176,8.5,11.9,31.3,48.3
E00073177,4.4,8.2,50.6,36.7
E00073178,18.9,20.3,28.7,32.2
E00073179,24.1,27,23.4,25.5
E00073181,6.3,25.4,56.6,11.7
E00073182,7.4,11.1,31.6,50
E00073263,23.2,37.7,0,39.1
E00073264,30.5,40.5,5.3,23.7
E00073266,27.6,37.3,3,32.1
E00073267,41.7,31.7,1.7,25
E00073268,21.8,40.2,1.1,36.8
E00073269,23.9,30.7,0,45.4
E00073270,27.3,41,1.4,30.2
E00073271,29.6,30.7,4.2,35.4
E00073272,35.7,37.2,0.8,26.4
E00073273,25,31.7,13.3,30
E00073274,43,42.1,0.9,14
E00073276,11.7,15.6,2.3,70.3
E00073277,35.2,35.9,0.8,28.1
E00073278,40.5,45,0,14.5
E00073280,37.3,51.7,0.8,10.2
E00073281,27,43.3,1.4,28.4
E00073282,30.5,49.2,0.8,19.5
E00073283,39.3,46.2,0.9,13.7
