areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00045077,84.8,9,6.2
E00045078,90.2,4.8,5.1
E00045079,67,22.3,10.7
E00045080,78.3,13.6,8.1
E00045081,66.1,9.2,24.7
E00045082,73,16.1,10.9
E00045083,84.2,3.9,11.9
E00045084,74.1,17.2,8.7
E00045085,69.3,11.8,18.9
E00045086,79.8,7.1,13.1
E00045087,78.5,12.1,9.3
E00045088,84.3,8,7.7
E00045090,64.7,17.8,17.5
E00045091,73.5,8.4,18.1
E00045092,70.3,14.8,15
E00045093,65.7,20.8,13.5
E00045094,79.9,10.8,9.3
E00045095,78.9,6.4,14.7
E00045096,61.5,20.9,17.6
E00045097,81.7,8.1,10.2
E00045098,80.1,4.8,15.1
E00045099,71.2,12.8,16.1
E00045100,72.2,16.3,11.5
E00045101,75.6,10.5,13.9
E00045102,83.1,7.1,9.8
E00045103,82.9,4.1,13
E00045104,69.1,16.9,14
E00045105,75.1,9.2,15.7
E00045106,74.1,12,13.9
E00045107,75.4,14.2,10.4
E00045108,63.8,14.1,22.1
E00045109,68,16.3,15.6
E00045110,82.2,5.3,12.5
E00045111,71.3,12.3,16.4
E00045112,74.4,14.1,11.5
E00045113,71.6,18.4,9.9
E00045114,74.6,13.8,11.5
E00045115,76.4,9.2,14.4
E00045116,72,21.1,6.9
E00045117,65.4,19.9,14.7
E00045118,77.1,9,13.9
E00045119,78.7,12.4,8.9
E00045120,65.4,22,12.6
E00045121,59.3,21.3,19.5
E00045122,69.6,15.6,14.9
E00045123,70.3,16.7,13
E00045124,66.1,19.6,14.3
E00045125,63.1,28.3,8.6
E00045126,67.9,22.1,10
E00045127,74.3,15.8,9.9
E00045128,74.4,17.4,8.2
E00045129,68.2,22.8,9
E00045130,66,14.3,19.7
E00045131,55,31.6,13.4
E00045132,68,14,18
E00045133,65.6,14.3,20.1
E00045134,58.9,31.2,9.9
E00045135,70.3,13.9,15.9
E00045136,79.5,10,10.5
E00045137,78.9,11.1,10
E00045138,71,16.1,12.9
