areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00045077,31.8,68.2
E00045078,26.4,73.6
E00045079,33.1,66.9
E00045080,32.1,67.9
E00045081,36.7,63.3
E00045082,33.1,66.9
E00045083,33.1,66.9
E00045084,33.1,66.9
E00045085,28.7,71.3
E00045086,31.7,68.3
E00045087,30,70
E00045088,25.2,74.8
E00045090,25.5,74.5
E00045091,29.2,70.8
E00045092,27.3,72.7
E00045093,27.7,72.3
E00045094,29.4,70.6
E00045095,32.2,67.8
E00045096,38.7,61.3
E00045097,30.7,69.3
E00045098,36.2,63.8
E00045099,38.8,61.2
E00045100,38.2,61.8
E00045101,36.4,63.6
E00045102,35.1,64.9
E00045103,34.5,65.5
E00045104,51.7,48.3
E00045105,43.2,56.8
E00045106,34.6,65.4
E00045107,43.8,56.2
E00045108,37.5,62.5
E00045109,49,51
E00045110,34.9,65.1
E00045111,42.5,57.5
E00045112,42.1,57.9
E00045113,37.5,62.5
E00045114,41.7,58.3
E00045115,41.3,58.7
E00045116,40.9,59.1
E00045117,36.6,63.4
E00045118,41,59
E00045119,42.7,57.3
E00045120,49.3,50.7
E00045121,37.4,62.6
E00045122,45.2,54.8
E00045123,31.6,68.4
E00045124,46.8,53.2
E00045125,45.7,54.3
E00045126,47.9,52.1
E00045127,42.5,57.5
E00045128,46.2,53.8
E00045129,35.8,64.2
E00045130,37.5,62.5
E00045131,47.8,52.2
E00045132,36.7,63.3
E00045133,25.8,74.2
E00045134,50.4,49.6
E00045135,43.6,56.4
E00045136,32.3,67.7
E00045137,34.8,65.2
E00045138,35.7,64.3
E00045139,29.6,70.4
E00045140,53.4,46.6
E00045141,27.7,72.3
E00045142,37.8,62.2
E00045143,34.2,65.8
E00045144,30.6,69.4
E00045145,26.8,73.2
E00045146,24.4,75.6
E00045147,38,62
E00045148,35.3,64.7
E00045149,29.3,70.7
E00045150,31.4,68.6
E00045151,29.1,70.9
E00045152,26.2,73.8
E00045153,39.6,60.4
E00045154,28.6,71.4
E00045155,30,70
E00045156,23.4,76.6
E00045157,35.4,64.6
E00045158,30.7,69.3
E00045159,23.5,76.5
E00045160,37,63
E00045161,41.3,58.7
