areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00045077,40.5,7.8,32.7,19
E00045078,40.7,17,27.3,14.9
E00045079,62.7,11.9,14.4,11
E00045080,43,7.3,33.9,15.8
E00045081,41.4,15.5,31,12.1
E00045082,55.8,8.5,21.2,14.5
E00045083,47.7,12.5,21.6,18.2
E00045084,42.7,11.2,29.4,16.8
E00045085,55.4,5,27.7,11.9
E00045086,48.6,12.8,25.7,12.8
E00045087,48.1,9.3,30.6,12
E00045088,52.5,7.6,27.2,12.7
E00045090,49.4,10.3,26.3,14.1
E00045091,45.1,8.5,28.9,17.6
E00045092,42.9,12.1,30.8,14.3
E00045093,50,12.8,15.5,21.6
E00045094,48,8.9,27.2,15.8
E00045095,44.8,16.8,23.1,15.4
E00045096,40,9.3,25.3,25.3
E00045097,50.3,12.9,22.7,14.1
E00045098,48.2,3.6,25.9,22.3
E00045099,55.2,5.7,19.5,19.5
E00045100,57,14.1,15.6,13.3
E00045101,56.5,11.3,12.9,19.4
E00045102,58.7,9,16.8,15.5
E00045103,50,11.7,20.8,17.5
E00045104,58.3,8.3,17.5,15.8
E00045105,56.1,8.3,11.4,24.2
E00045106,55.6,7.4,18.5,18.5
E00045107,45.8,16.7,9.2,28.3
E00045108,54.2,9.4,20.8,15.6
E00045109,52.1,15.3,9,23.6
E00045110,58.4,14.4,19.2,8
E00045111,52.8,9.4,21.7,16
E00045112,55.2,11.7,17.2,15.9
E00045113,50,16.4,13.4,20.1
E00045114,53.2,9.2,16.5,21.1
E00045115,56.2,8.3,14.9,20.7
E00045116,54.4,9.5,16.5,19.6
E00045117,51.5,12.1,15.2,21.2
E00045118,60.5,11.1,13.6,14.8
E00045119,55.3,8,17.3,19.3
E00045120,44.4,15.6,13.3,26.7
E00045121,51.1,7.6,20.6,20.6
E00045122,61.7,9.9,7.4,21
E00045123,55.8,15.8,14.7,13.7
E00045124,59.7,8.9,11.3,20.2
E00045125,45.7,16.5,11,26.8
E00045126,50.9,11,17.2,20.9
E00045127,54.5,15.2,11.4,18.9
E00045128,60.2,12.2,14.8,12.8
E00045129,53.7,14.2,12.3,19.8
E00045130,49.6,13.8,13.8,22.8
E00045131,49.3,12.1,14.3,24.3
E00045132,75,6.6,13.2,5.3
E00045133,54,9.7,21,15.3
E00045134,50.4,11.6,15.7,22.3
E00045135,51.3,19.5,11.5,17.7
E00045136,60.3,7.6,13,19.1
E00045137,49.2,7.7,24,19.1
E00045138,54.2,12.3,15.5,18.1
E00045139,48.1,14.8,18.5,18.5
E00045140,61.9,10.2,11.9,16.1
E00045141,59.1,10.9,17.5,12.4
E00045142,58.7,7,12.6,21.7
E00045143,43.8,13.1,23.5,19.6
E00045144,45.6,10.5,29.8,14
E00045145,56,8.7,16.8,18.5
E00045146,53.3,11.7,22.8,12.2
E00045147,54.1,14.7,11.9,19.3
E00045148,45.7,8.6,27.9,17.9
E00045149,45.5,15.7,23.1,15.7
E00045150,47.2,15.7,22.6,14.5
E00045151,50.3,8.3,28,13.4
E00045152,62.3,6.6,17.2,13.9
E00045153,53.8,9.7,14.5,22.1
E00045154,50,7.4,26.5,16
E00045155,47.5,10.6,23.5,18.4
E00045156,45,12.1,20,22.9
E00045157,51.9,8.1,21.3,18.8
E00045158,54.6,12.3,24.5,8.6
E00045159,47.9,12.4,29,10.7
E00045160,46.7,8.8,25.5,19
E00045161,52.2,8.9,24.4,14.4
E00045162,45.6,13.3,13.3,27.8
