areacd,sex-001,sex-002
E00045077,55,45
E00045078,50,50
E00045079,40.8,59.2
E00045080,51.6,48.4
E00045081,48.4,51.6
E00045082,48.3,51.7
E00045083,50.6,49.4
E00045084,48.3,51.7
E00045085,46.6,53.4
E00045086,49.4,50.6
E00045087,42.7,57.3
E00045088,51.8,48.2
E00045090,47.5,52.5
E00045091,51.9,48.1
E00045092,46.6,53.4
E00045093,44.1,55.9
E00045094,53.7,46.3
E00045095,52.5,47.5
E00045096,49,51
E00045097,50.6,49.4
E00045098,49.6,50.4
E00045099,49.6,50.4
E00045100,52,48
E00045101,51.5,48.5
E00045102,48.8,51.2
E00045103,49.1,50.9
E00045104,50.4,49.6
E00045105,50.9,49.1
E00045106,51.5,48.5
E00045107,51.4,48.6
E00045108,50.9,49.1
E00045109,49.9,50.1
E00045110,54.1,45.9
E00045111,55.4,44.6
E00045112,54.7,45.3
E00045113,50.4,49.6
E00045114,51.6,48.4
E00045115,48.3,51.7
E00045116,51.5,48.5
E00045117,53.4,46.6
E00045118,47.8,52.2
E00045119,54.2,45.8
E00045120,49,51
E00045121,53,47
E00045122,50.7,49.3
E00045123,53.7,46.3
E00045124,51.3,48.8
E00045125,49.6,50.4
E00045126,51.8,48.2
E00045127,53.4,46.6
E00045128,46,54
E00045129,52.8,47.2
E00045130,47,53
E00045131,51.3,48.7
E00045132,48.7,51.3
E00045133,48,52
E00045134,52.5,47.5
E00045135,52.3,47.7
E00045136,52.3,47.7
E00045137,52.8,47.2
E00045138,49.1,50.9
E00045139,38.4,61.6
E00045140,54.1,45.9
E00045141,53.1,46.9
E00045142,53.8,46.2
E00045143,52.6,47.4
E00045144,49.8,50.2
E00045145,51.2,48.8
E00045146,51.5,48.5
E00045147,52.1,47.9
E00045148,44,56
E00045149,52.7,47.3
E00045150,51.7,48.3
E00045151,52.2,47.8
E00045152,51.9,48.1
E00045153,51.8,48.2
E00045154,52.5,47.5
E00045155,47.3,52.7
E00045156,51.3,48.7
E00045157,51.4,48.6
E00045158,51.7,48.3
E00045159,48,52
E00045160,47.5,52.5
E00045161,53.4,46.6
E00045162,45.4,54.6
E00045163,52.8,47.2
E00045164,48,52
E00045165,52.3,47.7
E00045746,52,48
E00045748,47.9,52.1
E00045749,50.8,49.2
E00045750,53.1,46.9
E00045751,51.7,48.3
E00045752,50.4,49.6
E00045753,52.3,47.7
E00045754,52.9,47.1
E00045756,45,55
E00045757,48.3,51.7
E00045758,55.1,44.9
E00045759,51.9,48.1
E00045760,48.5,51.5
E00045761,51.3,48.7
E00045762,53.3,46.7
E00045763,52.7,47.3
E00045764,50.9,49.1
E00045765,53.2,46.8
E00045766,51.9,48.1
E00045767,53.4,46.6
E00045768,50.3,49.7
E00045769,52.6,47.4
E00045770,55.1,44.9
E00045771,47,53
E00045772,50.8,49.2
E00045773,49.9,50.1
E00045774,45.5,54.5
E00045775,49.9,50.1
E00045776,52.4,47.6
E00045777,51.3,48.7
E00045778,48.8,51.2
E00045779,54.7,45.3
E00045780,48.6,51.4
E00045781,50.1,49.9
E00045782,50.4,49.6
E00045783,50.3,49.7
E00045784,55.1,44.9
E00045785,52.3,47.7
E00045786,53,47
E00045787,56.3,43.7
E00045788,47.1,52.9
E00045789,56.5,43.5
E00045790,51.5,48.5
E00045791,54.5,45.5
E00045793,47.5,52.5
E00045794,53.3,46.7
E00045795,48.2,51.8
E00045796,49.7,50.3
E00045797,53.7,46.3
E00045798,50,50
E00045799,52.4,47.6
E00045800,55.9,44.1
E00045801,51.5,48.5
E00045802,49.6,50.4
E00045804,55.2,44.8
E00045805,51.3,48.7
E00045806,41.6,58.4
E00045807,48.7,51.3
E00045809,53.5,46.5
E00045812,55.4,44.6
E00045813,55.3,44.7
E00045814,43,57
E00045815,48.5,51.5
E00045817,53.5,46.5
E00045819,47.4,52.6
E00045821,42.6,57.4
E00045848,53.1,46.9
E00045856,50.6,49.4
E00045858,50.1,49.9
E00045860,51.6,48.4
E00045862,52.2,47.8
E00045863,51.9,48.1
E00045865,48.7,51.3
E00045866,50.2,49.8
E00045867,53.6,46.4
E00045870,50.7,49.3
E00045871,52.9,47.1
E00046614,50,50
E00046644,51.4,48.6
E00046645,52.1,47.9
E00046647,51.3,48.7
E00046652,51,49
E00046657,51,49
E00047138,51.4,48.6
E00047140,52.4,47.6
E00047141,51.4,48.6
E00047142,51,49
E00047143,49.2,50.8
E00047156,48,52
E00047157,54.5,45.5
E00047158,53.8,46.3
E00047159,54,46
E00047160,52.4,47.6
E00047161,55.4,44.6
E00047162,52.3,47.7
E00047163,51.5,48.5
E00047164,51,49
E00047165,50.3,49.7
E00047166,45.8,54.2
E00047167,55.6,44.4
E00047168,51,49
E00047169,51.2,48.8
E00047170,51.7,48.3
E00047171,51.8,48.2
E00047172,60.9,39.1
E00047173,53.5,46.5
E00047174,47,53
E00047175,53.1,46.9
E00047176,48.5,51.5
E00047220,49.2,50.8
E00047221,52.6,47.4
