areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00045077,95.3,0,4.7,0
E00045078,95.1,0,4.9,0
E00045079,76.3,1,18.8,3.9
E00045080,95.8,0,4,0.3
E00045081,88.8,0,10.8,0.4
E00045082,93.2,0.2,6.5,0
E00045083,95.1,0,4.3,0.6
E00045084,87,0.6,12.1,0.3
E00045085,85.8,0,12.5,1.7
E00045086,92.3,0,7.3,0.5
E00045087,94,0,6,0
E00045088,94.9,0,4.5,0.6
E00045090,82.1,0.6,16.8,0.6
E00045091,90.3,0,8.2,1.5
E00045092,89.2,0,10.8,0
E00045093,92.4,0.3,6.3,1
E00045094,93.4,0.5,6.1,0
E00045095,86.8,0,12.9,0.3
E00045096,89.9,0,7.6,2.5
E00045097,87.3,0,12.4,0.3
E00045098,94.1,0,5.9,0
E00045099,93,0,5.5,1.5
E00045100,87.1,0,5.9,7
E00045101,94.8,0.2,4.9,0
E00045102,92.5,0,7.5,0
E00045103,97,0.8,2.2,0
E00045104,93.8,0,5.2,1
E00045105,96.9,0.3,2.3,0.5
E00045106,93.9,0.3,5.6,0.3
E00045107,91.3,0.2,6.1,2.4
E00045108,90.5,0.9,6.9,1.6
E00045109,91,0,5.3,3.7
E00045110,92.4,0,6.6,1
E00045111,98.7,0,1.3,0
E00045112,89.3,0.3,10.4,0
E00045113,94.1,0,5.9,0
E00045114,95.7,0,2.9,1.4
E00045115,97.1,0,2.9,0
E00045116,93.7,0,6.1,0.2
E00045117,90.7,0.3,8.6,0.3
E00045118,92.5,0,7.3,0.3
E00045119,92.6,0,6.2,1.2
E00045120,97.3,0,1.8,0.9
E00045121,92.9,0,5.7,1.4
E00045122,93.1,0,6.9,0
E00045123,94.7,0,5.3,0
E00045124,92.2,0,7.3,0.5
E00045125,88,0,8.5,3.5
E00045126,91.6,0,6,2.4
E00045127,90.8,0,4.2,5
E00045128,92.8,0,4.8,2.5
E00045129,93.3,0.2,2.8,3.8
E00045130,92.9,0.3,5.5,1.3
E00045131,93.8,0,6,0.2
E00045132,91.5,0.4,7.2,0.9
E00045133,89.6,0,10,0.3
E00045134,88.4,0,9,2.6
E00045135,92.8,0,7.2,0
E00045136,89.7,0.3,10,0
E00045137,95.1,0,4.9,0
E00045138,87.9,0,10.7,1.4
E00045139,97.1,0,2.9,0
E00045140,95.7,0.3,3.4,0.6
E00045141,88.9,0.7,10.1,0.3
E00045142,89.9,0,9.9,0.3
E00045143,92.7,0,6.5,0.8
E00045144,93.3,0,5.5,1.2
E00045145,89.6,0,9.3,1.1
E00045146,93.3,0,6.7,0
E00045147,89,0,10,1
E00045148,86.9,0.3,11,1.8
E00045149,94.8,0,4,1.2
E00045150,92.2,0,7.8,0
E00045151,89.4,0,10.3,0.3
E00045152,91.2,0,8.5,0.3
E00045153,96.4,0,3.6,0
E00045154,93.9,0,6.1,0
E00045155,95,0,5,0
E00045156,92.5,0.4,5.2,1.9
E00045157,94.5,0,5.5,0
E00045158,87.5,0,10.8,1.7
E00045159,95,0,4.3,0.7
E00045160,91,1.3,7.4,0.3
E00045161,91.2,0,8.8,0
E00045162,94.2,0,4.8,1
E00045163,92.2,0,6,1.8
E00045164,89.5,0,10.2,0.4
E00045165,90.2,0.3,8.7,0.8
E00045746,97.6,0,2.4,0
E00045748,91.8,0,7.5,0.7
E00045749,94.4,0.8,4.3,0.5
E00045750,87.9,0,11.5,0.6
E00045751,96.8,0,3.2,0
