areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00045077,47.8,38.3,13,0.9,0
E00045078,51.6,35.3,10.5,2.6,0
E00045079,35.4,41.1,19,3.8,0.6
E00045080,47.4,40,9.6,3,0
E00045081,22.5,39.2,28.4,9.8,0
E00045082,25.6,45.1,21.1,8.3,0
E00045083,47.3,38.7,10.7,2.7,0.7
E00045084,35.3,33.8,25.7,5.1,0
E00045085,33.1,42.1,19,5,0.8
E00045086,41.7,31.8,15.2,10.6,0.7
E00045087,28.1,36.3,19.3,14.8,1.5
E00045088,50.4,38.2,9.2,2.3,0
E00045090,41.6,33.6,16.1,6.7,2
E00045091,37.3,38.7,20,3.3,0.7
E00045092,44.9,26.1,17,10.2,1.7
E00045093,38.4,38.4,15.9,5.8,1.4
E00045094,48.8,32.7,14.8,3.7,0
E00045095,43.2,32.8,13.6,10.4,0
E00045096,24.6,34.7,28.8,11.9,0
E00045097,48.6,34.9,12.8,3.7,0
E00045098,53.9,35.7,7,3.5,0
E00045099,32.7,37.6,23.8,5,1
E00045100,22.3,45.4,25.4,6.9,0
E00045101,28.6,40,24.8,6.7,0
E00045102,37.8,28.1,28.1,5.9,0
E00045103,39.5,23.5,28.6,7.6,0.8
E00045104,24.8,38.1,23,14.2,0
E00045105,23.2,44.8,20.8,11.2,0
E00045106,25.5,42.5,18.9,13.2,0
E00045107,30.3,32,28.7,8.2,0.8
E00045108,26,39.4,18.9,15.7,0
E00045109,33.3,36.4,21.7,8.5,0
E00045110,39.1,34.5,21.8,4.5,0
E00045111,24.6,28,40.7,6.8,0
E00045112,43.2,35.1,17.1,4.5,0
E00045113,33.3,29.8,28.1,8.8,0
E00045114,31,32.8,24.1,11.2,0.9
E00045115,22.3,38.8,29.1,9.7,0
E00045116,28.5,33.8,28.5,7.7,1.5
E00045117,24,36.5,30.2,9.4,0
E00045118,33.1,42.7,21,3.2,0
E00045119,32.4,35.3,22.1,10.3,0
E00045120,32.9,36.4,22.4,7.7,0.7
E00045121,28.1,31.9,33.3,5.9,0.7
E00045122,22.9,36.7,24.8,13.8,1.8
E00045123,35.5,33.6,23.6,7.3,0
E00045124,25,37.9,23.6,12.9,0.7
E00045125,38.4,39.2,21.6,0.8,0
E00045126,37.2,41.4,15.9,4.1,1.4
E00045127,29.1,41.8,21.8,7.3,0
E00045128,38.3,31.2,22.7,7.1,0.7
E00045129,31.5,43.6,18.8,5.4,0.7
E00045130,37.5,33.3,25.8,1.7,1.7
E00045131,34.4,40,20,4.4,1.3
E00045132,32.6,43.8,12.4,9,2.2
E00045133,40.5,38.8,13.8,6.9,0
E00045134,33.1,38.6,21.4,6.2,0.7
E00045135,31.3,29.9,25.4,13.4,0
E00045136,27.6,35.1,25.4,10.4,1.5
E00045137,48.8,39.2,12,0,0
E00045138,37.5,46.9,11.7,3.9,0
E00045139,14.3,27.7,37,20.2,0.8
E00045140,31.9,38.7,16,11.8,1.7
E00045141,52.7,31.8,10,4.5,0.9
E00045142,33.3,39.4,19.7,7.6,0
E00045143,40.5,38.8,17.4,3.3,0
E00045144,60.1,30.8,8.4,0.7,0
E00045145,27.8,42.6,23.5,4.3,1.9
E00045146,52.1,31.9,9.7,5.6,0.7
E00045147,31.7,38.1,23.8,4.8,1.6
E00045148,31.8,35.7,23.6,8.3,0.6
E00045149,41.2,46.5,10.5,1.8,0
E00045150,54.5,33.1,9.1,3.3,0
E00045151,48.5,33.8,14.7,2.9,0
E00045152,46.8,30.3,20.2,2.8,0
E00045153,29.6,38,23.9,7.7,0.7
E00045154,43.4,34.9,15.5,6.2,0
E00045155,54.9,33.8,8.5,2.8,0
E00045156,48.1,36.1,12,3.7,0
E00045157,52,35.4,9.4,3.1,0
E00045158,46.8,37.4,10.8,2.2,2.9
E00045159,50.7,33.3,10.9,5.1,0
E00045160,31.7,38.3,20,10,0
E00045161,22.5,35,25.8,16.7,0
