geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00076717,14,60.5,25.6
E00076719,14.9,64.9,20.3
E00076721,12.4,65.2,22.5
E00076722,6.2,81.4,12.4
E00076723,9.2,70.4,20.4
E00076724,8.3,68.6,23.1
E00076726,16.1,70.1,13.8
E00076729,3,88.8,8.2
E00076731,2.6,89,8.4
E00076732,12.3,69.8,17.9
E00076733,5.7,87.6,6.7
E00076734,4.6,80.9,14.5
E00076737,16.7,66.7,16.7
E00076738,15.8,69.5,14.7
E00076739,16.5,69.1,14.4
E00076742,10.4,75.2,14.4
E00076744,6.7,79.1,14.2
E00076747,8.1,78,13.8
E00076752,5.2,80.2,14.7
E00076999,10.1,69.7,20.2
E00077000,6.5,78.5,15.1
E00077001,10.9,72.3,16.8
E00077008,14.8,68.5,16.7
E00077010,11.8,70.6,17.6
E00077013,4.1,79.3,16.5
E00077014,5.2,74,20.8
E00077015,14.5,70.2,15.3
E00077032,15.2,65.7,19.2
E00077043,13,69.6,17.4
E00077047,6.7,72.6,20.7
E00077150,8.6,72.7,18.8
E00077151,3,78.9,18
E00077152,15.6,67.8,16.7
E00077153,8.2,80.1,11.6
E00077154,8.8,69.6,21.6
E00077155,5.1,83.9,10.9
E00077156,8.6,50.7,40.8
E00077158,5.8,81.8,12.3
E00077159,5.7,82.8,11.5
E00077161,5.3,75,19.7
E00077164,5.2,79.1,15.7
E00077166,9.5,74.3,16.2
E00077168,8.5,76.5,15
E00077169,6.8,81.2,12
E00077170,7.7,81.9,10.4
E00077173,4.2,84.4,11.3
E00077175,5.4,83.1,11.5
E00077176,3.7,81.1,15.2
E00077177,11.7,71.7,16.6
E00077178,4.8,75.9,19.3
E00100653,13.7,75.2,11.1
E00100654,6.3,83,10.7
E00100655,10.3,82.8,6.9
E00100656,5.4,81.3,13.4
E00100657,18,69.7,12.4
E00100658,13.4,76.8,9.8
E00100659,8.9,71.1,20
E00100670,12.9,68.8,18.3
E00100674,11.3,75,13.7
E00100676,6.3,84.5,9.2
E00100677,5,86.5,8.5
E00100678,7.6,82.4,9.9
E00100679,3.3,90.2,6.5
E00100680,6.3,88.2,5.6
E00100681,6.3,89.7,4
E00100682,6.7,87.8,5.5
E00100683,4.6,87.6,7.7
E00100684,5.8,84,10.3
E00100685,4.5,87.4,8.1
E00100686,8.5,78.3,13.2
E00100687,5.5,86.6,8
E00100688,8.5,72.6,18.9
E00100689,9,76.6,14.4
E00100690,10.1,82.6,7.2
E00100691,8.4,68.9,22.7
E00100692,5.9,85.3,8.8
E00100693,4.2,94.8,1
E00100694,13.1,69.6,17.3
E00100695,8.9,82.2,8.9
E00100696,7.9,85.7,6.3
E00100697,6.5,85.5,8.1
E00100698,10.2,78,11.9
E00100699,11.1,73.4,15.6
E00100700,15.9,75.7,8.4
E00100701,6.8,85.6,7.6
E00100702,18,65.3,16.7
E00100703,10.8,75.5,13.7
E00100704,5.5,82.1,12.4
E00100705,17.6,73.5,8.8
E00100706,12.2,76.3,11.5
E00100713,16,63.2,20.8
E00100714,5.3,85.2,9.6
E00100715,7.4,87,5.6
E00100716,5.5,88.4,6.1
E00100721,15.7,75.3,9
E00100737,4.5,78.9,16.5
E00100738,5.3,72.6,22.1
E00100739,13.1,74.6,12.3
E00100740,10.5,77.6,11.9
E00100741,7,88.7,4.3
E00100742,11.5,81.7,6.9
E00100743,7.9,61.9,30.2
E00100745,20.9,66.3,12.8
E00100746,6.8,82.1,11.1
E00100747,6.7,73,20.2
E00100748,6.4,81.3,12.3
E00100749,4.8,88.1,7.1
E00100750,6.9,83.2,9.9
E00100751,22.2,68.9,8.9
E00100752,8.8,73.6,17.6
E00100753,6.6,79.4,14
E00100754,10.6,76,13.5
E00100755,6.7,73.9,19.4
E00100756,8.2,70.5,21.3
E00100757,14.7,70.6,14.7
E00100758,15.1,65.1,19.8
E00100759,4.6,85.4,10
E00100760,9.3,82.9,7.9
E00100761,10.5,82,7.5
